Library Element,AIE_VARIANT,UUT_KERNEL,TT_DATA,TT_TWIDDLE,TP_POINT_SIZE,TP_CASC_LEN,TP_NUM_FRAMES,TP_FFT_NIFFT,TP_SHIFT,TP_API,TP_RND,TP_SAT,TP_SSR,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,DATA_MEMORY,PROGRAM_MEMORY
dft,AIE,dft,cint32,cint16,32,4,8,0,0,0,0,0,2,1,1,1,1201,641,466,686,34,8,25972,1754 1770 1770 1876 1754 1770 1770 1876
dft,AIE,dft,cint32,cint16,32,1,8,0,0,0,0,0,4,1,1,1,1309,466,647,494,19,4,29376,1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,32,2,8,0,0,0,0,0,4,1,1,1,690,948,306,1045,38,8,34168,2112 2230 2230 2112 2112 2230 2230 2112
dft,AIE,dft,cint32,cint16,32,4,8,0,0,0,0,0,4,1,1,1,560,1376,201,1592,72,16,43752,1712 1830 1744 1744 1744 1744 1830 1712 1830 1712 1744 1744 1744 1744 1712 1830
dft,AIE,dft,cint32,cint16,32,1,8,0,0,0,0,0,8,1,1,1,718,619,364,1122,40,8,50560,2228 2228 2228 2228 2228 2228 2228 2228
dft,AIE,dft,cint32,cint16,32,2,8,0,0,0,0,0,8,1,1,1,449,1230,189,1693,77,16,60144,1712 1860 1860 1712 1712 1860 1860 1712 1712 1860 1860 1712 1712 1860 1860 1712
dft,AIE,dft,cint32,cint16,32,4,8,0,0,0,0,0,8,1,1,1,370,2081,123,2601,142,32,79312,1632 1764 1552 1552 1552 1552 1764 1632 1632 1764 1552 1552 1552 1552 1764 1632 1632 1764 1552 1552 1552 1552 1764 1632 1632 1764 1552 1552 1552 1552 1764 1632
dft,AIE,dft,cint32,cint16,40,1,1,0,0,0,0,0,1,1,1,1,1262,94,487,102,6,1,8880,1636
dft,AIE,dft,cint32,cint16,40,2,1,0,0,0,0,0,1,1,1,1,1113,147,307,162,9,2,10078,1548 1668
dft,AIE,dft,cint32,cint16,40,4,1,0,0,0,0,0,1,1,1,1,852,253,166,301,17,4,12602,1828 1844 1844 1946
dft,AIE,dft,cint32,cint16,40,1,1,0,0,0,0,0,2,1,1,1,692,175,246,205,10,2,10720,2102 2102
dft,AIE,dft,cint32,cint16,40,2,1,0,0,0,0,0,2,1,1,1,680,251,166,301,18,4,13116,2058 2172 2058 2172
dft,AIE,dft,cint32,cint16,40,4,1,0,0,0,0,0,2,1,1,1,591,400,95,526,36,8,18164,1968 1984 1984 2084 1968 1984 1984 2084
dft,AIE,dft,cint32,cint16,40,1,1,0,0,0,0,0,4,1,1,1,472,253,155,322,21,4,15808,1846 1846 1846 1846
dft,AIE,dft,cint32,cint16,40,2,1,0,0,0,0,0,4,1,1,1,477,363,106,471,39,8,20600,1804 1932 1932 1804 1804 1932 1932 1804
dft,AIE,dft,cint32,cint16,40,4,1,0,0,0,0,0,4,1,1,1,549,481,75,666,71,16,30696,1806 1734 1816 1734 1734 1816 1734 1806 1806 1734 1816 1734 1734 1816 1734 1806
dft,AIE,dft,cint32,cint16,40,1,16,0,0,0,0,0,1,1,1,1,17349,104,7590,105,6,1,28080,1672
dft,AIE,dft,cint32,cint16,40,2,16,0,0,0,0,0,1,1,1,1,10603,174,4560,175,10,2,29278,1584 1704
dft,AIE,dft,cint32,cint16,40,4,16,0,0,0,0,0,1,1,1,1,5045,366,2150,372,17,4,33722,1874 1886 1886 1976
dft,AIE,dft,cint32,cint16,40,1,16,0,0,0,0,0,2,1,1,1,7984,214,3688,216,11,2,39520,2132 2132
dft,AIE,dft,cint32,cint16,40,2,16,0,0,0,0,0,2,1,1,1,4611,381,2065,387,20,4,41916,2082 2182 2082 2182
dft,AIE,dft,cint32,cint16,40,4,16,0,0,0,0,0,2,1,1,1,2551,704,1105,723,36,8,50804,2004 2020 2020 2126 2004 2020 2020 2126
dft,AIE,dft,cint32,cint16,40,1,16,0,0,0,0,0,4,1,1,1,4716,342,2315,353,20,4,65728,1860 1860 1860 1860
dft,AIE,dft,cint32,cint16,40,2,16,0,0,0,0,0,4,1,1,1,2656,625,1249,647,38,8,70520,1810 1942 1942 1810 1942 1810 1810 1942
dft,AIE,dft,cint32,cint16,40,4,16,0,0,0,0,0,4,1,1,1,1333,1282,597,1360,69,16,88296,2190 2190 2278 2190 2190 2278 2190 2190 2190 2278 2190 2190 2190 2190 2278 2190
dft,AIE,dft,cint32,cint16,40,1,16,0,0,0,0,0,8,1,1,1,2757,515,1534,529,44,8,118144,1636 1636 1636 1636 1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,40,2,16,0,0,0,0,0,8,1,1,1,2040,808,985,877,74,16,127728,1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,40,4,16,0,0,0,0,0,8,1,1,1,838,1849,436,1891,142,32,163280,1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818
dft,AIE,dft,cint32,cint16,40,1,1,0,0,0,0,0,8,1,1,1,355,333,121,458,40,8,25984,1632 1632 1632 1632 1632 1632 1632 1632
dft,AIE,dft,cint32,cint16,40,2,1,0,0,0,0,0,8,1,1,1,413,439,83,602,75,16,35568,1522 1648 1648 1522 1522 1648 1648 1522 1522 1648 1648 1522 1522 1648 1648 1522
dft,AIE,dft,cint32,cint16,40,4,1,0,0,0,0,0,8,1,1,1,474,533,62,819,137,32,55760,1528 1656 1556 1556 1556 1556 1656 1528 1528 1656 1556 1556 1556 1556 1656 1528 1528 1556 1656 1556 1556 1656 1556 1528 1528 1656 1556 1556 1556 1556 1656 1528
dft,AIE,dft,cint32,cint16,40,1,2,0,0,0,0,0,1,1,1,1,2352,99,968,103,6,1,10160,1672
dft,AIE,dft,cint32,cint16,40,2,2,0,0,0,0,0,1,1,1,1,1542,159,598,167,9,2,11358,1584 1704
dft,AIE,dft,cint32,cint16,40,4,2,0,0,0,0,0,1,1,1,1,1061,312,288,347,17,4,14010,1874 1886 1886 1992
dft,AIE,dft,cint32,cint16,40,1,2,0,0,0,0,0,2,1,1,1,1216,189,491,207,10,2,12640,2132 2132
dft,AIE,dft,cint32,cint16,40,2,2,0,0,0,0,0,2,1,1,1,797,312,287,348,18,4,15036,2082 2198 2082 2198
dft,AIE,dft,cint32,cint16,40,4,2,0,0,0,0,0,2,1,1,1,688,506,167,598,36,8,20340,2004 2020 2020 2126 2004 2020 2020 2126
dft,AIE,dft,cint32,cint16,40,1,2,0,0,0,0,0,4,1,1,1,-1,-1,347,288,22,4,19136,1860 1860 1860 1860
dft,AIE,dft,cint32,cint16,40,2,2,0,0,0,0,0,4,1,1,1,548,465,185,540,40,8,23928,1810 1942 1942 1810 1810 1942 1942 1810
dft,AIE,dft,cint32,cint16,40,4,2,0,0,0,0,0,4,1,1,1,540,689,113,884,71,16,34536,2190 2278 2190 2190 2190 2190 2278 2190 2278 2190 2190 2190 2190 2190 2190 2278
dft,AIE,dft,cint32,cint16,40,1,2,0,0,0,0,0,8,1,1,1,528,400,208,480,44,8,32128,1636 1636 1636 1636 1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,40,2,2,0,0,0,0,0,8,1,1,1,453,575,142,704,73,16,41712,1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,40,4,2,0,0,0,0,0,8,1,1,1,422,860,85,1176,142,32,62928,1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818
dft,AIE,dft,cint32,cint16,40,1,32,0,0,0,0,0,1,1,1,1,34488,105,15158,105,10,1,48560,1672
dft,AIE,dft,cint32,cint16,40,2,32,0,0,0,0,0,1,1,1,1,20958,175,9088,176,12,2,49758,1584 1704
dft,AIE,dft,cint32,cint16,40,4,32,0,0,0,0,0,1,1,1,1,9845,371,4278,374,20,4,56250,1874 1886 1886 1992
dft,AIE,dft,cint32,cint16,40,1,32,0,0,0,0,0,2,1,1,1,15754,216,7352,217,16,2,70240,2132 2132
dft,AIE,dft,cint32,cint16,40,2,32,0,0,0,0,0,2,1,1,1,8976,387,4097,390,20,4,72636,2082 2182 2082 2182
dft,AIE,dft,cint32,cint16,40,4,32,0,0,0,0,0,2,1,1,1,4816,724,2177,734,36,8,85620,2004 2020 2020 2126 2004 2020 2020 2126
dft,AIE,dft,cint32,cint16,40,1,32,0,0,0,0,0,4,1,1,1,8913,352,4502,355,31,4,118976,1860 1860 1860 1860
dft,AIE,dft,cint32,cint16,40,2,32,0,0,0,0,0,4,1,1,1,5069,640,2465,649,38,8,123768,1810 1942 1942 1810 1810 1942 1942 1810
dft,AIE,dft,cint32,cint16,40,4,32,0,0,0,0,0,4,1,1,1,2303,1444,1330,1203,69,16,149736,2190 2190 2262 2190 2190 2262 2190 2190 2190 2262 2190 2190 2190 2190 2262 2190
dft,AIE,dft,cint32,cint16,40,1,32,0,0,0,0,0,8,1,1,1,5304,526,2998,533,62,8,216448,1636 1636 1636 1636 1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,40,2,32,0,0,0,0,0,8,1,1,1,3448,878,1805,892,76,16,226032,1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,40,4,32,0,0,0,0,0,8,1,1,1,-1,-1,849,2159,140,32,277968,1818 1840 1926 1840 1840 1926 1840 1818 1818 1926 1840 1840 1840 1840 1926 1818 1926 1818 1840 1840 1840 1840 1818 1926 1818 1926 1840 1840 1840 1840 1926 1818
dft,AIE,dft,cint32,cint16,40,1,4,0,0,0,0,0,1,1,1,1,4494,102,1914,104,6,1,12720,1672
dft,AIE,dft,cint32,cint16,40,2,4,0,0,0,0,0,1,1,1,1,2837,167,1164,171,9,2,13918,1584 1704
dft,AIE,dft,cint32,cint16,40,4,4,0,0,0,0,0,1,1,1,1,1444,341,554,361,17,4,16826,1874 1886 1886 1992
dft,AIE,dft,cint32,cint16,40,1,4,0,0,0,0,0,2,1,1,1,2156,203,940,212,12,2,16480,2132 2132
dft,AIE,dft,cint32,cint16,40,2,4,0,0,0,0,0,2,1,1,1,1341,350,541,369,20,4,18876,2082 2198 2082 2198
dft,AIE,dft,cint32,cint16,40,4,4,0,0,0,0,0,2,1,1,1,851,601,301,664,36,8,24692,2004 2020 2020 2126 2004 2020 2020 2126
dft,AIE,dft,cint32,cint16,40,1,4,0,0,0,0,0,4,1,1,1,-1,-1,675,296,20,4,25792,1860 1860 1860 1860
dft,AIE,dft,cint32,cint16,40,2,4,0,0,0,0,0,4,1,1,1,854,542,337,593,38,8,30584,1810 1942 1942 1810 1810 1942 1942 1810
dft,AIE,dft,cint32,cint16,40,4,4,0,0,0,0,0,4,1,1,1,627,855,206,970,69,16,42216,2190 2278 2190 2190 2190 2190 2278 2190 2190 2278 2190 2190 2190 2190 2278 2190
dft,AIE,dft,cint32,cint16,40,1,4,0,0,0,0,0,8,1,1,1,861,455,397,503,42,8,44416,1636 1636 1636 1636 1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,40,2,4,0,0,0,0,0,8,1,1,1,654,707,252,793,79,16,54000,1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,40,4,4,0,0,0,0,0,8,1,1,1,461,1176,139,1438,140,32,77264,1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1840 1926 1840 1840 1926 1840 1818 1818 1926 1840 1840 1840 1840 1926 1818
dft,AIE,dft,cint32,cint16,40,1,8,0,0,0,0,0,1,1,1,1,8780,103,3806,105,6,1,17840,1672
dft,AIE,dft,cint32,cint16,40,2,8,0,0,0,0,0,1,1,1,1,5426,171,2296,174,10,2,19038,1584 1704
dft,AIE,dft,cint32,cint16,40,4,8,0,0,0,0,0,1,1,1,1,2645,358,1086,368,18,4,22458,1874 1886 1886 1992
dft,AIE,dft,cint32,cint16,40,1,8,0,0,0,0,0,2,1,1,1,4101,210,1856,215,10,2,24160,2132 2132
dft,AIE,dft,cint32,cint16,40,2,8,0,0,0,0,0,2,1,1,1,2432,370,1049,381,18,4,26556,2082 2198 2082 2198
dft,AIE,dft,cint32,cint16,40,4,8,0,0,0,0,0,2,1,1,1,1417,666,569,702,36,8,33396,2004 2020 2020 2126 2004 2020 2020 2126
dft,AIE,dft,cint32,cint16,40,1,8,0,0,0,0,0,4,1,1,1,2385,337,1142,350,24,4,39104,1860 1860 1860 1860
dft,AIE,dft,cint32,cint16,40,2,8,0,0,0,0,0,4,1,1,1,1453,594,641,624,37,8,43896,1810 1942 1942 1810 1810 1942 1942 1810
dft,AIE,dft,cint32,cint16,40,4,8,0,0,0,0,0,4,1,1,1,870,1073,337,1194,70,16,57576,2190 2278 2190 2190 2190 2190 2278 2190 2190 2190 2278 2190 2190 2278 2190 2190
dft,AIE,dft,cint32,cint16,40,1,8,0,0,0,0,0,8,1,1,1,1483,494,766,522,45,8,68992,1636 1636 1636 1636 1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,40,2,8,0,0,0,0,0,8,1,1,1,1051,796,516,775,73,16,78576,1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,40,4,8,0,0,0,0,0,8,1,1,1,598,1509,234,1709,141,32,105936,1818 1926 1840 1840 1840 1840 1926 1818 1818 1926 1840 1840 1840 1840 1926 1818 1818 1840 1926 1840 1840 1926 1840 1818 1818 1926 1840 1840 1840 1840 1926 1818
dft,AIE,dft,cint32,cint16,48,1,1,0,0,0,0,0,1,1,1,1,1702,83,676,88,7,1,11952,1636
dft,AIE,dft,cint32,cint16,48,2,1,0,0,0,0,0,1,1,1,1,1430,135,410,146,9,2,13150,1548 1668
dft,AIE,dft,cint32,cint16,48,4,1,0,0,0,0,0,1,1,1,1,1059,240,219,273,18,4,15546,1920 1936 1936 2038
dft,AIE,dft,cint32,cint16,48,1,1,0,0,0,0,0,2,1,1,1,921,153,349,171,11,2,13920,1636 1636
dft,AIE,dft,cint32,cint16,48,2,1,0,0,0,0,0,2,1,1,1,834,237,221,271,18,4,16316,1548 1668 1548 1668
dft,AIE,dft,cint32,cint16,48,4,1,0,0,0,0,0,2,1,1,1,690,400,120,500,36,8,21108,1920 1936 1936 2038 1920 1936 1936 2038
dft,AIE,dft,cint32,cint16,48,1,1,0,0,0,0,0,4,1,1,1,-1,-1,204,294,23,4,17856,1846 1846 1846 1846
dft,AIE,dft,cint32,cint16,48,1,16,0,0,0,0,0,1,1,1,1,24398,90,10614,90,7,1,34992,1672
dft,AIE,dft,cint32,cint16,48,2,16,0,0,0,0,0,1,1,1,1,14462,153,6208,154,10,2,36190,1584 1704
dft,AIE,dft,cint32,cint16,48,4,16,0,0,0,0,0,1,1,1,1,7048,318,2984,321,18,4,38586,1982 2010 2010 2068
dft,AIE,dft,cint32,cint16,48,1,16,0,0,0,0,0,2,1,1,1,11841,176,5382,178,11,2,48480,1672 1672
dft,AIE,dft,cint32,cint16,48,2,16,0,0,0,0,0,2,1,1,1,7205,298,3184,301,20,4,50876,1584 1688 1584 1688
dft,AIE,dft,cint32,cint16,48,4,16,0,0,0,0,0,2,1,1,1,3649,602,1562,614,34,8,55668,1966 1978 1978 2084 1966 1978 1978 2084
dft,AIE,dft,cint32,cint16,48,1,2,0,0,0,0,0,1,1,1,1,3233,86,1346,89,7,1,13488,1672
dft,AIE,dft,cint32,cint16,48,2,2,0,0,0,0,0,1,1,1,1,2024,143,804,149,9,2,14686,1584 1704
dft,AIE,dft,cint32,cint16,48,4,2,0,0,0,0,0,1,1,1,1,1402,283,394,304,18,4,17082,1982 2010 2010 2084
dft,AIE,dft,cint32,cint16,48,1,2,0,0,0,0,0,2,1,1,1,1667,163,694,172,11,2,16224,1672 1672
dft,AIE,dft,cint32,cint16,48,2,2,0,0,0,0,0,2,1,1,1,1123,263,426,281,18,4,18620,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,48,4,2,0,0,0,0,0,2,1,1,1,853,480,218,550,34,8,23412,1966 1978 1978 2084 1966 1978 1978 2084
dft,AIE,dft,cint32,cint16,48,1,2,0,0,0,0,0,4,1,1,1,864,304,356,337,22,4,21696,1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,48,1,32,0,0,0,0,0,1,1,1,1,48594,90,21206,90,11,1,59568,1672
dft,AIE,dft,cint32,cint16,48,2,32,0,0,0,0,0,1,1,1,1,28670,154,12384,155,12,2,60766,1584 1704
dft,AIE,dft,cint32,cint16,48,4,32,0,0,0,0,0,1,1,1,1,13844,321,5944,323,20,4,63162,1982 2010 2010 2084
dft,AIE,dft,cint32,cint16,48,1,32,0,0,0,0,0,2,1,1,1,23480,178,10742,178,15,2,85344,1672 1672
dft,AIE,dft,cint32,cint16,48,2,32,0,0,0,0,0,2,1,1,1,14155,301,6336,303,20,4,87740,1584 1688 1584 1688
dft,AIE,dft,cint32,cint16,48,4,32,0,0,0,0,0,2,1,1,1,7029,613,3098,619,36,8,92532,1966 1978 1978 2084 1966 1978 1978 2084
dft,AIE,dft,cint32,cint16,48,1,4,0,0,0,0,0,1,1,1,1,6258,88,2670,89,7,1,16560,1672
dft,AIE,dft,cint32,cint16,48,2,4,0,0,0,0,0,1,1,1,1,3803,149,1576,152,9,2,17758,1584 1704
dft,AIE,dft,cint32,cint16,48,4,4,0,0,0,0,0,1,1,1,1,1950,302,764,314,17,4,20154,1982 2010 2010 2084
dft,AIE,dft,cint32,cint16,48,1,4,0,0,0,0,0,2,1,1,1,3122,170,1370,175,10,2,20832,1672 1672
dft,AIE,dft,cint32,cint16,48,2,4,0,0,0,0,0,2,1,1,1,1992,282,820,292,18,4,23228,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,48,4,4,0,0,0,0,0,2,1,1,1,1115,545,410,585,36,8,28020,1966 1978 1978 2084 1966 1978 1978 2084
dft,AIE,dft,cint32,cint16,48,1,4,0,0,0,0,0,4,1,1,1,1518,329,691,352,20,4,29376,1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,48,1,8,0,0,0,0,0,1,1,1,1,12306,89,5318,90,7,1,22704,1672
dft,AIE,dft,cint32,cint16,48,2,8,0,0,0,0,0,1,1,1,1,7354,152,3120,153,10,2,23902,1584 1704
dft,AIE,dft,cint32,cint16,48,4,8,0,0,0,0,0,1,1,1,1,3649,312,1504,319,17,4,26298,1982 2010 2010 2084
dft,AIE,dft,cint32,cint16,48,1,8,0,0,0,0,0,2,1,1,1,6027,174,2702,177,12,2,30048,1672 1672
dft,AIE,dft,cint32,cint16,48,2,8,0,0,0,0,0,2,1,1,1,3725,292,1608,298,20,4,32444,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,48,4,8,0,0,0,0,0,2,1,1,1,1960,580,795,603,34,8,37236,1966 1978 1978 2084 1966 1978 1978 2084
dft,AIE,dft,cint32,cint16,48,1,8,0,0,0,0,0,4,1,1,1,2749,348,1336,359,22,4,44736,1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,8,1,1,0,0,0,0,0,1,1,1,1,423,114,45,222,6,1,1712,1574
dft,AIE,dft,cint32,cint16,8,2,1,0,0,0,0,0,1,1,1,1,682,121,51,196,9,2,2910,1378 1508
dft,AIE,dft,cint32,cint16,8,1,1,0,0,0,0,0,2,1,1,1,388,125,37,270,11,2,3040,1474 1474
dft,AIE,dft,cint32,cint16,8,2,1,0,0,0,0,0,2,1,1,1,704,156,42,238,18,4,5436,1316 1446 1316 1446
dft,AIE,dft,cint32,cint16,8,1,16,0,0,0,0,0,1,1,1,1,637,490,285,561,6,1,5552,1806
dft,AIE,dft,cint32,cint16,8,2,16,0,0,0,0,0,1,1,1,1,663,606,227,704,9,2,6750,1616 1754
dft,AIE,dft,cint32,cint16,8,1,16,0,0,0,0,0,2,1,1,1,412,615,157,1019,12,2,8800,1716 1716
dft,AIE,dft,cint32,cint16,8,2,16,0,0,0,0,0,2,1,1,1,369,948,137,1167,18,4,11196,1504 1602 1504 1602
dft,AIE,dft,cint32,cint16,8,1,2,0,0,0,0,0,1,1,1,1,334,192,61,327,6,1,1968,1806
dft,AIE,dft,cint32,cint16,8,2,2,0,0,0,0,0,1,1,1,1,469,213,64,312,9,2,3166,1528 1638
dft,AIE,dft,cint32,cint16,8,1,2,0,0,0,0,0,2,1,1,1,293,222,48,416,10,2,3424,1612 1612
dft,AIE,dft,cint32,cint16,8,2,2,0,0,0,0,0,2,1,1,1,430,238,52,384,18,4,5820,1376 1504 1376 1504
dft,AIE,dft,cint32,cint16,8,1,32,0,0,0,0,0,1,1,1,1,1046,549,541,591,6,1,9648,1806
dft,AIE,dft,cint32,cint16,8,2,32,0,0,0,0,0,1,1,1,1,1259,615,468,683,10,2,10846,1616 1754
dft,AIE,dft,cint32,cint16,8,1,32,0,0,0,0,0,2,1,1,1,721,619,285,1122,11,2,14944,1716 1716
dft,AIE,dft,cint32,cint16,8,2,32,0,0,0,0,0,2,1,1,1,497,1213,233,1373,18,4,17340,1504 1602 1504 1602
dft,AIE,dft,cint32,cint16,8,1,4,0,0,0,0,0,1,1,1,1,329,299,93,430,6,1,2480,1806
dft,AIE,dft,cint32,cint16,8,2,4,0,0,0,0,0,1,1,1,1,369,363,80,500,9,2,3678,1616 1754
dft,AIE,dft,cint32,cint16,8,1,4,0,0,0,0,0,2,1,1,1,252,390,61,655,12,2,4192,1716 1716
dft,AIE,dft,cint32,cint16,8,2,4,0,0,0,0,0,2,1,1,1,325,415,65,615,18,4,6588,1504 1602 1504 1602
dft,AIE,dft,cint32,cint16,8,1,8,0,0,0,0,0,1,1,1,1,432,402,157,509,6,1,3504,1806
dft,AIE,dft,cint32,cint16,8,2,8,0,0,0,0,0,1,1,1,1,368,547,116,689,10,2,4702,1616 1754
dft,AIE,dft,cint32,cint16,8,1,8,0,0,0,0,0,2,1,1,1,278,598,93,860,12,2,5728,1716 1716
dft,AIE,dft,cint32,cint16,8,2,8,0,0,0,0,0,2,1,1,1,306,666,89,898,18,4,8124,1504 1602 1504 1602
dft,AIE,dft,cfloat,cfloat,16,1,1,0,0,0,0,0,1,1,1,1,722,89,182,109,6,1,4015,2886
dft,AIE,dft,cfloat,cfloat,16,2,1,0,0,0,0,0,1,1,1,1,922,115,142,140,10,2,5469,2334 2378
dft,AIE,dft,cfloat,cfloat,16,4,1,0,0,0,0,0,1,1,1,1,1006,195,77,259,18,4,8377,1668 1728 1728 1812
dft,AIE,dft,cfloat,cfloat,16,1,1,0,0,0,0,0,2,1,1,1,507,128,114,175,9,2,5726,2230 2230
dft,AIE,dft,cfloat,cfloat,16,2,1,0,0,0,0,0,2,1,1,1,620,192,67,298,18,4,8634,1630 1774 1630 1774
dft,AIE,dft,cfloat,cfloat,16,4,1,0,0,0,0,0,2,1,1,1,830,266,50,444,34,8,14450,1468 1518 1518 1614 1468 1518 1518 1614
dft,AIE,dft,cfloat,cfloat,16,1,1,0,0,0,0,0,4,1,1,1,433,149,91,219,23,4,9148,1850 1850 1850 1850
dft,AIE,dft,cfloat,cfloat,16,2,1,0,0,0,0,0,4,1,1,1,680,225,61,327,37,8,14964,1538 1666 1666 1538 1538 1666 1666 1538
dft,AIE,dft,cfloat,cfloat,16,4,1,0,0,0,0,0,4,1,1,1,886,275,45,444,70,16,26596,1554 1434 1458 1458 1458 1458 1434 1554 1434 1554 1458 1458 1458 1458 1554 1434
dft,AIE,dft,cfloat,cfloat,16,1,16,0,0,0,0,0,1,1,1,1,6347,114,2750,116,6,1,11695,2970
dft,AIE,dft,cfloat,cfloat,16,2,16,0,0,0,0,0,1,1,1,1,2807,264,1175,272,9,2,13149,2830 2938
dft,AIE,dft,cfloat,cfloat,16,4,16,0,0,0,0,0,1,1,1,1,1646,475,641,499,17,4,16057,2016 2070 2070 2156
dft,AIE,dft,cfloat,cfloat,16,1,16,0,0,0,0,0,2,1,1,1,2841,240,1289,248,12,2,17246,2996 2996
dft,AIE,dft,cfloat,cfloat,16,2,16,0,0,0,0,0,2,1,1,1,2144,340,907,352,18,4,20154,2274 2366 2274 2366
dft,AIE,dft,cfloat,cfloat,16,4,16,0,0,0,0,0,2,1,1,1,901,895,325,984,36,8,25970,1670 1718 1718 1826 1670 1718 1718 1826
dft,AIE,dft,cfloat,cfloat,16,1,16,0,0,0,0,0,4,1,1,1,2458,282,1119,285,23,4,28348,2318 2318 2318 2318
dft,AIE,dft,cfloat,cfloat,16,2,16,0,0,0,0,0,4,1,1,1,1295,563,533,600,40,8,34164,1794 1918 1918 1794 1794 1918 1918 1794
dft,AIE,dft,cfloat,cfloat,16,4,16,0,0,0,0,0,4,1,1,1,819,1024,278,1151,69,16,45796,1554 1678 1586 1586 1586 1586 1678 1554 1554 1678 1586 1586 1586 1586 1678 1554
dft,AIE,dft,cfloat,cfloat,16,1,2,0,0,0,0,0,1,1,1,1,994,97,370,108,6,1,4527,2970
dft,AIE,dft,cfloat,cfloat,16,2,2,0,0,0,0,0,1,1,1,1,740,188,179,223,10,2,5981,2830 2938
dft,AIE,dft,cfloat,cfloat,16,4,2,0,0,0,0,0,1,1,1,1,758,285,109,366,18,4,8889,2016 2070 2070 2156
dft,AIE,dft,cfloat,cfloat,16,1,2,0,0,0,0,0,2,1,1,1,553,176,184,218,11,2,6494,2996 2996
dft,AIE,dft,cfloat,cfloat,16,2,2,0,0,0,0,0,2,1,1,1,596,242,137,291,18,4,9402,2274 2366 2274 2366
dft,AIE,dft,cfloat,cfloat,16,4,2,0,0,0,0,0,2,1,1,1,627,376,72,563,36,8,15218,1670 1718 1718 1826 1670 1718 1718 1826
dft,AIE,dft,cfloat,cfloat,16,1,2,0,0,0,0,0,4,1,1,1,486,200,157,254,21,4,10428,2300 2300 2300 2300
dft,AIE,dft,cfloat,cfloat,16,2,2,0,0,0,0,0,4,1,1,1,571,299,95,421,36,8,16244,1768 1890 1890 1768 1768 1890 1890 1768
dft,AIE,dft,cfloat,cfloat,16,4,2,0,0,0,0,0,4,1,1,1,677,463,64,625,72,16,27876,1548 1674 1576 1576 1576 1576 1674 1548 1674 1548 1576 1576 1576 1576 1548 1674
dft,AIE,dft,cfloat,cfloat,16,1,32,0,0,0,0,0,1,1,1,1,12466,116,5470,117,6,1,19887,2970
dft,AIE,dft,cfloat,cfloat,16,2,32,0,0,0,0,0,1,1,1,1,5324,273,2309,277,10,2,21341,2830 2938
dft,AIE,dft,cfloat,cfloat,16,4,32,0,0,0,0,0,1,1,1,1,3003,500,1249,512,18,4,24249,2016 2070 2070 2140
dft,AIE,dft,cfloat,cfloat,16,1,32,0,0,0,0,0,2,1,1,1,5707,239,2644,242,10,2,29534,2996 2996
dft,AIE,dft,cfloat,cfloat,16,2,32,0,0,0,0,0,2,1,1,1,4051,352,1787,358,20,4,32442,2274 2350 2274 2350
dft,AIE,dft,cfloat,cfloat,16,4,32,0,0,0,0,0,2,1,1,1,1490,990,613,1044,36,8,38258,1670 1718 1718 1826 1670 1718 1718 1826
dft,AIE,dft,cfloat,cfloat,16,1,32,0,0,0,0,0,4,1,1,1,4470,293,2137,299,24,4,48828,2318 2318 2318 2318
dft,AIE,dft,cfloat,cfloat,16,2,32,0,0,0,0,0,4,1,1,1,2274,601,1029,621,39,8,54644,1794 1918 1918 1794 1794 1918 1918 1794
