Library Element,AIE_VARIANT,UUT_KERNEL,TT_DATA,TT_TWIDDLE,TP_POINT_SIZE,TP_CASC_LEN,TP_NUM_FRAMES,TP_FFT_NIFFT,TP_SHIFT,TP_API,TP_RND,TP_SAT,TP_SSR,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,DATA_MEMORY,PROGRAM_MEMORY
dft,AIE,dft,cint32,cint16,80,4,2,0,0,0,0,0,8,1,1,1,672,924,187,1086,141,32,92624,1810 1942 1836 1836 1836 1836 1942 1810 1810 1942 1836 1836 1836 1836 1942 1810 1810 1836 1942 1836 1836 1942 1836 1810 1810 1942 1836 1836 1836 1836 1942 1810
dft,AIE,dft,cint32,cint16,80,1,4,0,0,0,0,0,1,1,1,1,16383,57,6974,57,9,1,37040,1672
dft,AIE,dft,cint32,cint16,80,2,4,0,0,0,0,0,1,1,1,1,9215,102,3864,103,12,2,38238,1584 1704
dft,AIE,dft,cint32,cint16,80,4,4,0,0,0,0,0,1,1,1,1,5549,174,2264,176,17,4,40634,1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,80,1,4,0,0,0,0,0,2,1,1,1,8079,112,3518,113,14,2,43360,1672 1672
dft,AIE,dft,cint32,cint16,80,2,4,0,0,0,0,0,2,1,1,1,4660,200,1964,203,19,4,45756,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,80,4,4,0,0,0,0,0,2,1,1,1,2912,335,1165,343,34,8,50548,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,80,1,4,0,0,0,0,0,4,1,1,1,3821,224,1740,229,21,4,56000,2132 2132 2132 2132
dft,AIE,dft,cint32,cint16,80,2,4,0,0,0,0,0,4,1,1,1,2269,401,967,413,39,8,60792,2038 2132 2132 2038 2038 2132 2132 2038
dft,AIE,dft,cint32,cint16,80,4,4,0,0,0,0,0,4,1,1,1,1624,627,608,657,68,16,70376,2082 2092 2198 2092 2092 2198 2092 2082 2082 2092 2198 2092 2092 2198 2092 2082
dft,AIE,dft,cint32,cint16,80,1,4,0,0,0,0,0,8,1,1,1,2198,361,1064,375,48,8,87424,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,80,2,4,0,0,0,0,0,8,1,1,1,1394,633,601,665,74,16,97008,1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766
dft,AIE,dft,cint32,cint16,80,4,4,0,0,0,0,0,8,1,1,1,965,1088,339,1179,141,32,116176,1942 1810 1836 1836 1836 1836 1810 1942 1810 1942 1836 1836 1836 1836 1942 1810 1810 1836 1942 1836 1836 1942 1836 1810 1810 1942 1836 1836 1836 1836 1942 1810
dft,AIE,dft,cint32,cint16,80,1,8,0,0,0,0,0,1,1,1,1,32555,57,13926,57,9,1,47280,1672
dft,AIE,dft,cint32,cint16,80,2,8,0,0,0,0,0,1,1,1,1,18158,103,7696,103,12,2,48478,1584 1704
dft,AIE,dft,cint32,cint16,80,4,8,0,0,0,0,0,1,1,1,1,10781,176,4497,177,18,4,50874,1584 1600 1600 1688
dft,AIE,dft,cint32,cint16,80,1,8,0,0,0,0,0,2,1,1,1,15984,112,7020,113,13,2,58720,1672 1672
dft,AIE,dft,cint32,cint16,80,2,8,0,0,0,0,0,2,1,1,1,9035,203,3896,205,19,4,61116,1584 1688 1584 1688
dft,AIE,dft,cint32,cint16,80,4,8,0,0,0,0,0,2,1,1,1,5501,343,2297,348,34,8,65908,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,80,1,8,0,0,0,0,0,4,1,1,1,7431,228,3456,231,23,4,81600,2132 2132 2132 2132
dft,AIE,dft,cint32,cint16,80,2,8,0,0,0,0,0,4,1,1,1,4251,413,1903,422,38,8,86392,2038 2132 2132 2038 2038 2132 2132 2038
dft,AIE,dft,cint32,cint16,80,4,8,0,0,0,0,0,4,1,1,1,2871,658,1186,674,71,16,95976,2198 2082 2092 2092 2092 2092 2082 2198 2198 2082 2092 2092 2092 2092 2082 2198
dft,AIE,dft,cint32,cint16,80,1,8,0,0,0,0,0,8,1,1,1,4182,372,2104,380,41,8,134528,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,80,2,8,0,0,0,0,0,8,1,1,1,2518,664,1180,682,76,16,144112,1766 1876 1876 1766 1766 1876 1876 1766 1876 1766 1766 1876 1766 1876 1876 1766
dft,AIE,dft,cint32,cint16,80,4,8,0,0,0,0,0,8,1,1,1,1559,1191,718,1125,138,32,163280,1810 1836 1942 1836 1836 1942 1836 1810 1810 1942 1836 1836 1836 1836 1942 1810 1810 1942 1836 1836 1836 1836 1942 1810 1810 1942 1836 1836 1836 1836 1942 1810
dft,AIE,dft,cint32,cint16,96,2,1,0,0,0,0,0,1,1,1,1,3413,86,1364,87,13,2,42334,1548 1668
dft,AIE,dft,cint32,cint16,96,4,1,0,0,0,0,0,1,1,1,1,2734,146,790,151,22,4,44730,1548 1564 1564 1668
dft,AIE,dft,cint32,cint16,96,1,1,0,0,0,0,0,2,1,1,1,3011,92,1252,95,14,2,43872,1636 1636
dft,AIE,dft,cint32,cint16,96,2,1,0,0,0,0,0,2,1,1,1,1811,164,698,171,23,4,46268,1548 1668 1548 1668
dft,AIE,dft,cint32,cint16,96,4,1,0,0,0,0,0,2,1,1,1,1522,271,412,292,35,8,51060,1548 1564 1564 1668 1548 1564 1564 1668
dft,AIE,dft,cint32,cint16,96,1,1,0,0,0,0,0,4,1,1,1,1542,176,639,188,22,4,49344,1636 1636 1636 1636
dft,AIE,dft,cint32,cint16,96,2,1,0,0,0,0,0,4,1,1,1,1011,302,365,328,38,8,54136,1548 1668 1668 1548 1548 1668 1668 1548
dft,AIE,dft,cint32,cint16,96,4,1,0,0,0,0,0,4,1,1,1,926,475,223,538,72,16,63720,1548 1564 1668 1564 1564 1668 1564 1548 1548 1668 1564 1564 1564 1564 1668 1548
dft,AIE,dft,cint32,cint16,96,2,16,0,0,0,0,0,1,1,1,1,50902,87,21701,88,15,2,88414,1584 1704
dft,AIE,dft,cint32,cint16,96,4,16,0,0,0,0,0,1,1,1,1,29059,156,12257,156,23,4,90810,1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,16,0,0,0,0,0,2,1,1,1,45291,96,19830,96,18,2,112992,1672 1672
dft,AIE,dft,cint32,cint16,96,2,16,0,0,0,0,0,2,1,1,1,24943,177,10816,177,24,4,115388,1584 1688 1584 1688
dft,AIE,dft,cint32,cint16,96,4,16,0,0,0,0,0,2,1,1,1,14547,307,6210,309,36,8,120180,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,16,0,0,0,0,0,4,1,1,1,21675,191,9990,192,32,4,164544,1672 1672 1672 1672
dft,AIE,dft,cint32,cint16,96,2,16,0,0,0,0,0,4,1,1,1,12159,347,5488,349,39,8,169336,1704 1584 1584 1704 1584 1704 1704 1584
dft,AIE,dft,cint32,cint16,96,4,16,0,0,0,0,0,4,1,1,1,7296,597,3186,602,71,16,178920,1584 1600 1688 1600 1600 1688 1600 1584 1584 1600 1688 1600 1600 1688 1600 1584
dft,AIE,dft,cint32,cint16,96,1,16,0,0,0,0,0,8,1,1,1,9584,384,4984,387,62,8,267648,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,96,2,16,0,0,0,0,0,8,1,1,1,5472,702,2703,710,76,16,277232,1766 1860 1860 1766 1766 1860 1860 1766 1766 1860 1860 1766 1766 1860 1860 1766
dft,AIE,dft,cint32,cint16,96,4,16,0,0,0,0,0,8,1,1,1,3145,1303,1446,1328,139,32,296400,1862 1888 1994 1888 1888 1994 1888 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862
dft,AIE,dft,cint32,cint16,96,1,1,0,0,0,0,0,8,1,1,1,779,329,322,372,45,8,60288,1846 1846 1846 1846 1846 1846 1846 1846
dft,AIE,dft,cint32,cint16,96,2,1,0,0,0,0,0,8,1,1,1,611,536,192,625,76,16,69872,1736 1862 1862 1736 1736 1862 1862 1736 1736 1862 1862 1736 1736 1862 1862 1736
dft,AIE,dft,cint32,cint16,96,4,1,0,0,0,0,0,8,1,1,1,658,800,124,975,140,32,89040,1984 1856 1896 1896 1896 1896 1856 1984 1856 1984 1896 1896 1896 1896 1984 1856 1856 1984 1896 1896 1896 1896 1984 1856 1856 1984 1896 1896 1896 1896 1984 1856
dft,AIE,dft,cint32,cint16,96,2,2,0,0,0,0,0,1,1,1,1,6568,87,2712,88,13,2,45406,1584 1704
dft,AIE,dft,cint32,cint16,96,4,2,0,0,0,0,0,1,1,1,1,3929,150,1562,153,22,4,47802,1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,2,0,0,0,0,0,2,1,1,1,5848,94,2498,96,14,2,48480,1672 1672
dft,AIE,dft,cint32,cint16,96,2,2,0,0,0,0,0,2,1,1,1,3372,170,1380,173,22,4,50876,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,96,4,2,0,0,0,0,0,2,1,1,1,2115,287,806,298,36,8,55668,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,2,0,0,0,0,0,4,1,1,1,2915,182,1276,189,24,4,57024,1672 1672 1672 1672
dft,AIE,dft,cint32,cint16,96,2,2,0,0,0,0,0,4,1,1,1,1776,322,714,336,39,8,61816,1584 1704 1704 1584 1584 1704 1704 1584
dft,AIE,dft,cint32,cint16,96,4,2,0,0,0,0,0,4,1,1,1,1224,523,432,560,66,16,71400,1584 1600 1704 1600 1600 1704 1600 1584 1584 1704 1600 1600 1600 1600 1704 1584
dft,AIE,dft,cint32,cint16,96,1,2,0,0,0,0,0,8,1,1,1,1389,352,641,375,43,8,74112,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,96,2,2,0,0,0,0,0,8,1,1,1,933,605,365,657,77,16,83696,1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766
dft,AIE,dft,cint32,cint16,96,4,2,0,0,0,0,0,8,1,1,1,739,1000,212,1132,141,32,102864,1862 1888 1994 1888 1888 1994 1888 1862 1862 1994 1888 1888 1888 1888 1994 1862 1994 1862 1888 1888 1888 1888 1862 1994 1862 1994 1888 1888 1888 1888 1994 1862
dft,AIE,dft,cint32,cint16,96,2,4,0,0,0,0,0,1,1,1,1,12848,88,5393,89,13,2,51550,1584 1704
dft,AIE,dft,cint32,cint16,96,4,4,0,0,0,0,0,1,1,1,1,7523,153,3090,155,19,4,53946,1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,4,0,0,0,0,0,2,1,1,1,11484,95,4974,96,13,2,57696,1672 1672
dft,AIE,dft,cint32,cint16,96,2,4,0,0,0,0,0,2,1,1,1,6449,173,2728,175,23,4,60092,1584 1704 1584 1704
dft,AIE,dft,cint32,cint16,96,4,4,0,0,0,0,0,2,1,1,1,3895,299,1578,304,36,8,64884,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,4,0,0,0,0,0,4,1,1,1,5573,187,2546,190,25,4,72384,1672 1672 1672 1672
dft,AIE,dft,cint32,cint16,96,2,4,0,0,0,0,0,4,1,1,1,3266,336,1396,343,38,8,77176,1704 1584 1584 1704 1584 1704 1704 1584
dft,AIE,dft,cint32,cint16,96,4,4,0,0,0,0,0,4,1,1,1,2080,564,822,583,69,16,86760,1584 1704 1600 1600 1600 1600 1704 1584 1584 1704 1600 1600 1600 1600 1704 1584
dft,AIE,dft,cint32,cint16,96,1,4,0,0,0,0,0,8,1,1,1,2557,369,1256,382,48,8,101760,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,96,2,4,0,0,0,0,0,8,1,1,1,1588,657,699,686,75,16,111344,1876 1766 1766 1876 1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766
dft,AIE,dft,cint32,cint16,96,4,4,0,0,0,0,0,8,1,1,1,1076,1156,393,1237,139,32,130512,1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862
dft,AIE,dft,cint32,cint16,96,2,8,0,0,0,0,0,1,1,1,1,25403,89,10752,89,13,2,63838,1584 1704
dft,AIE,dft,cint32,cint16,96,4,8,0,0,0,0,0,1,1,1,1,14701,155,6146,156,21,4,66234,1584 1600 1600 1688
dft,AIE,dft,cint32,cint16,96,1,8,0,0,0,0,0,2,1,1,1,22748,96,9926,96,14,2,76128,1672 1672
dft,AIE,dft,cint32,cint16,96,2,8,0,0,0,0,0,2,1,1,1,12616,176,5424,176,23,4,78524,1584 1688 1584 1688
dft,AIE,dft,cint32,cint16,96,4,8,0,0,0,0,0,2,1,1,1,7443,304,3122,307,36,8,83316,1584 1600 1600 1704 1584 1600 1600 1704
dft,AIE,dft,cint32,cint16,96,1,8,0,0,0,0,0,4,1,1,1,10942,190,5006,191,26,4,103104,1672 1672 1672 1672
dft,AIE,dft,cint32,cint16,96,2,8,0,0,0,0,0,4,1,1,1,6232,344,2760,347,37,8,107896,1704 1584 1584 1704 1584 1704 1704 1584
dft,AIE,dft,cint32,cint16,96,4,8,0,0,0,0,0,4,1,1,1,3817,585,1610,596,70,16,117480,1704 1584 1600 1600 1600 1600 1584 1704 1584 1600 1704 1600 1600 1704 1600 1584
dft,AIE,dft,cint32,cint16,96,1,8,0,0,0,0,0,8,1,1,1,4899,379,2488,385,47,8,157056,1876 1876 1876 1876 1876 1876 1876 1876
dft,AIE,dft,cint32,cint16,96,2,8,0,0,0,0,0,8,1,1,1,2877,683,1368,702,74,16,166640,1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766 1766 1876 1876 1766
dft,AIE,dft,cint32,cint16,96,4,8,0,0,0,0,0,8,1,1,1,1757,1250,741,1297,135,32,185808,1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862 1862 1994 1888 1888 1888 1888 1994 1862
dft,AIE,dft,cfloat,cfloat,112,4,1,0,0,0,0,0,1,1,1,1,6224,77,1799,77,28,4,109753,1724 1732 1732 1844
dft,AIE,dft,cfloat,cfloat,112,2,1,0,0,0,0,0,2,1,1,1,4443,81,1699,82,29,4,111546,1724 1844 1724 1844
dft,AIE,dft,cfloat,cfloat,112,4,1,0,0,0,0,0,2,1,1,1,3384,149,924,151,43,8,117362,1724 1732 1732 1844 1724 1732 1732 1844
dft,AIE,dft,cfloat,cfloat,112,1,1,0,0,0,0,0,4,1,1,1,4356,75,1825,76,32,4,115132,2832 2832 2832 2832
dft,AIE,dft,cfloat,cfloat,112,2,1,0,0,0,0,0,4,1,1,1,2653,145,943,150,44,8,120948,2722 2808 2808 2722 2722 2808 2808 2722
dft,AIE,dft,cfloat,cfloat,112,4,1,0,0,0,0,0,4,1,1,1,1752,265,518,270,70,16,132580,3262 3338 3246 3246 3246 3246 3338 3262 3262 3338 3246 3246 3246 3246 3338 3262
dft,AIE,dft,cfloat,cfloat,112,4,16,0,0,0,0,0,1,1,1,1,67462,79,28177,79,30,4,163513,1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,2,16,0,0,0,0,0,2,1,1,1,63135,83,26712,83,32,4,192186,1760 1864 1760 1864
dft,AIE,dft,cfloat,cfloat,112,4,16,0,0,0,0,0,2,1,1,1,33850,157,14176,158,43,8,198002,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,1,16,0,0,0,0,0,4,1,1,1,66871,77,28992,77,40,4,249532,2850 2850 2850 2850
dft,AIE,dft,cfloat,cfloat,112,2,16,0,0,0,0,0,4,1,1,1,34227,152,14666,152,44,8,255348,2754 2826 2826 2754 2754 2826 2826 2754
dft,AIE,dft,cfloat,cfloat,112,4,16,0,0,0,0,0,4,1,1,1,18312,288,7755,288,69,16,266980,3286 3336 3256 3256 3256 3256 3336 3286 3336 3286 3256 3256 3256 3256 3286 3336
dft,AIE,dft,cfloat,cfloat,112,1,16,0,0,0,0,0,8,1,1,1,32349,152,14608,153,64,8,388472,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,112,2,16,0,0,0,0,0,8,1,1,1,16915,299,7451,300,77,16,400104,2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,16,0,0,0,0,0,8,1,1,1,9132,576,3875,578,139,32,423368,2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2116 2212 2116 2116 2212 2116 2124 2124 2212 2116 2116 2116 2116 2212 2124
dft,AIE,dft,cfloat,cfloat,112,1,1,0,0,0,0,0,8,1,1,1,2200,144,926,151,52,8,142712,2202 2202 2202 2202 2202 2202 2202 2202
dft,AIE,dft,cfloat,cfloat,112,2,1,0,0,0,0,0,8,1,1,1,1539,274,490,285,77,16,154344,2100 2194 2194 2100 2100 2194 2194 2100 2100 2194 2194 2100 2100 2194 2194 2100
dft,AIE,dft,cfloat,cfloat,112,4,1,0,0,0,0,0,8,1,1,1,1155,489,276,510,138,32,177608,2100 2102 2194 2102 2102 2194 2102 2100 2100 2194 2102 2102 2102 2102 2194 2100 2100 2102 2194 2102 2102 2194 2102 2100 2100 2194 2102 2102 2102 2102 2194 2100
dft,AIE,dft,cfloat,cfloat,112,4,2,0,0,0,0,0,1,1,1,1,9008,78,3564,78,29,4,113337,1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,2,2,0,0,0,0,0,2,1,1,1,8377,82,3374,82,30,4,116922,1760 1880 1760 1880
dft,AIE,dft,cfloat,cfloat,112,4,2,0,0,0,0,0,2,1,1,1,4808,153,1815,154,44,8,122738,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,1,2,0,0,0,0,0,4,1,1,1,8566,75,3653,76,30,4,124092,2850 2850 2850 2850
dft,AIE,dft,cfloat,cfloat,112,2,2,0,0,0,0,0,4,1,1,1,4739,147,1874,150,45,8,129908,2754 2826 2826 2754 2754 2826 2826 2754
dft,AIE,dft,cfloat,cfloat,112,4,2,0,0,0,0,0,4,1,1,1,2892,273,1015,275,70,16,141540,3352 3286 3256 3256 3256 3256 3286 3352 3286 3352 3256 3256 3256 3256 3352 3286
dft,AIE,dft,cfloat,cfloat,112,1,2,0,0,0,0,0,8,1,1,1,4251,147,1854,151,51,8,159096,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,112,2,2,0,0,0,0,0,8,1,1,1,2613,283,971,289,76,16,170728,2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,2,0,0,0,0,0,8,1,1,1,1732,518,529,529,139,32,193992,2124 2116 2212 2116 2116 2212 2116 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,4,0,0,0,0,0,1,1,1,1,17357,78,7080,79,28,4,120505,1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,2,4,0,0,0,0,0,2,1,1,1,16201,83,6717,83,28,4,127674,1760 1880 1760 1880
dft,AIE,dft,cfloat,cfloat,112,4,4,0,0,0,0,0,2,1,1,1,8824,155,3587,156,43,8,133490,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,1,4,0,0,0,0,0,4,1,1,1,16896,76,7272,77,32,4,142012,2850 2850 2850 2850
dft,AIE,dft,cfloat,cfloat,112,2,4,0,0,0,0,0,4,1,1,1,8973,150,3699,151,46,8,147828,2754 2826 2826 2754 2754 2826 2826 2754
dft,AIE,dft,cfloat,cfloat,112,4,4,0,0,0,0,0,4,1,1,1,5084,281,1977,283,69,16,159460,3286 3352 3256 3256 3256 3256 3352 3286 3286 3352 3256 3256 3256 3256 3352 3286
dft,AIE,dft,cfloat,cfloat,112,1,4,0,0,0,0,0,8,1,1,1,8267,150,3676,152,48,8,191864,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,112,2,4,0,0,0,0,0,8,1,1,1,4646,292,1895,295,79,16,203496,2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,4,0,0,0,0,0,8,1,1,1,2726,546,1023,556,134,32,226760,2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,8,0,0,0,0,0,1,1,1,1,34054,79,14113,79,28,4,134841,1760 1768 1768 1864
dft,AIE,dft,cfloat,cfloat,112,2,8,0,0,0,0,0,2,1,1,1,31845,83,13376,83,32,4,149178,1760 1864 1760 1864
dft,AIE,dft,cfloat,cfloat,112,4,8,0,0,0,0,0,2,1,1,1,17166,156,7135,157,43,8,154994,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,112,1,8,0,0,0,0,0,4,1,1,1,33549,76,14512,77,32,4,177852,2850 2850 2850 2850
dft,AIE,dft,cfloat,cfloat,112,2,8,0,0,0,0,0,4,1,1,1,17402,151,7356,152,46,8,183668,2826 2754 2754 2826 2754 2826 2826 2754
dft,AIE,dft,cfloat,cfloat,112,4,8,0,0,0,0,0,4,1,1,1,9499,285,3901,287,69,16,195300,3286 3352 3256 3256 3256 3256 3352 3286 3286 3256 3352 3256 3256 3352 3256 3286
dft,AIE,dft,cfloat,cfloat,112,1,8,0,0,0,0,0,8,1,1,1,16291,152,7320,153,53,8,257400,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,112,2,8,0,0,0,0,0,8,1,1,1,8733,297,3747,298,79,16,269032,2212 2124 2124 2212 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,112,4,8,0,0,0,0,0,8,1,1,1,4896,567,1963,570,136,32,292296,2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124
dft,AIE,dft,cfloat,cfloat,128,4,1,0,0,0,0,0,1,1,1,1,6056,69,2307,69,29,4,140985,1724 1732 1732 1844
dft,AIE,dft,cfloat,cfloat,128,2,1,0,0,0,0,0,2,1,1,1,5646,72,2195,72,30,4,143034,1724 1844 1724 1844
dft,AIE,dft,cfloat,cfloat,128,4,1,0,0,0,0,0,2,1,1,1,3356,134,1180,135,44,8,148850,1724 1732 1732 1844 1724 1732 1732 1844
dft,AIE,dft,cfloat,cfloat,128,1,1,0,0,0,0,0,4,1,1,1,4946,75,2082,76,32,4,147132,2970 2970 2970 2970
dft,AIE,dft,cfloat,cfloat,128,2,1,0,0,0,0,0,4,1,1,1,3070,140,1118,144,46,8,152948,1844 1724 1724 1844 1724 1844 1844 1724
dft,AIE,dft,cfloat,cfloat,128,4,1,0,0,0,0,0,4,1,1,1,2458,256,616,259,70,16,164580,1724 1732 1844 1732 1732 1844 1732 1724 1724 1732 1844 1732 1732 1844 1732 1724
dft,AIE,dft,cfloat,cfloat,128,4,16,0,0,0,0,0,1,1,1,1,86753,70,36276,70,30,4,202425,1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,128,2,16,0,0,0,0,0,2,1,1,1,81886,73,34602,73,32,4,235194,1760 1864 1760 1864
dft,AIE,dft,cfloat,cfloat,128,4,16,0,0,0,0,0,2,1,1,1,43490,140,18228,140,42,8,241010,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,128,1,16,0,0,0,0,0,4,1,1,1,76336,77,33104,77,40,4,300732,2988 2988 2988 2988
dft,AIE,dft,cfloat,cfloat,128,2,16,0,0,0,0,0,4,1,1,1,40565,147,17386,147,46,8,306548,1760 1880 1880 1760 1760 1880 1880 1760
dft,AIE,dft,cfloat,cfloat,128,4,16,0,0,0,0,0,4,1,1,1,21847,277,9204,278,69,16,318180,1864 1760 1768 1768 1768 1768 1760 1864 1760 1864 1768 1768 1768 1768 1864 1760
dft,AIE,dft,cfloat,cfloat,128,1,16,0,0,0,0,0,8,1,1,1,36859,153,16680,153,59,8,437624,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,128,2,16,0,0,0,0,0,8,1,1,1,19187,301,8477,302,77,16,449256,2212 2124 2124 2212 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,128,4,16,0,0,0,0,0,8,1,1,1,10293,582,4392,583,139,32,472520,2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2116 2212 2116 2116 2212 2116 2124 2124 2212 2116 2116 2116 2116 2212 2124
dft,AIE,dft,cfloat,cfloat,128,1,1,0,0,0,0,0,8,1,1,1,2485,145,1054,151,49,8,161144,2202 2202 2202 2202 2202 2202 2202 2202
dft,AIE,dft,cfloat,cfloat,128,2,1,0,0,0,0,0,8,1,1,1,1700,278,556,288,77,16,172776,2100 2194 2194 2100 2100 2194 2194 2100 2100 2194 2194 2100 2100 2194 2194 2100
dft,AIE,dft,cfloat,cfloat,128,4,1,0,0,0,0,0,8,1,1,1,1480,503,310,517,134,32,196040,2100 2194 2102 2102 2102 2102 2194 2100 2100 2194 2102 2102 2102 2102 2194 2100 2194 2100 2102 2102 2102 2102 2100 2194 2100 2194 2102 2102 2102 2102 2194 2100
dft,AIE,dft,cfloat,cfloat,128,4,2,0,0,0,0,0,1,1,1,1,11465,69,4580,69,29,4,145081,1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,128,2,2,0,0,0,0,0,2,1,1,1,10747,73,4362,73,30,4,149178,1760 1880 1760 1880
dft,AIE,dft,cfloat,cfloat,128,4,2,0,0,0,0,0,2,1,1,1,6048,137,2324,137,44,8,154994,1760 1768 1768 1880 1760 1768 1768 1880
dft,AIE,dft,cfloat,cfloat,128,1,2,0,0,0,0,0,4,1,1,1,9749,76,4166,76,32,4,157372,2988 2988 2988 2988
dft,AIE,dft,cfloat,cfloat,128,2,2,0,0,0,0,0,4,1,1,1,5589,143,2211,145,47,8,163188,1760 1880 1880 1760 1760 1880 1880 1760
dft,AIE,dft,cfloat,cfloat,128,4,2,0,0,0,0,0,4,1,1,1,3341,265,1196,267,70,16,174820,1760 1880 1768 1768 1768 1768 1880 1760 1760 1880 1768 1768 1768 1768 1880 1760
dft,AIE,dft,cfloat,cfloat,128,1,2,0,0,0,0,0,8,1,1,1,4813,148,2110,151,51,8,179576,2220 2220 2220 2220 2220 2220 2220 2220
dft,AIE,dft,cfloat,cfloat,128,2,2,0,0,0,0,0,8,1,1,1,2920,286,1099,291,78,16,191208,2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124 2124 2212 2212 2124
dft,AIE,dft,cfloat,cfloat,128,4,2,0,0,0,0,0,8,1,1,1,1829,522,597,536,139,32,214472,2212 2124 2116 2116 2116 2116 2124 2212 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124 2124 2212 2116 2116 2116 2116 2212 2124
