Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17,Feat_18,Feat_19,Feat_20,Feat_21,Feat_22,Feat_23,Feat_24,Feat_25,Feat_26,Feat_27,Feat_28,Feat_29,Feat_30,Feat_31,Feat_32,Feat_33,Feat_34,Feat_35,Feat_36,Feat_37,Feat_38,Feat_39,Feat_40,Feat_41,Feat_42,Feat_43,Feat_44,Feat_45,Feat_46,Feat_47,Feat_48,Feat_49,Feat_50,Feat_51,Feat_52,Feat_53,Feat_54,Feat_55,Feat_56,Feat_57,Feat_58,Feat_59,Feat_60,Feat_61,Feat_62,Feat_63,Feat_64,Feat_65,Feat_66,Feat_67,Feat_68,Feat_69,Feat_70,Feat_71,Feat_72,Feat_73,Feat_74,Feat_75,Feat_76,Feat_77,Feat_78,Feat_79,Feat_80,Feat_81,Feat_82,Feat_83,Feat_84,Feat_85,Feat_86,Feat_87,Feat_88,Feat_89,Feat_90,Feat_91,Feat_92,Feat_93,Feat_94,Feat_95,Feat_96,Feat_97,Feat_98,Feat_99,Feat_100,Feat_101,Feat_102,Feat_103,Feat_104,Feat_105,Feat_106,Feat_107,Feat_108,Feat_109,Feat_110,Feat_111,Feat_112,Feat_113,Feat_114,Feat_115,Feat_116,Feat_117,Feat_118,Feat_119,Feat_120,Feat_121,Feat_122,Feat_123,Feat_124,Feat_125,Feat_126,Feat_127,Feat_128,Class,Run
156.49,121.39,94.994,72.699,61.022,54.777,46.6,39.316,37.419,35.672,32.571,31.342,32.846,34.037,36.149,41.619,50.246,64.012,89.391,139.5,243.78,401.66,383.91,224.32,126.54,76.328,50.742,38.268,30.129,23.394,19.101,17.433,15.367,13.146,12.199,11.802,10.85,9.9934,10.144,10.373,10.057,10.557,12.513,15.01,14.704,12.996,13.047,14.726,19.199,28.361,34.817,32.38,23.135,16.34,12.81,10.799,10.126,10.3,10.544,9.8081,9.0914,8.8839,8.8435,9.1748,10.154,12.04,13.664,12.185,10.61,9.9878,9.9403,10.172,10.58,11.211,11.943,12.527,12.914,13.091,12.929,12.758,12.985,13.364,13.93,15.026,16.525,18.13,20.489,23.615,27.146,31.716,37.85,45.389,55.236,68.481,86.054,110.25,143.11,187.21,246.16,317.03,382.11,412.85,398.1,352.04,293.25,237.35,193.26,161.49,137.43,117.65,102.97,92.722,84.641,77.625,72.746,69.466,66.795,64.727,63.887,63.862,64.279,65.463,67.777,70.755,74.828,80.335,87.441,96.498,1,2
61.517,48.888,41.834,38.296,34.324,29.615,27.887,27.129,25.238,24.257,24.562,25.157,25.708,27.514,30.582,35.193,43.543,56.859,65.709,72.19,94.073,145.86,248.72,338.22,260.5,167.45,127.02,122.57,151.2,225.17,340.9,347.38,222.97,132.36,83.165,55.94,41.631,33.762,27.775,23.76,22.706,23.812,27.385,37.317,45.182,33.947,22.508,17.062,15.09,14.375,14.614,14.205,12.299,10.66,9.6692,9.4271,9.1918,8.8477,8.7483,8.9006,8.9284,9.0722,9.4935,10.268,11.731,14.601,16.689,13.95,11.421,10.336,9.9068,9.8426,10.001,10.206,10.51,11.095,11.761,12.394,13.496,14.706,15.803,17.306,19.175,21.104,23.732,27.436,31.896,37.506,45.174,54.89,67.686,84.861,108.34,141.16,187.4,249.68,330.27,421.23,490.93,493.51,437.99,363,293.85,234.84,188.55,157,134.67,116.28,101.72,91.594,84.513,78.019,72.868,70.001,67.92,65.973,65.227,65.747,66.532,67.976,70.645,74.36,78.951,85.098,93.302,103.54,116.38,132.87,2,2
60.366,49.063,40.821,37.034,33.901,29.637,26.923,26.512,25.234,23.827,24.053,24.825,25.377,26.968,30.039,34.701,43.059,55.16,60.913,68.272,91.369,144.28,237.4,270.19,192.09,142.58,136.86,171.9,266.58,418.63,426.28,265.08,151.07,95.44,65.829,46.985,35.89,30.311,26.174,22.637,21.645,23.135,27.308,37.034,44.146,33.086,22.205,16.643,14.744,14.392,14.606,13.833,12.088,10.632,9.6051,9.2928,9.2086,8.9179,8.7332,8.8734,9.0069,9.0906,9.5055,10.337,11.83,14.752,16.838,14.02,11.477,10.4,9.9864,9.9012,10.078,10.324,10.629,11.205,11.942,12.638,13.616,14.883,16.023,17.305,19.165,21.264,23.871,27.695,32.425,38.238,45.994,56.163,69.247,87.101,111.39,145.37,193.6,258.52,339.38,426.49,486.55,482.7,422.17,345.97,280.86,227,183.59,152.43,131.09,114.74,100.66,90.867,84.18,78.501,73.632,70.796,69.198,67.798,67.198,67.951,69.367,71.391,74.59,79.216,85.005,92.383,102.2,114.43,129.98,149.47,2,2
58.527,50.54,41.718,35.882,33.32,30.503,27.191,25.687,25.467,24.395,23.8,24.655,25.745,27.008,29.922,34.874,43.261,55.346,61.274,68.578,91.975,145.34,239.16,272.16,193.09,143.56,140.07,178.15,278.32,424.88,406.29,248.63,142.45,89.171,62.801,46.417,35.326,28.995,25.61,23.112,21.266,22.555,27.399,36.98,43.381,32.516,22.335,16.773,14.306,14.132,14.575,13.371,11.605,10.582,9.7485,9.1167,9.046,8.9776,8.7727,8.7653,8.9728,9.1785,9.4845,10.275,11.858,14.764,16.807,14.019,11.514,10.421,10.054,9.9683,10.094,10.474,10.824,11.306,12.136,13.018,13.937,15.277,16.787,18.393,20.659,23.739,27.354,32.119,38.628,46.669,57.335,71.966,91.709,118.95,156.23,205.25,265.72,329.37,373.16,376.95,343.52,294.84,244.99,200.62,168.05,145.08,126.53,111.59,101.15,93.633,87.316,82.605,79.924,78.509,77.717,78.255,80.086,82.846,86.768,92.485,99.913,109.67,122.68,139.68,161.47,188.82,223.05,264.42,309.97,352.51,2,2
57.22,49.694,41.96,35.411,32.894,30.494,27.185,25.406,25.141,24.463,23.637,24.335,25.548,26.861,29.601,34.429,42.556,54.606,61.385,69.25,93.487,148.14,242,269.01,190.83,145.87,148.81,198.43,310.79,416.38,335.7,201.94,120.92,78.474,56.149,43.123,34.866,28.107,24.079,22.681,21.723,21.957,26.233,36.266,42.563,31.551,21.895,17.208,14.469,13.523,14.013,13.31,11.56,10.606,10.267,9.8452,9.4768,9.5033,9.6247,9.572,9.7328,10.145,10.621,11.389,12.944,15.808,18.739,18.357,17.307,16.577,15.782,14.947,14.284,14.059,14.482,15.386,16.868,19.299,22.68,27.043,33.394,41.674,52.003,64.648,78.361,90.418,97.815,98.815,94.388,87.115,79.199,71.784,65.641,60.783,57.189,54.694,52.873,51.876,51.814,52.23,53.387,55.561,58.564,62.486,67.776,74.519,83.072,93.941,107.48,125.08,148.61,179.53,219.57,274.75,353.81,460.22,585.67,712.09,795.82,780.22,667.08,514.11,382.76,293.44,231.57,180.89,140.84,116.57,2,2
55.776,46.581,42.002,37.502,31.973,29.145,28.006,25.942,24.212,23.96,24.202,24.162,25.021,27.048,29.741,34.301,42.706,54.929,61.979,70.278,95.175,151.25,245.77,269.74,193.34,151.98,161.18,223.62,338.64,381.84,268.45,161.7,104.1,72.024,51.529,39.845,33.227,28.039,23.754,22.01,21.656,22.022,25.647,35.186,41.712,31.191,21.481,17.086,14.602,13.213,13.027,12.725,11.612,10.711,10.402,10.294,9.9355,9.8404,10.045,10.109,10.228,10.606,11.171,11.974,13.512,16.458,19.751,19.486,17.809,16.578,15.996,16.345,17.533,19.619,22.795,26.728,30.763,34.296,36.453,36.649,35.363,33.434,31.324,29.215,27.569,26.386,25.409,24.697,24.539,24.541,24.663,25.36,26.323,27.317,28.935,31.053,33.29,36.11,39.783,43.935,48.949,55.135,62.73,72.15,83.985,98.638,118.2,145.1,180.47,227.67,298.52,403.79,549.33,731.04,920.39,1015.5,938.53,741.78,536.58,386.05,292.77,228.91,175.63,137.23,114.27,97.717,81.071,67.349,2,2
55.666,48.295,43.399,36.806,32.086,30.305,28.432,25.702,24.514,24.734,24.187,24.139,25.384,27.232,29.713,34.456,42.788,54.802,61.622,69.655,94.239,150.05,244.31,269.06,191.29,147.38,152.59,207.06,321.93,408.06,311.68,189,117.18,77.322,54.598,42.519,34.454,28.078,24.13,22.578,21.389,21.379,25.081,34.404,42.821,33.198,22.67,17.564,14.54,13.393,13.758,13.462,11.722,10.79,10.393,9.9501,9.6265,9.6354,9.7322,9.675,9.8309,10.269,10.74,11.47,12.946,15.668,18.979,19.183,17.929,16.622,15.507,14.795,14.634,15.145,16.503,18.529,21.53,25.861,31.542,38.286,46.2,53.76,58.867,60.436,58.736,54.899,50.39,46.24,42.795,39.954,37.827,36.528,35.634,35.169,35.443,36.13,37.057,38.704,40.975,43.524,46.879,51.241,56.376,62.685,70.736,80.398,93.158,109.52,130.2,158.29,198.89,253.33,326.94,432.83,582.21,760.73,900.05,909.44,792.53,632.05,483.84,356.89,264.84,206.17,167.75,133.71,106,90.3,2,2
60.572,50.719,41.499,36.826,34.325,30.553,27.305,26.342,25.601,24.306,23.911,24.765,25.499,26.725,29.578,33.996,41.542,53.315,60.624,68.426,92.079,145.85,239.15,266.37,187.17,139.18,135,170.16,265.17,417.63,425.53,264.76,150.12,94.102,65.326,47.737,35.804,29.875,26.309,22.924,21.192,22.466,26.299,35.141,44.669,35.386,23.62,17.399,14.851,14.529,15.017,14.617,12.697,11.156,10.044,9.5113,9.4609,9.2808,9.0511,9.1402,9.3535,9.5101,9.8615,10.596,11.936,14.449,16.897,15.782,14.543,14.38,14.677,14.859,14.692,14.112,13.341,12.815,12.755,12.845,13.273,14.225,15.439,16.868,19.142,21.938,25.167,29.575,35.317,42.267,51.523,64.001,80.608,103.33,134.73,177.91,236.93,307.4,370.64,399.32,383.3,334.42,276.65,225.25,186.94,158.69,135.75,118.12,105.94,96.813,88.844,82.975,79.455,76.767,74.795,74.183,74.816,76.089,78.642,82.673,88.188,95.505,105.25,117.91,134.06,154.43,180.58,212.98,250.52,292.04,2,2
57.191,49.597,44.38,37.485,32.438,30.76,28.81,26.087,24.906,25.003,24.538,24.329,25.526,27.297,29.671,34.073,41.869,54.128,62.881,70.245,93.012,146.14,246.91,310.17,225.14,149.46,123.57,133.3,181.3,290.92,412.83,340.56,200.08,116.83,74.467,53.609,40.904,31.967,26.465,24.195,22.688,22.539,26.511,36.553,45.792,35.348,23.838,18.245,15.211,14.279,15.481,15.346,12.64,10.958,10.272,9.6827,9.1603,9.1898,9.2268,9.091,9.1593,9.4622,9.845,10.473,11.807,14.395,16.676,15.178,13.682,13.308,13.579,14.107,14.368,14.29,13.906,13.344,12.903,12.94,13.223,13.61,14.602,15.985,17.517,19.635,22.548,25.819,30.045,35.704,42.634,51.54,63.478,79.39,101.09,131.15,172.76,231.98,312.49,404.87,480.28,505.35,466.73,391.35,311.5,246.01,200.27,166.11,138.59,118.24,104.72,94.118,84.529,77.663,73.428,69.789,66.526,64.904,64.302,63.884,64.092,65.559,67.747,70.577,74.604,80.087,86.94,95.743,107.1,121.63,2,2
56.532,48.58,43.816,37.191,32.11,29.985,28.591,25.914,24.505,24.77,24.357,24.204,25.233,27.115,29.48,33.915,41.859,53.663,60.79,68.332,91.62,145.17,238.22,268.43,189.39,138.27,131.54,163.18,250.38,400.9,438.43,284.69,164.11,100.29,65.912,48.796,38.297,30.407,25.493,23.468,22.312,22.338,26.149,36.294,45.261,34.675,23.466,18.079,15.099,14.173,15.349,15.243,12.626,10.872,10.278,9.7018,9.2263,9.1332,9.208,9.1235,9.1466,9.4709,9.8685,10.514,11.865,14.458,16.745,15.313,13.868,13.543,13.832,14.338,14.537,14.271,13.823,13.244,12.782,12.848,13.189,13.587,14.584,16.022,17.563,19.692,22.668,26.001,30.31,36.008,43.112,52.134,64.285,80.425,102.67,133.5,175.92,235.79,316.73,408.13,480.01,496.9,456.01,380.55,302.55,239.81,195.16,162.93,136.36,116.62,103.79,93.625,84.612,77.887,74.086,70.58,67.535,66.092,65.662,65.486,66.095,67.856,70.529,73.941,78.748,85.182,93.273,103.56,116.93,133.87,2,2
57.891,51.314,43.997,36.732,33.339,31.451,28.266,26.022,25.465,25.086,24.241,24.59,25.938,27.364,29.827,34.396,42.098,54.79,65.348,72.676,95.022,148.07,253.44,342.18,260.01,162.86,120.78,113.14,131.76,188.86,298.92,361.67,255.76,146.91,90.526,62.126,44.468,33.951,28.431,25.375,22.951,23.076,27.383,37.064,45.341,35.114,24.043,18.187,15.13,14.874,16.012,15.531,12.936,11.549,10.727,10.003,9.822,9.9329,9.9358,9.9519,10.288,10.817,11.418,12.364,14.073,17.085,21.038,21.657,19.756,17.391,15.292,13.644,12.459,11.822,11.499,11.279,11.418,11.868,12.332,13.044,14.275,15.574,17.152,19.523,22.29,25.43,29.82,35.329,42.088,50.943,62.645,78.179,99.415,128.49,169.3,227.63,305.4,393.72,472.43,504.53,468.07,390.98,311.43,249.71,203.18,166.21,138.46,119.61,105.81,93.647,84.424,78.562,73.794,69.426,66.517,65.116,64.043,63.364,63.942,65.346,67.172,69.911,73.99,79.2,85.81,94.49,105.55,119.47,2,2
55.177,48.753,42.05,34.972,31.991,30.348,27.363,25.033,24.666,24.408,23.555,23.985,25.317,26.906,29.487,34.411,42.761,54.976,62.077,70.461,95.841,152.81,248.05,270.15,192.21,151.75,163.7,228.06,340.37,369.14,256.55,157.17,100.09,67.636,50.122,40.108,32.267,26.642,23.842,22.419,21.129,22.02,26.882,36.55,40.849,30.038,21.447,16.724,14.003,13.09,12.747,11.771,10.901,10.628,10.39,10.001,9.8606,10.045,10.056,10.112,10.487,10.929,11.508,12.556,14.417,17.902,21.689,21.452,19.942,19.324,19.863,21.49,23.906,26.709,29.085,30.161,29.95,28.772,27.053,25.205,23.695,22.381,21.247,20.508,20.087,19.683,19.548,19.831,20.154,20.556,21.49,22.551,23.633,25.293,27.354,29.477,32.217,35.682,39.462,44.073,49.825,56.619,65.17,75.634,88.726,106.11,129.62,159.76,200.74,262.59,353.79,478.98,651.27,870.7,1043.1,1038.8,852.9,620.2,447.88,337.49,257.13,193.32,150.44,126.1,105.1,85.652,71.837,64.901,3,2
52.097,45.342,38.032,32.635,30.933,28.285,25.302,24.189,23.913,23.162,22.762,23.794,25.377,27.485,31.66,39.064,52.236,72.536,89.667,122.32,192.52,229.39,160.38,99.335,70.181,59.834,54.815,48.381,46.325,50.223,60.719,82.177,125.79,212.18,338.98,345.55,218.51,127.72,81.522,55.983,40.624,32.464,28.219,25.772,25.967,24.999,20.34,16.486,14.241,13.293,12.403,11.437,10.994,10.919,10.565,10.304,10.399,10.547,10.636,11.015,11.683,12.687,14.516,17.904,23.869,30.794,31.697,27.612,24.701,24.555,26.761,30.39,34.808,38.709,40.806,40.673,39.007,36.474,33.737,31.238,29.235,27.535,26.269,25.481,24.988,24.619,24.835,25.285,25.823,26.789,28.292,29.778,31.758,34.525,37.54,41.089,45.78,51.245,57.813,65.998,76.055,88.928,105.71,126.66,155.03,196.16,252.76,329.44,443.24,611.93,826.33,999.42,1018.6,866.28,669.4,501.19,364.81,266.6,206.45,167.92,135.18,106.99,89.815,79.53,67.351,56.184,50.82,46.839,3,2
46.581,41.504,36.218,30.499,27.943,26.543,24.019,22.114,21.866,21.727,21.123,22.103,24.738,29.191,38.585,50.938,47.657,37.211,32.092,31.183,33.374,39.492,52.755,78.677,102.4,88.981,74.864,77.001,95.658,137.27,221.14,371.36,503.2,406.69,245.88,148.94,95.572,65.462,49.407,39.37,31.406,26.658,24.914,24.793,25.809,23.549,19.297,16.131,13.884,13.037,12.422,11.63,11.087,11.021,10.869,10.622,10.688,10.976,11.238,11.691,12.601,14.04,16.538,21.167,28.662,35.764,35.465,30.475,27.243,27.309,30.053,34.379,39.053,42.79,44.348,43.473,41.111,38.239,35.276,32.646,30.62,28.962,27.644,26.843,26.51,26.197,26.404,27.036,27.748,28.805,30.523,32.403,34.614,37.637,41.262,45.453,50.72,57.157,65.039,74.772,86.886,102.63,123.63,150.7,186.55,239.57,317.5,423.83,569.12,766.75,966.4,1041,914.74,696.57,508.52,380.93,290.16,217.53,167.07,138.66,115.26,93.502,77.045,68.775,61.046,51.265,44.957,42.313,3,2
45.175,40.208,34.508,29.468,27.565,25.836,23.063,21.536,21.33,20.888,20.249,21.26,23.717,27.973,33.864,32.965,29.016,28.185,28.672,29.697,33.306,41.434,58.113,89.74,113.53,94.194,78.29,80.22,99.805,143.84,232.96,389.28,510.93,398.24,239.1,144.81,92.705,64.385,49.113,38.887,30.998,26.589,24.751,24.171,24.234,21.469,17.956,15.33,13.602,12.958,12.339,11.567,11.219,11.194,10.997,10.85,11.026,11.337,11.654,12.299,13.354,15.083,18.125,23.624,32.339,40.098,39.046,33.185,29.568,29.685,32.697,37.211,41.931,45.232,46.104,44.65,41.908,38.742,35.684,33.022,30.968,29.328,28.016,27.272,26.907,26.572,26.853,27.49,28.18,29.31,31.081,32.916,35.241,38.395,42.11,46.355,51.797,58.427,66.501,76.556,88.978,105.4,127.17,155.14,192.99,248.95,329.48,440.02,591.88,796.31,985.78,1033,892.15,669.46,490.64,369.91,278.98,210.52,162.94,135.93,113.08,91.165,76.021,68.397,59.562,50.398,44.475,42.083,3,2
45.157,37.117,34.745,30.42,26.304,24.583,23.741,21.688,20.412,20.547,20.701,20.941,23.01,27.828,32.747,30.827,28.168,28.574,29.41,30.962,35.415,45.105,65.404,102.23,124.54,101.16,86.326,92.953,123.37,191.29,322.85,464.24,397.69,239.12,140.31,91.061,64.471,47.801,37.567,33.317,32.653,30.789,24.555,19.672,16.769,15.088,13.99,13.138,12.407,11.843,11.393,11.081,10.9,10.849,10.981,11.236,11.688,12.32,13.298,14.852,17.505,22.035,29.808,41.244,51.678,52.914,45.715,37.45,32.967,33.009,36.347,41.379,46.255,49.254,49.586,47.631,44.432,40.961,37.755,35.021,32.885,31.252,30.001,29.14,28.846,28.827,28.982,29.792,30.924,32.156,33.999,36.503,39.261,42.702,47.242,52.404,58.817,66.713,76.52,88.98,104.77,124.73,152.48,190.91,241.77,312.98,421.68,578.12,771.32,950.64,1011.7,914.49,723.23,536.27,385.27,284.83,223.97,179.05,140.18,112.56,97.267,83.452,68.61,59.258,54.211,48.315,41.336,37.012,3,2
45.353,36.827,31.988,30.082,27.361,23.787,22.597,22.243,21.011,20.068,20.66,21.835,23.465,27.289,31.287,32.611,37.479,48.445,61.804,87.827,139.17,149.48,94.687,57.095,40.17,33.389,30.654,30.36,32.297,36.396,44.057,57.873,83.353,133.07,228.36,350.8,326.88,199.73,115.55,71.963,49.689,37.616,28.981,23.404,20.345,18.014,15.783,14.603,13.908,13.196,12.635,12.55,12.629,12.795,13.286,14.226,15.668,18.088,22.094,28.71,40.157,57.3,74.379,77.928,67.739,55.258,45.217,37.957,34.511,35.331,39.571,45.746,51.901,55.739,56.374,54.318,50.809,46.79,43.2,40.253,37.825,35.968,34.91,34.187,33.881,34.202,35.029,35.984,37.712,40.058,42.685,46.109,50.506,55.739,62.142,70.238,80.167,92.777,108.81,129.12,157.51,196.48,247.41,320.95,433.21,587.03,773.89,943.51,1001.7,903.3,717.12,527.32,380.46,287.45,228.58,179.12,139.17,113.99,100,83.53,68.966,60.393,55.805,48.112,41.457,37.9,36.131,31.75,3,2
45.518,40.439,34.02,29.597,27.985,25.642,22.882,21.76,21.64,20.691,20.223,21.353,23.515,27.483,32.679,31.303,28.16,28.109,29.232,30.743,35.013,44.402,63.816,99.555,122.02,99.443,84.118,89.118,115.65,175.47,294.61,454.2,445.59,282.01,167.14,105.16,70.074,50.914,40.052,32.542,27.313,25.892,23.578,19.396,16.3,14.984,13.871,12.641,11.879,11.728,11.212,10.776,10.693,10.776,10.678,10.784,11.182,11.705,12.493,13.847,16.031,19.812,26.558,37.235,48.488,50.547,43.388,35.545,31.439,31.53,34.783,39.746,44.77,48.059,48.707,47.011,43.931,40.507,37.314,34.603,32.329,30.611,29.412,28.63,28.22,28.228,28.502,29.102,30.028,31.244,33.078,35.234,37.879,41.237,45.238,50.131,56.172,63.49,72.483,83.991,98.714,118.06,143.51,177.78,226.3,292.68,385.3,524.12,717.67,918.85,1026.9,951.33,768.86,584.74,434.65,316.83,236.65,189.17,154.64,122.63,99.024,86.273,75.126,62.453,53.809,49.829,44.662,38.556,3,2
45.99,38.262,35.019,31.792,27.542,24.644,24.157,22.658,20.954,20.714,21.229,21.572,23.394,28.487,34.998,33.963,29.466,28.546,28.707,29.615,33.257,41.206,57.966,89.179,112.45,93.284,77.401,78.879,97.293,139.19,224.13,378.32,518.93,420.97,250.02,149.33,97.71,68.551,49.676,38.773,32.525,27.631,24.278,24.341,26.741,25.1,19.598,16.544,14.688,13.113,12.227,11.957,11.462,10.982,10.913,10.978,10.925,11.053,11.49,12,12.843,14.296,16.8,21.38,29.476,38.576,39.822,33.908,29.684,29.425,32.173,36.523,40.92,43.795,44.465,43.061,40.417,37.33,34.533,32.035,29.949,28.44,27.373,26.473,26.014,26.047,26.135,26.531,27.571,28.619,29.969,31.964,34.384,37.064,40.564,44.861,49.932,56.124,63.773,73.244,85.357,100.49,119.99,147.16,184.23,232.47,302.6,410.52,562.42,751.34,938.24,1018.7,932.39,737.88,542.56,388.83,288.5,227.2,178.8,138.85,113.07,97.866,83.241,68.185,59.472,54.645,47.522,40.864,3,2
51.003,41.299,35.503,33.031,29.801,26.019,24.383,23.923,22.436,21.6,22.162,23.363,24.946,29.098,37.743,54.143,74.14,67.776,50.123,40.062,36.82,38.74,46.294,63.259,83.265,77.702,66.999,68.91,84.212,118.45,186.99,317.35,483.95,456.15,284.31,165.53,104.46,73.057,53.089,40.05,32.573,28.491,25.126,24.212,27.155,27.935,21.562,17.005,14.925,13.381,12.047,11.505,11.194,10.693,10.301,10.2,10.184,10.302,10.575,10.956,11.627,12.787,14.875,18.768,25.487,32.008,30.484,25.479,22.987,23.372,25.92,30.055,35.003,39.669,42.658,43.221,41.644,38.946,35.965,33.209,30.913,29.087,27.687,26.69,26.042,25.754,25.77,26.281,27.117,28.111,29.426,31.136,33.529,36.16,39.376,43.554,48.467,54.334,61.647,70.574,81.971,96.553,114.75,139.32,173.81,220.73,284.04,377.5,521.29,710.66,906.84,1016.7,954.01,776.62,586.61,422.96,307.49,234.5,189.45,149.62,118.18,98.83,86.468,72.761,60.397,54.738,50.145,43.082,3,2
53.976,43.782,39.17,35.817,31.164,27.729,26.653,25.528,23.578,23.233,23.824,24.146,25.046,27.57,31.314,37.415,48.78,66.008,79.509,102.16,160.38,252.62,249.55,159.88,110.41,100.89,109.91,96.597,69.796,54.661,49.333,51.95,62.706,86.663,138.45,235.15,300.39,216.53,124.4,76.054,52.332,38.689,30.173,26.876,27.131,26.718,21.268,17.367,15.157,13.311,12.11,11.7,11.219,10.549,10.352,10.374,10.193,10.153,10.394,10.71,11.149,11.975,13.463,16.137,21.25,28.261,30.774,27.292,24.286,23.833,25.663,29.189,33.327,36.882,38.931,38.957,37.378,34.89,32.368,30.037,27.985,26.414,25.323,24.367,23.795,23.698,23.741,23.886,24.69,25.578,26.574,28.197,30.173,32.291,35.103,38.681,42.648,47.491,53.54,60.837,69.953,81.059,95.064,114.02,139.04,171.62,216.71,284.8,383.28,518.15,694.99,907.69,1052.6,998.97,789.92,575.31,420.69,319.22,244.53,184.56,146.37,123.29,102.42,83.683,70.806,64.599,56.153,47.443,3,2
41.809,34.802,31.837,29.313,25.376,22.799,22.447,21.426,19.684,19.762,20.571,21.356,23.408,28.288,37.128,54.979,78.785,72.715,52.276,37.475,29.738,26.947,26.951,30.251,36.724,38.219,34.199,33.323,36.184,43.12,55.838,78.663,121.75,204.65,341.58,407.64,286.95,166.48,99.844,66.025,47.896,36.368,28.327,23.812,20.9,18.175,16.273,15.319,14.507,13.713,13.373,13.409,13.458,13.809,14.621,15.872,17.929,21.345,26.908,36.363,51.278,69.628,81.478,79.265,69.883,59.867,50.053,41.56,37.388,38.156,42.686,49.138,54.994,58.047,57.95,55.303,51.496,47.524,44.041,41.154,38.775,37.195,36.184,35.487,35.408,35.994,36.805,38.039,40.17,42.638,45.617,49.708,54.634,60.462,67.952,77.239,88.908,103.87,122.59,147.8,183.13,229.34,292.82,389.41,528.67,703.96,883.94,992.84,953.16,789.45,593.2,426.95,316.06,246.65,195.4,151.73,120.94,103.96,89.495,73.191,62.666,57.468,50.528,43.035,38.297,36.623,32.975,28.703,4,2
39.976,34.957,29.649,26.031,25.1,22.877,20.549,19.832,19.802,19.066,19.023,20.734,23.57,29.455,42.121,54.271,43.793,30.514,24.489,22.177,21.554,22.762,26.225,33.378,44.063,44.498,37.726,35.65,38.543,46.142,60.986,88.387,140.44,240.29,378.16,376.99,237.3,139.02,87.555,59.122,42.589,33.469,27.468,22.814,19.798,18.135,16.65,15.385,14.825,14.599,14.388,14.542,15.085,15.972,17.466,19.847,23.673,30.179,41.083,58.623,83.095,103.04,103.17,89.651,75.134,62.336,50.786,42.176,38.514,40.052,45.288,52.025,57.899,60.612,59.813,56.65,52.636,48.623,45.053,42.189,40.077,38.335,37.341,36.956,36.882,37.277,38.504,40.039,41.952,44.837,48.364,52.482,57.857,64.533,72.616,82.846,95.682,112.28,134.51,162.71,201.12,257.11,335.9,442.04,590.44,785,965.23,1012.9,880.79,677.16,508.9,385.97,288.74,214.98,170.68,142.3,116.25,93.229,80.297,71.702,60.907,51.329,46.85,43.66,37.582,33.065,31.429,29.807,4,2
37.255,32.147,30.042,26.046,22.842,21.972,21.124,19.224,18.47,19.007,19.285,20.172,23.333,30.017,42.426,54.285,44.609,32.425,26.764,25.917,28.207,33.912,46.495,71.169,94.753,91.599,102.44,137.41,130.51,81.47,49.632,34.128,25.983,21.016,18.12,16.632,15.517,14.767,14.534,14.506,14.675,15.173,15.89,17.022,18.801,21.15,24.563,29.746,37.179,48.147,65.755,93.723,137.68,200.57,257.74,256.31,202.67,147.53,108.9,83.743,68.414,59.626,54.283,50.843,48.347,45.035,40.477,36.849,36.382,39.545,45.703,53.072,59.106,61.937,61.366,58.448,54.613,50.812,47.561,44.84,42.934,41.711,40.885,40.705,41.358,42.258,43.805,46.212,49.239,52.871,57.753,63.785,71.181,80.427,91.945,107.15,126.83,151.8,185.53,234.11,300.36,389.69,521.7,702.17,891.88,991.09,928.43,757.33,584.35,438.97,321.41,240.67,191.57,156.57,124.42,101.58,87.998,76.92,64.173,55.083,50.393,45.619,39.022,35.002,33.731,30.801,26.633,25.014,4,2
36.209,30.24,27.35,25.762,22.803,20.379,19.935,19.362,18.006,17.899,19.035,20.321,23.157,29.971,43.765,57.134,50.062,44.448,51.534,61.334,48.668,31.811,22.611,18.248,16.224,15.127,13.959,13.103,12.631,12.339,12.223,12.241,12.34,12.556,12.843,13.301,13.955,14.821,15.971,17.459,19.452,22.176,26.045,31.387,39.005,49.893,65.922,90.342,128.87,189.86,276.52,357.76,357.7,279.57,198.97,140.92,104.68,82.297,67.079,57.025,51.234,47.773,45.547,44.529,43.715,41.494,38.046,35.458,35.585,39.192,45.578,53.088,59.311,62.392,61.942,59.133,55.46,51.86,48.615,46.075,44.373,43.18,42.495,42.748,43.44,44.597,46.707,49.54,52.908,57.411,63.276,70.2,79.045,90.175,104.37,123.03,147,178.44,223.91,286.33,370.23,491.72,662,853.79,969.65,934.64,783.16,607.6,457.48,335.45,250.44,197.82,162.49,129.83,104.64,89.5,79.087,66.271,56.219,51.347,46.771,40.07,35.31,33.93,31.514,27.171,25.192,24.784,4,2
