Test Name,UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,NUM_FRAMES,GRID_DIM,CASC_LEN,DIAG_INV,NITER,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
test_0_aie22_hw_qor,cholesky,22,float,16,4,1,6,0,16,1,1,1,243289,51,21040,421,28,6,6,7,85298,3582 3320 3566 3236 3236 3216
test_1_aie22_hw_qor,cholesky,22,cfloat,8,2,1,4,0,16,1,1,1,67555,15,8467,76,16,4,4,4,28904,4372 4270 4222 4266
test_2_aie2_hw_qor,cholesky,2,float,40,10,1,1,1,16,1,1,1,1341874,23,830458,24,19,1,1,3,132823,8896
test_3_aie22_hw_qor,cholesky,22,cfloat,160,5,4,5,0,16,default,default,default,,,,,,,,,,
test_4_aie22_hw_qor,cholesky,22,cfloat,192,3,4,3,0,16,default,default,default,,,,,,,,,,
test_5_aie22_hw_qor,cholesky,22,cfloat,64,2,2,10,1,16,1,1,1,2687013,108,188230,124,191,28,28,35,1156741,5226 5726 5726 5214 5726 5726 4762 5064 5256 5390 5550 5390 4686 5406 4686 4686 5226 4686 5550 5036 4686 5550 4686 8486 5550 4686 5344 4686
test_6_aie1_hw_qor,cholesky,1,float,24,7,1,2,0,16,1,1,1,121300,153,32823,153,18,2,2,5,106146,3014 2004
test_7_aie22_hw_qor,cholesky,22,cfloat,16,6,2,4,0,16,1,1,1,391551,24,49033,218,54,12,12,16,148044,4508 4668 4656 4628 4440 4496 4480 4602 4056 7368 4100 4100
test_8_aie1_hw_qor,cholesky,1,float,72,2,3,1,0,16,1,1,1,116592,176,48980,180,40,6,6,12,138898,2822 2822 2910 3680 3434 3426
test_9_aie2_hw_qor,cholesky,2,float,32,91,4,8,1,16,default,default,default,,,,,,,,,,
test_10_aie2_hw_qor,cholesky,2,float,32,5,2,5,1,16,1,1,1,876277,44,107104,45,70,15,15,19,253564,7904 8640 8624 8688 8704 2528 2864 2928 2928 2960 9952 2384 2384 2384 2384
test_11_aie1_hw_qor,cholesky,1,float,360,1,5,1,1,16,default,default,default,,,,,,,,,,
test_12_aie2_hw_qor,cholesky,2,cfloat,16,54,4,4,0,16,1,1,1,1592339,43,248726,94,177,36,36,57,800306,2016 2048 2064 1872 7984 1984 8864 2016 2064 2048 2976 2064 1936 8928 2048 1984 1872 1984 2016 7968 2048 8032 1936 7936 2048 2064 1936 2064 2048 2976 1808 3056 1920 2048 8816 1920
test_13_aie2_hw_qor,cholesky,2,float,128,12,4,5,0,16,default,default,default,,,,,,,,,,
test_14_aie22_hw_qor,cholesky,22,float,256,2,4,3,0,16,default,default,default,,,,,,,,,,
test_15_aie22_hw_qor,cholesky,22,cfloat,96,19,6,1,0,16,default,default,default,,,,,,,,,,
test_16_aie22_hw_qor,cholesky,22,cfloat,8,5,1,7,1,16,1,1,1,84547,44,7666,76,35,7,7,11,73622,4414 4354 4398 4418 4306 4242 4286
test_17_aie2_hw_qor,cholesky,2,cfloat,72,21,6,1,0,16,default,default,default,,,,,,,,,,
test_18_aie2_hw_qor,cholesky,2,float,64,33,4,2,1,16,1,1,1,5396405,43,1886681,180,199,20,20,36,1106432,4272 2480 2544 2848 10112 2480 10112 2480 2480 2848 7856 8592 4272 2480 2544 2848 4272 2544 9904 2336
test_19_aie2_hw_qor,cholesky,2,cfloat,40,2,1,3,1,16,1,1,1,769941,23,167863,23,39,3,3,7,220232,9088 9264 9056
test_20_aie2_hw_qor,cholesky,2,float,16,8,1,3,1,16,1,1,1,513620,25,100290,25,16,3,3,5,79429,8496 8592 8672
test_21_aie2_hw_qor,cholesky,2,float,112,3,2,3,1,16,default,default,default,,,,,,,,,,
test_22_aie1_hw_qor,cholesky,1,cfloat,56,1,2,2,1,16,1,1,1,88712,120,24426,120,35,6,6,10,142722,2130 3072 2836 2808 2754 2750
test_23_aie1_hw_qor,cholesky,1,float,200,2,5,2,0,16,default,default,default,,,,,,,,,,
test_24_aie1_hw_qor,cholesky,1,cfloat,28,4,1,4,0,16,1,1,1,97925,119,18700,209,28,4,4,7,144996,2688 1968 2848 2846
test_25_aie1_hw_qor,cholesky,1,cfloat,8,14,2,1,0,16,1,1,1,9131,214,3890,216,17,3,3,6,35265,1918 2156 1836
test_26_aie1_hw_qor,cholesky,1,cfloat,24,5,3,1,0,16,1,1,1,34456,164,14516,167,40,6,6,12,89362,2564 2564 2394 2914 3340 2870
test_27_aie22_hw_qor,cholesky,22,cfloat,8,4,1,2,0,16,1,1,1,90073,13,20230,13,11,2,2,4,21620,4260 4382
test_28_aie1_hw_qor,cholesky,1,cfloat,8,121,2,2,0,16,1,1,1,100584,255,28370,578,48,6,6,13,306274,1906 2108 1908 2150 2134 1928
test_29_aie2_hw_qor,cholesky,2,float,8,7,1,2,0,16,1,1,1,138674,15,37250,15,10,2,2,3,19886,7680 7776
test_30_aie1_hw_qor,cholesky,1,float,32,82,4,2,0,16,1,1,1,288407,480,92632,772,135,20,20,34,721452,1802 1834 1758 1656 2012 2148 2014 1854 2324 2014 2092 1902 2148 2014 1802 1902 1834 1916 1834 1802
test_31_aie2_hw_qor,cholesky,2,float,112,2,2,3,1,16,1,1,1,2458163,47,495315,47,118,9,9,19,646468,10400 3360 2368 3568 2368 3344 9472 9680 9456
test_32_aie22_hw_qor,cholesky,22,float,48,43,3,8,1,16,default,default,default,,,,,,,,,,
test_33_aie2_hw_qor,cholesky,2,cfloat,180,4,5,3,1,16,default,default,default,,,,,,,,,,
test_34_aie22_hw_qor,cholesky,22,cfloat,32,43,4,3,0,16,1,1,1,4564685,39,734094,43,292,26,26,69,1838364,4616 4628 4298 7772 4298 4298 4116 4116 7400 7766 4532 4616 4298 4628 4138 7772 4532 4138 7612 4616 4628 4138 7788 4498 4612 4610
test_35_aie22_hw_qor,cholesky,22,cfloat,128,3,4,9,1,16,default,default,default,,,,,,,,,,
test_36_aie1_hw_qor,cholesky,1,cfloat,72,8,6,1,0,16,1,1,1,336099,214,140873,215,212,21,21,60,872983,2882 2652 3124 3624 2882 2882 3656 2882 3656 2882 3656 3640 3124 3124 3640 3656 3640 3656 3124 3624 3176
test_37_aie22_hw_qor,cholesky,22,cfloat,32,59,4,5,0,16,default,default,default,,,,,,,,,,
test_38_aie22_hw_qor,cholesky,22,float,400,1,5,1,1,16,default,default,default,,,,,,,,,,
test_39_aie22_hw_qor,cholesky,22,float,96,17,6,1,0,16,default,default,default,,,,,,,,,,
test_40_aie2_hw_qor,cholesky,2,cfloat,4,13,1,2,0,16,1,1,1,131909,7,35498,7,10,2,2,3,19120,7824 7792
test_41_aie22_hw_qor,cholesky,22,cfloat,112,1,2,2,0,16,default,default,default,,,,,,,,,,
test_42_aie1_hw_qor,cholesky,1,cfloat,4,3,1,1,1,16,1,1,1,1531,92,604,99,7,1,1,2,6097,1680
test_43_aie1_hw_qor,cholesky,1,cfloat,32,7,4,2,1,16,1,1,1,74599,273,20427,297,109,20,20,30,308140,2426 1850 2588 2106 2588 2058 2588 2106 2154 2868 2378 3244 2378 3228 2138 2838 2154 2930 2378 3340
test_44_aie2_hw_qor,cholesky,2,float,104,1,1,5,1,16,1,1,1,1148548,42,189698,136,50,5,5,10,286259,8816 9232 8976 9232 9232
test_45_aie22_hw_qor,cholesky,22,cfloat,16,8,1,1,0,16,1,1,1,528253,11,186045,11,11,1,1,3,70330,4922
test_46_aie22_hw_qor,cholesky,22,cfloat,192,2,4,3,0,16,default,default,default,,,,,,,,,,
test_47_aie1_hw_qor,cholesky,1,float,16,16,1,3,0,16,1,1,1,66674,364,14003,365,23,3,3,7,144883,2238 2526 2078
test_48_aie2_hw_qor,cholesky,2,cfloat,52,3,1,3,0,16,1,1,1,1869408,13,437317,32,40,3,3,7,275592,8912 9152 8928
test_49_aie1_hw_qor,cholesky,1,float,16,74,2,9,0,16,1,1,1,224486,530,26862,3127,147,25,25,56,644953,1522 1678 1906 1678 1678 1678 1678 1678 1678 1714 1802 1788 1838 1788 1780 1884 1882 1756 1758 1760 1760 1868 1808 1866 1730
test_50_aie2_hw_qor,cholesky,2,cfloat,256,2,4,2,0,16,default,default,default,,,,,,,,,,
test_51_aie22_hw_qor,cholesky,22,cfloat,8,87,1,3,1,16,1,1,1,1755669,11,425370,78,33,3,3,7,192174,4200 4156 4130
test_52_aie2_hw_qor,cholesky,2,float,40,172,5,1,0,16,default,default,default,,,,,,,,,,
test_53_aie1_hw_qor,cholesky,1,cfloat,100,6,5,4,1,16,1,1,1,958280,166,205633,912,335,50,50,115,1489894,2748 3646 3644 2736 1990 2906 2636 2108 3646 3644 3874 2426 2422 3838 3040 2108 2108 2108 3646 3644 3874 2426 2422 3838 4286 2426 2426 2426 3644 2426 3646 2422 3838 3874 4286 2426 2426 2426 3040 2108 2108 2108 4286 2426 2426 2426 3040 2074 2074 2074
test_54_aie2_hw_qor,cholesky,2,cfloat,4,246,1,1,1,16,1,1,1,2141596,5,895066,5,19,1,1,3,130520,7824
test_55_aie22_hw_qor,cholesky,22,cfloat,432,1,6,2,1,16,default,default,default,,,,,,,,,,
test_56_aie2_hw_qor,cholesky,2,float,16,53,2,2,1,16,1,1,1,1524523,31,409670,85,52,6,6,9,271640,7920 7968 1952 2160 1760 8528
test_57_aie2_hw_qor,cholesky,2,float,160,4,4,7,0,16,default,default,default,,,,,,,,,,
test_58_aie2_hw_qor,cholesky,2,float,8,5,1,3,1,16,1,1,1,142175,14,26694,14,15,3,3,4,23941,7712 7632 7648
test_59_aie22_hw_qor,cholesky,22,float,64,18,4,4,1,16,default,default,default,,,,,,,,,,
test_60_aie22_hw_qor,cholesky,22,cfloat,288,2,6,6,0,16,default,default,default,,,,,,,,,,
test_61_aie22_hw_qor,cholesky,22,float,512,1,4,3,1,16,default,default,default,,,,,,,,,,
test_62_aie22_hw_qor,cholesky,22,cfloat,64,6,2,5,0,16,default,default,default,,,,,,,,,,
test_63_aie22_hw_qor,cholesky,22,float,80,16,5,8,0,16,default,default,default,,,,,,,,,,
test_64_aie1_hw_qor,cholesky,1,float,48,22,6,2,1,16,1,1,1,144296,949,38868,2203,207,36,36,54,807332,1966 1804 1966 2600 1836 1966 2020 2482 1998 2268 2482 2020 2142 2452 2046 2268 1966 2020 2482 2142 2452 1966 2142 2482 2452 1972 2142 2452 2142 2452 2142 2268 2420 2046 2156 1998
test_65_aie1_hw_qor,cholesky,1,cfloat,112,5,4,8,0,16,1,1,1,1448013,214,178581,2112,454,65,65,135,2672435,2954 2702 2906 2954 2748 2916 2916 2916 2692 2712 2748 2908 2738 2108 2108 2108 2108 2916 2916 2916 2692 2712 2916 2916 2916 2692 2712 2426 2426 2426 2426 2712 2916 3210 2426 2426 2426 2426 3210 2712 2916 2108 2108 2108 2108 2108 2516 2108 2108 2426 2426 2426 2470 2426 2426 2426 2426 3020 2074 2074 2074 2074 2074 2074 2074
test_66_aie22_hw_qor,cholesky,22,cfloat,216,1,3,2,0,16,default,default,default,,,,,,,,,,
test_67_aie2_hw_qor,cholesky,2,cfloat,120,1,3,8,0,16,1,1,1,4171001,61,367775,121,335,42,42,95,1724652,3344 2656 3344 2416 2656 3152 2416 10144 3344 3152 3344 3120 2416 4496 2416 2656 2656 2416 2416 2416 2656 3344 9152 9408 9184 9392 9408 9408 10240 3152 2432 3344 2432 3344 3120 9392 3344 2432 3344 2432 9152 2432
test_68_aie22_hw_qor,cholesky,22,float,96,8,6,5,0,16,default,default,default,,,,,,,,,,
test_69_aie1_hw_qor,cholesky,1,float,264,1,3,1,0,16,1,1,1,1170499,78,727629,80,59,6,6,16,402034,2612 3428 3240 3208 2700 2612
test_70_aie22_hw_qor,cholesky,22,cfloat,24,18,3,10,0,16,1,1,1,-1,-1,160351,432,400,51,51,127,1472881,4516 4072 4206 4496 4116 4298 4116 4460 4602 4116 4600 7400 4440 4460 4206 4492 4206 4206 4072 4072 4072 4206 4584 4610 4628 4632 4138 4496 4114 4440 4114 4460 4114 4492 4114 4584 4114 4620 4114 4516 4072 4206 4620 4508 4668 4498 4600 4636 4544 4640 4072
test_71_aie1_hw_qor,cholesky,1,cfloat,8,129,2,1,1,16,1,1,1,61288,191,36182,213,26,3,3,7,112833,2012 1774 1708
test_72_aie2_hw_qor,cholesky,2,float,48,53,3,2,0,16,default,default,default,,,,,,,,,,
test_73_aie1_hw_qor,cholesky,1,float,16,8,1,4,1,16,1,1,1,36458,419,6062,422,19,4,4,7,100356,2238 2676 1982 2590
test_74_aie2_hw_qor,cholesky,2,float,256,2,4,7,1,16,default,default,default,,,,,,,,,,
test_75_aie2_hw_qor,cholesky,2,float,16,33,2,4,0,16,1,1,1,1598352,32,241730,259,87,12,12,18,308240,7824 7984 7968 7968 1840 1984 2000 1984 1632 8512 1760 1760
test_76_aie22_hw_qor,cholesky,22,float,576,1,6,3,0,16,default,default,default,,,,,,,,,,
test_77_aie2_hw_qor,cholesky,2,float,40,45,5,5,0,16,1,1,1,4296771,100,539268,219,435,61,61,89,2029532,1952 1984 1984 1856 8816 1856 7840 1952 1984 1984 1872 2768 1872 2032 1856 1856 1856 1856 7792 1952 1984 1984 1872 2768 1872 2032 1872 1872 1872 1872 1856 1856 1856 1856 2032 8672 1952 1984 1984 1872 2768 1872 2032 1872 1872 1872 1872 2032 1872 1872 1872 1872 2816 1760 1760 1760 1760 8512 7920 7984 7968
test_78_aie22_hw_qor,cholesky,22,cfloat,8,9,1,3,0,16,1,1,1,286780,13,45426,75,17,3,3,6,50862,4266 4260 4222
test_79_aie1_hw_qor,cholesky,1,float,144,3,6,5,1,16,1,1,1,699824,524,86329,2837,445,88,88,188,1921512,3020 3180 2416 2192 3138 2192 3658 2606 2464 2574 3020 2606 3228 2606 3850 3034 3834 3050 3020 3180 2416 3020 3180 2448 2606 3034 2574 3834 2606 3050 2574 3834 3154 2240 3658 2240 2192 3050 2606 3834 2574 2590 3050 2606 3834 2574 2590 3050 2574 3834 2574 2590 3486 2240 2224 2240 2224 3680 2606 2590 2574 2590 3680 2606 2606 2574 2574 3486 2240 2240 2192 2224 3680 2606 2590 2574 2590 3478 2192 2176 2192 2176 3148 3020 3356 3228 2274 2416
test_80_aie2_hw_qor,cholesky,2,float,672,1,6,10,1,16,default,default,default,,,,,,,,,,
test_81_aie2_hw_qor,cholesky,2,float,16,84,2,5,0,16,default,default,default,,,,,,,,,,
test_82_aie22_hw_qor,cholesky,22,cfloat,8,116,1,2,0,16,1,1,1,2008467,10,585134,13,29,2,2,5,187508,4174 4296
test_83_aie2_hw_qor,cholesky,2,cfloat,128,7,4,7,0,16,default,default,default,,,,,,,,,,
test_84_aie1_hw_qor,cholesky,1,cfloat,24,5,3,8,1,16,1,1,1,60851,1140,5363,2131,199,42,42,89,441070,2154 1866 2170 2276 2202 2490 2362 2090 2384 2174 2458 2716 2362 2106 2432 2174 2410 2716 2122 2666 2074 2138 2074 2138 2474 2250 2356 3092 2356 2378 2324 2362 2676 2426 2106 2138 2074 2138 2074 2106 2870 2122
test_85_aie2_hw_qor,cholesky,2,cfloat,8,4,1,3,1,16,1,1,1,147062,11,27958,11,16,3,3,4,30280,8416 8400 8448
test_86_aie2_hw_qor,cholesky,2,cfloat,32,10,4,4,1,16,1,1,1,1235333,42,187936,46,185,36,36,57,637906,2816 2832 2496 2432 8480 2432 10016 2816 2832 2496 2544 2768 2544 4224 2432 9984 2432 2432 8560 8560 7984 2816 2832 2496 2544 2768 2544 4224 2544 4208 2544 2544 2320 9792 2320 2320
test_87_aie1_hw_qor,cholesky,1,float,8,2,1,2,1,16,1,1,1,2309,249,601,625,12,2,2,4,12194,1974 1696
test_88_aie2_hw_qor,cholesky,2,float,96,25,6,6,0,16,default,default,default,,,,,,,,,,
test_89_aie22_hw_qor,cholesky,22,cfloat,88,1,1,2,0,16,1,1,1,3351292,5,757596,10,30,2,2,5,197748,5110 5174
test_90_aie2_hw_qor,cholesky,2,float,24,3,1,1,0,16,1,1,1,253933,20,106348,20,7,1,1,2,32343,9008
test_91_aie2_hw_qor,cholesky,2,float,48,4,1,5,0,16,1,1,1,1122948,40,194908,59,45,5,5,9,245619,9136 9328 8384 9040 9312
test_92_aie1_hw_qor,cholesky,1,float,56,1,1,9,1,16,1,1,1,104313,724,9535,729,60,9,9,17,295161,3240 3008 3240 3224 3224 2230 2070 2230 2230
test_93_aie2_hw_qor,cholesky,2,float,176,2,2,4,1,16,default,default,default,,,,,,,,,,
test_94_aie22_hw_qor,cholesky,22,cfloat,64,7,2,3,0,16,default,default,default,,,,,,,,,,
test_95_aie22_hw_qor,cholesky,22,cfloat,120,4,5,4,1,16,default,default,default,,,,,,,,,,
test_96_aie1_hw_qor,cholesky,1,cfloat,156,1,3,8,0,16,default,default,default,,,,,,,,,,
test_97_aie1_hw_qor,cholesky,1,cfloat,40,45,5,1,1,16,default,default,default,,,,,,,,,,
test_98_aie2_hw_qor,cholesky,2,cfloat,28,1,1,2,0,16,1,1,1,180922,18,51999,18,12,2,2,4,47536,8864 8864
test_99_aie22_hw_qor,cholesky,22,cfloat,32,104,4,10,0,16,default,default,default,,,,,,,,,,
test_100_aie2_hw_qor,cholesky,2,cfloat,48,2,2,4,1,16,1,1,1,1059752,25,166070,86,86,12,12,16,334784,8960 9232 9424 9408 3024 3232 3392 3408 2464 10272 2464 2464
test_101_aie1_hw_qor,cholesky,1,cfloat,4,14,1,2,0,16,1,1,1,7144,135,2029,271,12,2,2,4,19874,1748 1702
test_102_aie1_hw_qor,cholesky,1,float,440,1,5,4,1,16,default,default,default,,,,,,,,,,
test_103_aie22_hw_qor,cholesky,22,float,240,1,5,6,1,16,1,1,1,4734733,148,450128,321,566,71,71,134,2280530,5090 4786 3992 3992 3992 3992 3992 3992 3770 3770 4922 5010 4922 7730 3992 7706 3992 3992 7670 3770 3770 4786 4922 5090 4922 3992 7062 3992 7730 3992 3992 3992 3880 3880 3880 3880 3880 3992 5010 4922 7864 6906 4922 3880 5090 3880 3992 5090 4922 3880 3992 4786 7062 5010 3880 4922 3880 5060 8066 5280 5362 3880 4786 5060 5060 5158 4922 7062 3992 3992 3770
test_104_aie2_hw_qor,cholesky,2,float,240,2,5,7,0,16,default,default,default,,,,,,,,,,
test_105_aie2_hw_qor,cholesky,2,cfloat,128,3,4,4,0,16,default,default,default,,,,,,,,,,
test_106_aie22_hw_qor,cholesky,22,cfloat,8,2,1,1,1,16,1,1,1,37314,10,13074,10,7,1,1,2,8762,4200
test_107_aie22_hw_qor,cholesky,22,cfloat,64,18,4,6,0,16,default,default,default,,,,,,,,,,
test_108_aie22_hw_qor,cholesky,22,float,192,4,3,1,0,16,default,default,default,,,,,,,,,,
test_109_aie22_hw_qor,cholesky,22,float,64,59,4,3,1,16,default,default,default,,,,,,,,,,
test_110_aie2_hw_qor,cholesky,2,cfloat,68,1,1,2,0,16,1,1,1,1423941,8,387599,18,21,2,2,5,122160,8864 8848
test_111_aie1_hw_qor,cholesky,1,float,48,35,6,1,0,16,default,default,default,,,,,,,,,,
test_112_aie1_hw_qor,cholesky,1,cfloat,24,9,6,8,1,16,1,1,1,37488,2976,3275,5415,618,130,130,270,944798,1918 2114 2066 1938 2066 1906 2050 1906 1918 2114 2050 1938 2066 1938 2050 1906 1852 2098 2098 2098 2098 1826 1826 1874 1886 2176 1938 2066 1938 2050 1906 1886 2160 1938 2066 1906 2050 1906 1886 2160 1938 2066 1906 2050 1906 1884 2176 2098 2082 1874 1874 1826 1970 1938 1922 1982 1938 1924 1938 2160 1906 1982 1938 1924 1938 2160 1906 1982 1938 1924 1906 2160 1906 2028 1888 2186 1934 1888 2186 1966 2028 2156 1826 1826 1938 1794 1888 2138 1966 2028 1982 1938 1924 1906 2160 1906 1904 1888 2162 1982 2078 1942 2186 2028 1874 1942 1874 1874 1888 1982 2176 2176 2186 2060 2114 2066 2050 2368 1906 1906 2066 1906 1874 1826 2098 1826 2098 2098 2098 2266
test_113_aie22_hw_qor,cholesky,22,float,32,47,2,1,1,16,default,default,default,,,,,,,,,,
test_114_aie2_hw_qor,cholesky,2,cfloat,56,3,2,10,1,16,1,1,1,2427746,142,200365,172,246,28,28,41,1450696,8240 8720 9440 8928 8944 9440 9424 8944 8960 2848 3072 3072 3408 3408 3024 3040 2464 2464 2464 2464 2464 2464 2464 2768 3408 9968 2464 8992
test_115_aie2_hw_qor,cholesky,2,cfloat,48,21,4,3,0,16,default,default,default,,,,,,,,,,
test_116_aie1_hw_qor,cholesky,1,float,96,10,4,1,0,16,1,1,1,540501,211,335012,215,81,10,10,20,507990,3282 3552 3290 3552 2694 3552 2694 2766 3290 2694
test_117_aie22_hw_qor,cholesky,22,float,32,3,2,1,0,16,1,1,1,152524,45,53700,45,20,3,3,6,50842,3420 3542 5468
test_118_aie1_hw_qor,cholesky,1,float,32,30,2,2,1,16,1,1,1,250667,237,77894,660,51,6,6,14,304386,2026 2762 2282 2302 2672 2314
test_119_aie2_hw_qor,cholesky,2,cfloat,44,2,1,4,0,16,1,1,1,961094,28,167958,50,50,4,4,8,330240,9248 8768 9024 9216
test_120_aie2_hw_qor,cholesky,2,float,280,3,5,4,1,16,default,default,default,,,,,,,,,,
test_121_aie2_hw_qor,cholesky,2,cfloat,32,1,2,3,0,16,1,1,1,200670,24,39214,88,44,9,9,13,92016,2384 2912 2384 3312 10144 3120 8848 9104 9360
test_122_aie22_hw_qor,cholesky,22,cfloat,112,2,2,6,0,16,default,default,default,,,,,,,,,,
test_123_aie1_hw_qor,cholesky,1,cfloat,52,1,1,2,0,16,1,1,1,106806,62,29938,138,15,2,2,5,75554,2628 2602
test_124_aie1_hw_qor,cholesky,1,float,16,33,2,8,0,16,1,1,1,-1,-1,12292,644,155,22,22,52,523160,2014 1838 1838 1838 1838 1632 1838 1838 1858 1884 1876 2024 1966 2010 2012 1890 1868 1872 2230 1968 2026 2028
test_125_aie1_hw_qor,cholesky,1,float,384,1,6,8,0,16,1,1,1,4321474,704,364964,2069,936,130,130,329,5856862,2778 3864 2864 2848 2848 2864 2864 2832 2778 3864 2864 2864 2864 2832 2848 2864 2148 2148 2804 2196 2180 2148 2148 3064 2864 2864 2158 2864 2848 3904 2888 2864 2872 2864 3872 2864 2848 2848 2864 2888 3888 2864 2832 2848 2864 2848 2180 2196 2180 3576 2148 2148 3112 2158 2158 2872 3064 2864 2864 3904 2848 2872 3064 2832 2832 2864 3904 3080 2840 2864 2832 3904 2832 2856 3032 2630 3032 3064 3080 2614 2840 3352 2158 2110 2158 2158 2808 3032 3080 2582 3080 2888 3904 2848 2832 2832 2630 2808 3360 3360 3128 3080 3064 2110 2196 2148 2808 2630 3112 3360 2196 3080 3080 3560 2848 2864 2832 2864 3670 2864 2848 2848 2148 2180 2196 2148 2196 3288 2196 2180
test_126_aie1_hw_qor,cholesky,1,cfloat,4,29,1,2,1,16,1,1,1,15781,130,4489,129,11,2,2,4,31394,1712 1748
test_127_aie22_hw_qor,cholesky,22,float,128,3,2,2,1,16,default,default,default,,,,,,,,,,
test_128_aie22_hw_qor,cholesky,22,float,16,7,1,1,0,16,1,1,1,184817,28,65151,28,7,1,1,2,33331,3174
test_129_aie22_hw_qor,cholesky,22,float,80,1,5,3,0,16,1,1,1,201629,125,32252,138,190,40,40,91,298962,3620 3620 3620 3246 5980 5840 3246 3246 5840 3246 3246 5428 3118 3118 3510 3524 3620 3620 3620 3246 5980 5670 3246 3246 3524 3620 3246 3620 5814 3620 3620 3620 3246 5980 5840 3246 3246 5670 3246 3246
test_130_aie2_hw_qor,cholesky,2,cfloat,252,1,3,7,0,16,default,default,default,,,,,,,,,,
test_131_aie22_hw_qor,cholesky,22,cfloat,32,99,4,3,0,16,default,default,default,,,,,,,,,,
test_132_aie22_hw_qor,cholesky,22,cfloat,8,114,1,1,1,16,default,default,default,,,,,,,,,,
test_133_aie2_hw_qor,cholesky,2,float,48,36,6,2,1,16,default,default,default,,,,,,,,,,
test_134_aie2_hw_qor,cholesky,2,cfloat,4,30,1,2,0,16,1,1,1,304331,7,81909,21,12,2,2,4,32176,7792 7824
test_135_aie1_hw_qor,cholesky,1,cfloat,88,1,2,1,0,16,1,1,1,253464,67,106838,67,31,3,3,8,201537,3066 2572 2570
test_136_aie22_hw_qor,cholesky,22,cfloat,72,3,3,10,0,16,default,default,default,,,,,,,,,,
test_137_aie22_hw_qor,cholesky,22,cfloat,8,1,1,1,0,16,1,1,1,19302,9,6731,9,7,1,1,2,6714,4170
test_138_aie2_hw_qor,cholesky,2,float,48,201,6,9,1,16,default,default,default,,,,,,,,,,
test_139_aie2_hw_qor,cholesky,2,float,40,17,5,9,1,16,default,default,default,,,,,,,,,,
test_140_aie2_hw_qor,cholesky,2,float,208,1,2,2,1,16,default,default,default,,,,,,,,,,
test_141_aie2_hw_qor,cholesky,2,float,16,133,2,9,1,16,default,default,default,,,,,,,,,,
test_142_aie22_hw_qor,cholesky,22,cfloat,112,2,2,10,0,16,default,default,default,,,,,,,,,,
test_143_aie2_hw_qor,cholesky,2,float,160,7,4,2,0,16,default,default,default,,,,,,,,,,
test_144_aie22_hw_qor,cholesky,22,float,32,49,2,6,1,16,1,1,0,-1,-1,92501,4939200,177,18,18,31,1137116,3566 3608 3672 3462 3558 3662 3540 3584 3102 3102 3628 3102 3618 3446 3672 3102 5364 3102
test_145_aie22_hw_qor,cholesky,22,cfloat,16,68,2,5,1,16,default,default,default,,,,,,,,,,
test_146_aie2_hw_qor,cholesky,2,cfloat,112,7,4,2,1,16,default,default,default,,,,,,,,,,
test_147_aie2_hw_qor,cholesky,2,float,400,2,5,3,1,16,default,default,default,,,,,,,,,,
test_148_aie22_hw_qor,cholesky,22,float,112,1,1,3,0,16,1,1,1,1531367,25,291249,45,35,3,3,6,216537,4776 4870 5054
test_149_aie2_hw_qor,cholesky,2,float,240,6,6,3,1,16,default,default,default,,,,,,,,,,
test_150_aie2_hw_qor,cholesky,2,float,80,28,5,8,1,16,default,default,default,,,,,,,,,,
test_151_aie22_hw_qor,cholesky,22,cfloat,72,12,3,2,0,16,default,default,default,,,,,,,,,,
test_152_aie22_hw_qor,cholesky,22,cfloat,24,76,3,5,0,16,1,1,1,5312952,29,802190,109,236,27,27,54,1409939,4410 4088 4450 4542 4088 4088 4500 4540 7674 7330 4610 4046 7722 4500 4046 4248 4542 4046 4248 4450 4046 4248 4410 4460 4562 4548 4606
test_153_aie2_hw_qor,cholesky,2,cfloat,8,34,1,2,0,16,1,1,1,860024,11,235139,11,24,2,2,5,113712,8352 8496
test_154_aie22_hw_qor,cholesky,22,float,64,20,4,2,1,16,1,1,1,2516753,95,561034,96,222,20,20,52,1321672,3538 3288 3654 5796 3538 3304 3654 5912 3288 5796 3582 3638 3654 3538 3304 5912 3304 5912 3172 5468
test_155_aie1_hw_qor,cholesky,1,float,64,31,4,4,0,16,1,1,1,987977,334,215423,1624,265,36,36,78,1626836,2282 2384 2020 2064 2330 1802 2282 2384 2020 2282 2384 2020 2042 2042 2682 2282 2516 2516 3300 2334 2334 3300 2516 2516 2042 2042 2042 2810 3250 2516 2516 2516 2752 2026 2026 2026
test_156_aie1_hw_qor,cholesky,1,float,176,1,2,5,0,16,1,1,1,814480,135,155711,413,110,15,15,32,635269,2968 2984 3216 3216 3216 2852 3048 3048 2808 3048 3240 2014 2014 2014 2014
test_157_aie2_hw_qor,cholesky,2,cfloat,240,4,6,2,0,16,default,default,default,,,,,,,,,,
test_158_aie2_hw_qor,cholesky,2,float,40,70,5,1,1,16,default,default,default,,,,,,,,,,
test_159_aie22_hw_qor,cholesky,22,cfloat,32,44,4,5,1,16,default,default,default,,,,,,,,,,
