Test Name,UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DIM_SIZE,NUM_FRAMES,GRID_DIM,CASC_LEN,DIAG_INV,NITER,COMPILE,SIM,FUNC,Latency,Throughput,cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
test_1016_aie22_hw_qor,cholesky,22,float,32,12,1,8,0,16,default,default,default,,,,,,,,,,
test_1017_aie22_hw_qor,cholesky,22,cfloat,528,1,6,3,0,16,default,default,default,,,,,,,,,,
test_1018_aie22_hw_qor,cholesky,22,cfloat,200,4,5,1,1,16,default,default,default,,,,,,,,,,
test_1019_aie1_hw_qor,cholesky,1,cfloat,4,16,1,1,1,16,1,1,1,7219,101,3113,102,7,1,1,2,12753,1680
test_1020_aie22_hw_qor,cholesky,22,cfloat,32,5,4,9,0,16,default,default,default,,,,,,,,,,
test_1021_aie1_hw_qor,cholesky,1,float,280,2,5,1,1,16,1,1,1,1227101,152,763954,154,141,15,15,33,825933,3334 3552 3342 3552 3552 3552 2678 3552 2678 3342 2678 3552 3342 2818 2678
test_1022_aie22_hw_qor,cholesky,22,cfloat,8,41,1,5,0,16,1,1,1,1306954,19,138323,75,50,5,5,12,275234,4266 4222 4270 4372 4382
test_1023_aie22_hw_qor,cholesky,22,float,256,3,4,5,1,16,default,default,default,,,,,,,,,,
test_1024_aie22_hw_qor,cholesky,22,float,128,1,1,3,0,16,1,1,0,-1,-1,403080,59,41,3,3,8,278809,4908 5080 4774
test_1025_aie22_hw_qor,cholesky,22,float,32,7,1,4,1,16,1,1,1,939829,59,127289,59,50,4,4,9,305868,4450 4484 4334 4516
test_1026_aie22_hw_qor,cholesky,22,float,256,1,4,4,0,16,default,default,default,,,,,,,,,,
test_1027_aie1_hw_qor,cholesky,1,float,32,83,4,7,1,16,1,1,1,498998,749,66712,1067,359,58,58,114,1710990,1854 1854 1854 1854 2012 1854 1854 2148 2014 2014 2014 2014 2014 2014 1932 1902 1902 1902 1902 1902 1902 1802 1992 1826 2014 2014 2014 2014 1802 1992 1826 2014 2014 2014 2014 1760 1850 1826 1902 1902 1902 1902 1880 1936 1858 1920 1880 1936 1858 1920 1858 2002 1920 1936 2052 2038 2096 1880
test_1028_aie1_hw_qor,cholesky,1,float,56,1,1,3,1,16,1,1,1,90443,201,19397,282,24,3,3,7,115187,3208 3008 2022
test_1029_aie22_hw_qor,cholesky,22,float,64,2,1,9,0,16,1,1,1,1043682,190,79954,201,105,9,9,20,700491,5216 5048 5216 5216 5250 4164 4164 4004 4148
test_1030_aie22_hw_qor,cholesky,22,cfloat,24,86,3,6,1,16,default,default,default,,,,,,,,,,
test_1031_aie2_hw_qor,cholesky,2,cfloat,216,3,6,6,1,16,default,default,default,,,,,,,,,,
test_1032_aie22_hw_qor,cholesky,22,float,16,15,1,6,0,16,1,1,1,910896,51,78856,423,44,6,6,10,242994,3320 3582 3566 3236 3216 3236
test_1033_aie1_hw_qor,cholesky,1,cfloat,16,31,4,5,0,16,1,1,1,77651,637,9793,2789,209,42,42,71,605446,1888 2150 2186 1904 2150 1928 1888 1928 2138 1888 2186 1928 1874 2134 1874 2134 2050 1938 1938 2034 1928 1892 1938 1938 2034 1928 1892 2236 2082 2050 1874 1874 2320 1938 2050 2034 1938 1826 2156 1794 1922 1906
test_1034_aie2_hw_qor,cholesky,2,cfloat,8,307,2,2,1,16,1,1,1,3817907,10,1219517,32,63,6,6,12,381088,1872 2000 8800 2032 7968 7952
test_1035_aie1_hw_qor,cholesky,1,cfloat,56,4,2,3,1,16,1,1,1,317059,102,82859,464,67,9,9,17,345795,2760 2938 2748 2712 2916 2692 3040 2074 2074
test_1036_aie2_hw_qor,cholesky,2,float,112,1,1,5,0,16,1,1,1,1298218,43,216418,72,55,5,5,11,328051,8960 8784 9216 9200 9216
test_1037_aie1_hw_qor,cholesky,1,float,64,5,2,3,0,16,1,1,1,327846,157,83974,267,60,9,9,15,288771,2138 3166 3000 2798 3086 2900 2050 2050 3282
test_1038_aie22_hw_qor,cholesky,22,cfloat,336,1,6,5,0,16,default,default,default,,,,,,,,,,
test_1039_aie22_hw_qor,cholesky,22,cfloat,128,1,2,8,0,16,default,default,default,,,,,,,,,,
test_1040_aie2_hw_qor,cholesky,2,float,288,4,6,2,0,16,default,default,default,,,,,,,,,,
test_1041_aie22_hw_qor,cholesky,22,float,480,1,6,7,0,16,default,default,default,,,,,,,,,,
test_1042_aie1_hw_qor,cholesky,1,float,48,2,1,9,1,16,1,1,1,160934,231,14902,1433,56,9,9,18,228249,1972 2182 2182 2182 2220 2188 3154 3170 2960
test_1043_aie22_hw_qor,cholesky,22,float,32,2,1,7,1,16,1,1,1,315493,83,25895,284,36,7,7,10,164581,4440 4516 4450 4416 4416 4384 4336
test_1044_aie2_hw_qor,cholesky,2,float,24,12,3,8,0,16,1,1,1,-1,-1,91286,263,188,42,42,66,505102,1984 1856 2128 1872 1856 1824 1856 1760 1632 1808 1632 1808 1632 1808 1760 1952 1952 8512 2144 1760 2688 1760 8080 7824 7888 7984 7872 7904 7952 1952 1984 1872 2128 1856 1824 7968 8640 1840 1744 1840 1744 1744
test_1045_aie22_hw_qor,cholesky,22,float,16,10,1,3,0,16,1,1,1,396514,41,64046,220,24,3,3,5,95897,3426 3320 3352
test_1046_aie2_hw_qor,cholesky,2,float,24,245,3,3,1,16,default,default,default,,,,,,,,,,
test_1047_aie1_hw_qor,cholesky,1,cfloat,40,10,2,5,1,16,1,1,1,447832,132,78956,227,107,15,15,32,647845,2026 2926 2920 2220 2926 3146 3838 3854 2576 3838 3040 2074 2074 2074 2074
test_1048_aie22_hw_qor,cholesky,22,cfloat,360,1,5,5,1,16,default,default,default,,,,,,,,,,
test_1049_aie1_hw_qor,cholesky,1,cfloat,40,14,5,1,1,16,1,1,1,183228,218,76901,218,94,15,15,29,499789,2870 3340 2930 3340 3340 2564 3340 3340 2564 2930 3340 2564 2394 2930 2564
test_1050_aie22_hw_qor,cholesky,22,cfloat,320,1,4,8,0,16,default,default,default,,,,,,,,,,
test_1051_aie1_hw_qor,cholesky,1,cfloat,44,1,1,2,1,16,1,1,1,68240,115,20900,155,17,2,2,5,103330,2766 2786
test_1052_aie2_hw_qor,cholesky,2,cfloat,160,1,5,8,0,16,default,default,default,,,,,,,,,,
test_1053_aie1_hw_qor,cholesky,1,float,432,1,6,6,0,16,1,1,1,3045624,221,496733,1444,644,103,103,248,3114837,2052 2052 2052 2052 3192 2052 2382 3412 2382 2382 2382 2382 2382 3412 2382 2382 2382 2382 2382 2836 2382 3608 2382 2382 2382 2836 2382 3608 2382 2382 2836 2382 2382 3608 3032 2382 2382 3608 2836 3032 2840 3032 2836 2840 3032 2836 3192 2052 2052 2052 2052 2052 2382 2836 2382 3608 2382 2382 2836 3032 2382 2382 3608 2052 2952 2052 3432 2052 2052 2840 3032 2836 2382 2382 2836 3608 3032 2968 3032 3200 2952 2840 2836 2052 3032 2052 3432 3200 2952 2840 2836 1998 3192 1998 1998 1998 1998 2382 3412 2382 2382 2382 2382
test_1054_aie22_hw_qor,cholesky,22,cfloat,32,4,2,3,1,16,1,1,1,832645,23,139271,23,48,9,9,16,239769,8626 5038 5160 4624 5168 4624 5164 5136 5280
test_1055_aie2_hw_qor,cholesky,2,cfloat,24,13,2,1,1,16,default,default,default,,,,,,,,,,
test_1056_aie2_hw_qor,cholesky,2,cfloat,60,7,5,3,1,16,1,1,1,2314000,42,445643,42,212,40,40,63,1075012,3184 2736 2480 3184 4560 2480 4352 2480 2496 10416 2496 2480 3184 4560 2736 2480 3184 2480 2480 4352 2480 2448 4352 2448 10272 2496 3184 10624 2736 9216 3184 9232 2736 8208 2480 3184 4560 2496 10416 2496
test_1057_aie1_hw_qor,cholesky,1,float,40,44,5,6,0,16,1,1,1,412082,1216,43408,9763,492,71,71,156,2262757,2114 1962 1920 2002 2012 2002 2002 2002 1998 1964 1968 2046 1954 1998 1954 1964 2002 1954 2012 1954 2158 2158 2158 2132 2098 2126 2142 2126 2148 2158 2098 2126 2158 2114 2148 2046 1858 2568 2046 2030 1998 2126 2126 2158 2498 2142 2020 2482 2142 2158 2020 2158 2142 2046 1998 1998 2220 2046 2030 2158 2126 2158 2142 2452 2158 2014 1966 1966 2172 1966 2014
test_1058_aie2_hw_qor,cholesky,2,float,128,2,4,8,1,16,1,1,1,2778201,321,231636,769,340,65,65,125,1652350,2448 2448 2448 2448 10544 9456 9632 3136 3520 3536 3552 2832 3376 2640 2640 2640 2640 4624 9904 3520 2448 2448 2448 2448 2448 9408 2448 9136 9632 9616 8128 9648 3136 3520 2640 3536 2640 3552 2640 2640 2640 2640 2368 2640 2640 2368 2368 2832 2368 2368 2640 4624 3376 3520 3296 4208 2640 10400 2368 2368 3136 3520 3536 3552 2832
test_1059_aie22_hw_qor,cholesky,22,cfloat,40,10,5,2,1,16,default,default,default,,,,,,,,,,
test_1060_aie1_hw_qor,cholesky,1,cfloat,32,4,1,9,1,16,1,1,1,150482,198,15571,517,65,9,9,18,372761,2716 2926 2324 2926 2322 2076 2324 2340 1964
test_1061_aie2_hw_qor,cholesky,2,cfloat,48,40,4,4,0,16,default,default,default,,,,,,,,,,
test_1062_aie1_hw_qor,cholesky,1,cfloat,16,8,1,9,0,16,1,1,1,93818,624,8976,897,63,9,9,22,370457,2592 2576 2576 2798 2854 2192 2160 2000 2112
test_1063_aie22_hw_qor,cholesky,22,cfloat,40,2,1,1,1,16,default,default,default,,,,,,,,,,
test_1064_aie22_hw_qor,cholesky,22,cfloat,32,5,1,7,0,16,1,1,1,1285619,24,138887,81,61,7,7,14,363030,4754 4936 4936 4920 4936 5242 5432
test_1065_aie22_hw_qor,cholesky,22,cfloat,200,5,5,2,0,16,default,default,default,,,,,,,,,,
test_1066_aie22_hw_qor,cholesky,22,cfloat,96,10,6,3,0,16,default,default,default,,,,,,,,,,
test_1067_aie1_hw_qor,cholesky,1,float,16,68,2,4,1,16,1,1,1,139760,400,29607,551,75,12,12,22,316132,1678 2012 1854 1854 1714 1880 1884 1884 2052 1730 1864 2018
test_1068_aie2_hw_qor,cholesky,2,float,16,49,2,2,1,16,1,1,1,1409659,31,378761,31,51,6,6,9,253208,7968 7920 2160 1952 8528 1760
test_1069_aie1_hw_qor,cholesky,1,cfloat,192,2,6,2,0,16,1,1,1,1016408,198,271312,217,298,36,36,82,2045636,2646 2648 2630 3322 2894 3624 2882 2646 2216 3120 3624 2850 2550 3332 2216 3120 3624 2882 2646 2550 3364 3624 2898 2550 3364 2646 2550 3332 2550 3364 2550 3332 2264 2198 3120 3200
test_1070_aie22_hw_qor,cholesky,22,cfloat,8,46,1,6,0,16,1,1,1,1247453,26,116731,75,60,6,6,14,357724,4222 4266 4270 4378 4382 4372
test_1071_aie22_hw_qor,cholesky,22,float,48,7,1,3,1,16,1,1,1,1669679,31,314410,53,41,3,3,8,272793,4988 5164 4956
test_1072_aie2_hw_qor,cholesky,2,float,208,1,2,6,1,16,default,default,default,,,,,,,,,,
test_1073_aie2_hw_qor,cholesky,2,cfloat,28,2,1,1,1,16,1,1,1,399977,11,167675,11,11,1,1,2,55128,8800
test_1074_aie1_hw_qor,cholesky,1,float,128,1,2,2,0,16,1,1,1,378379,141,108827,141,47,6,6,12,324098,3352 2158 2840 2888 3128 3112
test_1075_aie1_hw_qor,cholesky,1,cfloat,216,1,6,2,0,16,1,1,1,707933,179,189220,197,301,36,36,78,1362820,2524 2570 2556 3232 2838 2524 3488 2126 3050 2766 3456 2814 2478 3294 2126 3050 3456 2766 2572 2478 3294 3456 2766 2510 3262 2572 2478 3294 2478 3294 2126 3050 2478 3294 2110 3066
test_1076_aie1_hw_qor,cholesky,1,float,80,18,5,3,1,16,1,1,1,787693,307,212381,1097,267,40,40,77,1199792,2026 2026 2762 2516 2516 3250 2042 2042 2814 2516 2516 3250 2298 2516 2334 2334 3300 2516 2516 3250 2334 2334 3300 2298 2516 2042 2042 2814 2516 3300 2334 2334 2298 2314 2042 3274 2314 2288 2334 2298
test_1077_aie1_hw_qor,cholesky,1,float,16,50,2,3,1,16,1,1,1,113915,525,22797,1939,68,9,9,18,348355,1996 2036 2162 2002 1996 2002 2172 2014 2014
test_1078_aie22_hw_qor,cholesky,22,float,16,3,1,9,1,16,1,1,1,-1,-1,12147,426,43,9,9,12,103371,3376 3332 3332 3332 3632 3332 3220 3234 3216
test_1079_aie1_hw_qor,cholesky,1,float,16,11,2,4,0,16,1,1,1,30726,555,4731,558,59,12,12,20,139524,2156 1822 1982 1966 2024 1810 2012 1980 2214 1874 1982 2140
test_1080_aie22_hw_qor,cholesky,22,float,48,17,3,5,1,16,1,1,1,-1,-1,270499,658,278,27,27,61,1448622,3530 3288 3288 3850 3288 3824 3602 5918 3720 5468 3722 3720 3172 5838 3304 3824 3172 3850 3172 3304 3172 3304 3530 3638 3594 3732 3742
test_1081_aie22_hw_qor,cholesky,22,cfloat,176,1,2,2,0,16,default,default,default,,,,,,,,,,
test_1082_aie2_hw_qor,cholesky,2,float,24,106,3,1,1,16,default,default,default,,,,,,,,,,
test_1083_aie22_hw_qor,cholesky,22,float,144,6,3,1,1,16,default,default,default,,,,,,,,,,
test_1084_aie2_hw_qor,cholesky,2,float,16,2,2,4,1,16,1,1,1,101632,32,14856,69,54,12,12,17,70192,7984 7792 7984 7952 1968 1824 1968 1984 8528 1632 1760 1760
test_1085_aie2_hw_qor,cholesky,2,cfloat,16,148,4,2,1,16,1,1,1,2705242,39,757057,39,222,20,20,42,1227904,2016 2080 2000 8880 2080 2064 2016 3040 2000 8976 7952 8016 2016 2080 2064 3040 2064 3072 1920 8848
test_1086_aie22_hw_qor,cholesky,22,float,320,3,5,4,0,16,default,default,default,,,,,,,,,,
test_1087_aie1_hw_qor,cholesky,1,float,24,8,1,3,0,16,1,1,1,108868,147,30468,800,21,3,3,7,87795,1860 2898 2068
test_1088_aie1_hw_qor,cholesky,1,cfloat,28,2,1,3,1,16,1,1,1,52068,166,11754,249,24,3,3,7,115187,2994 2842 2144
test_1089_aie22_hw_qor,cholesky,22,cfloat,48,15,3,2,0,16,default,default,default,,,,,,,,,,
test_1090_aie1_hw_qor,cholesky,1,cfloat,20,8,5,8,0,16,1,1,1,29773,2112,2542,3750,454,96,96,211,667944,2320 2114 1906 1938 2066 1906 1922 1938 2236 2082 2082 1874 1858 1874 1826 1874 1928 2164 1938 1938 2066 1906 1922 1906 1928 2164 1938 1922 2050 1906 1922 1906 1982 1924 1872 1938 1938 1906 1906 1982 1938 1922 1924 1906 1872 1906 1888 1982 2138 2060 1888 1982 2186 2060 2150 2356 2082 1826 1858 1826 1874 1874 1888 1966 2186 2044 1938 1938 1938 1906 1888 1966 1876 1954 2150 1874 1888 1826 1874 1826 1904 1954 2150 2056 1982 1888 2138 2028 2156 1970 1826 1810 1922 1794 1810 1794
test_1091_aie1_hw_qor,cholesky,1,float,528,1,6,1,0,16,default,default,default,,,,,,,,,,
test_1092_aie22_hw_qor,cholesky,22,float,80,3,5,8,1,16,default,default,default,,,,,,,,,,
test_1093_aie1_hw_qor,cholesky,1,cfloat,72,4,3,5,1,16,1,1,1,444736,161,78203,223,171,27,27,45,740617,2058 3040 2058 2058 2058 2426 2690 3500 2426 2426 2736 3228 2108 2108 2108 2676 2696 2900 2676 2900 2696 2900 2900 2732 2938 2958 2760
test_1094_aie1_hw_qor,cholesky,1,cfloat,44,2,1,7,0,16,1,1,1,149233,152,18644,519,52,7,7,16,284215,2922 2922 2702 2922 2268 2122 2332
test_1095_aie2_hw_qor,cholesky,2,float,16,24,2,2,0,16,1,1,1,690613,31,185081,82,33,6,6,9,138008,7920 7968 1952 2160 1760 8512
test_1096_aie1_hw_qor,cholesky,1,cfloat,360,1,6,6,1,16,default,default,default,,,,,,,,,,
test_1097_aie1_hw_qor,cholesky,1,cfloat,80,1,2,1,0,16,1,1,1,196854,72,83028,73,31,3,3,8,169089,2572 3066 2554
test_1098_aie1_hw_qor,cholesky,1,cfloat,16,5,1,5,0,16,1,1,1,69440,174,9117,402,37,5,5,11,146645,2798 2704 2000 2112 2272
test_1099_aie22_hw_qor,cholesky,22,cfloat,64,1,2,4,0,16,1,1,1,1150280,20,154981,56,58,12,12,15,305612,5398 4704 5586 5586 5156 4976 5508 5508 4586 8620 4586 4586
test_1100_aie22_hw_qor,cholesky,22,cfloat,64,2,2,4,0,16,1,1,1,2292997,20,309531,55,85,12,12,16,551372,5454 4778 5678 5678 5232 5036 5550 5550 4686 8690 4686 4686
test_1101_aie22_hw_qor,cholesky,22,cfloat,48,4,6,5,0,16,default,default,default,,,,,,,,,,
test_1102_aie22_hw_qor,cholesky,22,float,32,14,1,2,0,16,1,1,1,1397418,27,376104,40,27,2,2,5,181606,4364 4332
test_1103_aie22_hw_qor,cholesky,22,float,64,6,2,3,0,16,1,1,1,2088292,55,349752,55,94,9,9,19,632782,7538 4412 4064 4592 4064 4552 4562 4594 4706
test_1104_aie2_hw_qor,cholesky,2,cfloat,136,1,2,4,0,16,default,default,default,,,,,,,,,,
test_1105_aie2_hw_qor,cholesky,2,float,16,28,1,1,1,16,1,1,1,1312488,16,549284,16,19,1,1,3,119319,8432
test_1106_aie1_hw_qor,cholesky,1,cfloat,12,119,3,1,1,16,1,1,1,119348,280,50940,280,62,6,6,17,393106,1852 1918 1918 2218 2368 2156
test_1107_aie2_hw_qor,cholesky,2,float,40,1,1,6,1,16,1,1,1,286826,62,31730,63,26,6,6,7,118378,9088 9296 9296 8624 8624 8432
test_1108_aie2_hw_qor,cholesky,2,cfloat,32,12,2,7,1,16,1,1,1,4026815,35,363279,160,195,21,21,44,1279664,2464 3008 2464 3184 2464 3136 10224 2576 2464 3328 2464 3088 2464 3152 8080 9360 8848 8928 8720 8912 8928
test_1109_aie22_hw_qor,cholesky,22,float,336,1,3,5,0,16,default,default,default,,,,,,,,,,
test_1110_aie2_hw_qor,cholesky,2,float,8,119,1,3,1,16,1,1,1,3376179,14,634577,15,41,3,3,7,257413,7728 7664 7648
test_1111_aie2_hw_qor,cholesky,2,cfloat,20,5,1,1,0,16,1,1,1,508413,11,213117,11,11,1,1,2,68824,8768
test_1112_aie22_hw_qor,cholesky,22,cfloat,48,4,3,2,1,16,1,1,1,1315240,21,297373,40,69,12,12,18,352464,5094 5038 4848 8956 5178 5136 5094 5038 4864 8930 4624 8626
test_1113_aie1_hw_qor,cholesky,1,cfloat,16,29,4,2,0,16,1,1,1,48185,447,12929,456,107,20,20,30,314476,1982 1864 1954 1832 1982 1880 1982 1864 2076 2050 2180 2114 2180 2114 2368 2082 2156 1938 2236 2098
test_1114_aie22_hw_qor,cholesky,22,cfloat,24,5,1,3,1,16,1,1,1,780890,21,138202,49,33,3,3,8,199086,4814 5500 5334
test_1115_aie1_hw_qor,cholesky,1,float,80,27,5,5,0,16,1,1,1,1319771,400,244311,2115,430,61,61,129,2383823,2752 2026 2026 2026 2026 3250 2516 2516 2516 2516 2810 2042 2042 2042 2042 2270 3788 2516 2516 2516 2516 2270 3788 2516 2516 2042 2042 2042 2240 2608 2302 2516 2516 3300 2302 2516 2516 3300 2282 2384 2020 2516 2302 2282 2384 2516 2020 3300 2042 2042 2266 2682 2282 2384 2020 2064 2330 1802 2282 2384 2020
test_1116_aie2_hw_qor,cholesky,2,float,24,11,1,6,1,16,1,1,1,1617204,45,173566,109,74,6,6,13,382986,9408 8688 9216 8704 8640 8384
test_1117_aie1_hw_qor,cholesky,1,cfloat,16,29,2,1,0,16,1,1,1,103411,157,44267,157,31,3,3,8,192065,2870 2564 2378
test_1118_aie2_hw_qor,cholesky,2,cfloat,4,126,1,2,1,16,1,1,1,1285248,7,345359,21,18,2,2,3,105904,7840 7872
test_1119_aie2_hw_qor,cholesky,2,float,24,99,3,7,0,16,1,1,1,8383678,63,763284,75,514,36,36,81,3002901,7824 7904 7984 8000 7984 1760 1840 1760 1872 1856 2016 1984 2016 1856 1856 7968 7920 1984 2016 1872 2016 1760 1872 1760 1872 1760 1760 1952 1872 1840 1632 1824 1824 1632 2160 8512
test_1120_aie1_hw_qor,cholesky,1,cfloat,32,44,4,7,0,16,1,1,1,547411,344,73778,1981,363,58,58,119,1801550,1994 1994 1994 2726 1994 1994 1994 2250 3116 2250 2266 2266 2266 2266 2010 2010 2010 2740 2010 2010 2010 2234 1962 2562 2266 2266 2266 2266 1962 2562 2234 2266 2266 2266 2266 1730 2360 2058 2010 2010 2010 2010 2250 2332 2066 2006 2006 2250 2332 2066 2570 2618 2066 2092 2250 2332 2006 2000
test_1121_aie2_hw_qor,cholesky,2,float,32,27,2,1,0,16,default,default,default,,,,,,,,,,
test_1122_aie2_hw_qor,cholesky,2,cfloat,16,3,1,5,1,16,1,1,1,330875,22,41915,22,24,5,5,6,97400,9008 8768 8752 8592 8384
test_1123_aie2_hw_qor,cholesky,2,cfloat,40,6,2,2,1,16,default,default,default,,,,,,,,,,
test_1124_aie1_hw_qor,cholesky,1,cfloat,44,1,1,4,0,16,1,1,1,67507,193,12449,351,28,4,4,8,175332,2964 2746 2964 2082
test_1125_aie22_hw_qor,cholesky,22,float,288,2,6,3,0,16,default,default,default,,,,,,,,,,
test_1126_aie1_hw_qor,cholesky,1,float,160,2,5,1,0,16,1,1,1,424284,216,177499,217,100,15,15,30,563277,3442 3744 3434 3744 3744 2838 3744 2838 3744 3434 3744 2838 3434 2926 2838
test_1127_aie22_hw_qor,cholesky,22,float,96,8,3,2,0,16,default,default,default,,,,,,,,,,
test_1128_aie22_hw_qor,cholesky,22,float,128,9,4,6,1,16,default,default,default,,,,,,,,,,
test_1129_aie2_hw_qor,cholesky,2,cfloat,4,21,1,1,0,16,1,1,1,182261,5,76083,5,7,1,1,2,15320,7792
test_1130_aie22_hw_qor,cholesky,22,float,384,1,4,4,0,16,default,default,default,,,,,,,,,,
test_1131_aie2_hw_qor,cholesky,2,cfloat,4,10,1,1,0,16,1,1,1,86888,5,36239,5,7,1,1,2,9688,7792
test_1132_aie2_hw_qor,cholesky,2,float,48,106,6,5,1,16,default,default,default,,,,,,,,,,
test_1133_aie1_hw_qor,cholesky,1,float,40,24,5,3,1,16,1,1,1,150275,968,29739,1060,202,40,40,63,859344,1968 2112 1948 2002 1980 1998 2418 2112 2142 1954 2148 2600 2268 2046 2030 2112 1954 2112 1954 2148 2142 2600 2452 2142 2142 2148 2142 2600 2452 2142 2126 2268 2046 2030 2452 2110 2126 2156 1966 1982
test_1134_aie1_hw_qor,cholesky,1,float,160,2,5,3,0,16,1,1,1,588976,334,114836,957,207,40,40,65,1092208,2194 3132 3022 3160 3646 3160 3044 3022 2624 2996 3044 3884 3434 2242 2226 3022 2974 2996 2996 3044 2624 3900 3744 2624 2608 3044 2624 3884 3744 2624 2608 3434 2242 2194 3744 2624 2592 3442 2210 2162
test_1135_aie1_hw_qor,cholesky,1,float,440,1,5,6,1,16,default,default,default,,,,,,,,,,
test_1136_aie1_hw_qor,cholesky,1,float,24,45,3,1,1,16,1,1,1,119249,426,50609,427,62,6,6,17,304018,1836 1966 1966 2268 2468 2172
test_1137_aie2_hw_qor,cholesky,2,float,8,16,1,8,0,16,1,1,1,120877,83,15261,87,42,8,8,15,110264,7760 7760 7792 7872 7888 7760 7744 7680
test_1138_aie22_hw_qor,cholesky,22,cfloat,24,97,3,5,0,16,default,default,default,,,,,,,,,,
test_1139_aie1_hw_qor,cholesky,1,cfloat,24,3,2,4,0,16,1,1,1,54819,186,8624,879,56,12,12,20,160260,2184 3160 2184 2152 2864 2338 3208 3208 2632 2066 2984 2986
test_1140_aie22_hw_qor,cholesky,22,float,64,14,2,8,1,16,default,default,default,,,,,,,,,,
test_1141_aie1_hw_qor,cholesky,1,cfloat,132,2,3,4,1,16,1,1,1,956423,105,203500,656,151,21,21,43,944407,2086 2086 2086 3052 2722 3464 2438 2438 2808 3272 2120 2120 2688 2960 2728 2792 3018 2728 2816 2688 2960
test_1142_aie22_hw_qor,cholesky,22,float,240,1,3,3,1,16,1,1,1,7548601,27,1293862,48,240,18,18,45,1371807,3720 5172 5364 4900 3882 5092 4318 3882 7864 3772 3994 4900 4318 3994 5092 7706 3772 7670
test_1143_aie1_hw_qor,cholesky,1,float,32,19,2,2,1,16,1,1,1,158658,237,49441,368,43,6,6,11,203010,2026 2762 2302 2282 2314 2672
test_1144_aie2_hw_qor,cholesky,2,float,8,8,1,1,0,16,1,1,1,135411,11,56565,11,7,1,1,2,12759,7648
test_1145_aie1_hw_qor,cholesky,1,float,24,7,1,3,0,16,1,1,1,135289,188,26663,800,23,3,3,7,142995,2004 3042 2196
test_1146_aie22_hw_qor,cholesky,22,float,128,4,2,4,1,16,default,default,default,,,,,,,,,,
test_1147_aie2_hw_qor,cholesky,2,float,32,37,2,6,0,16,default,default,default,,,,,,,,,,
test_1148_aie22_hw_qor,cholesky,22,float,320,3,5,3,1,16,default,default,default,,,,,,,,,,
test_1149_aie2_hw_qor,cholesky,2,cfloat,28,5,1,4,1,16,1,1,1,949637,30,162104,30,49,4,4,8,333408,9024 9200 8528 9216
test_1150_aie22_hw_qor,cholesky,22,float,112,1,1,4,0,16,1,1,1,1471728,32,236707,91,45,4,4,9,272140,4870 5054 4776 5054
test_1151_aie22_hw_qor,cholesky,22,cfloat,8,60,1,7,1,16,1,1,1,1007305,44,91706,78,83,7,7,14,524118,4286 4242 4306 4418 4398 4354 4414
test_1152_aie2_hw_qor,cholesky,2,cfloat,112,7,4,7,0,16,default,default,default,,,,,,,,,,
test_1153_aie22_hw_qor,cholesky,22,cfloat,72,7,3,7,1,16,default,default,default,,,,,,,,,,
test_1154_aie2_hw_qor,cholesky,2,cfloat,100,4,5,3,0,16,default,default,default,,,,,,,,,,
test_1155_aie1_hw_qor,cholesky,1,cfloat,40,11,5,9,1,16,1,1,1,240392,2105,19986,2921,526,102,102,253,1792666,3340 2378 2394 2394 2394 2378 2362 2362 2362 2154 2106 2106 2106 2138 2138 2930 2138 2138 2144 2620 2362 2362 2394 2394 2362 2362 2394 2144 2620 2378 2394 2362 2378 2378 2362 2394 1992 2482 2154 2154 2154 2106 2154 2106 2106 2144 2716 2394 2362 2394 2362 2394 2144 2716 2394 2362 2394 2362 2346 2128 2716 2394 2362 2394 2362 2394 2394 2476 2150 2162 2394 2428 2150 2162 2154 2106 2154 2106 2682 1992 2514 2394 2428 2150 2162 2682 2698 2214 2284 2394 2428 2150 2162 2138 2138 2106 2106 2870 2122 2122 2122 2122
test_1156_aie22_hw_qor,cholesky,22,cfloat,360,1,5,9,0,16,default,default,default,,,,,,,,,,
test_1157_aie22_hw_qor,cholesky,22,cfloat,128,1,4,5,1,16,default,default,default,,,,,,,,,,
test_1158_aie22_hw_qor,cholesky,22,float,160,1,5,3,1,16,default,default,default,,,,,,,,,,
test_1159_aie2_hw_qor,cholesky,2,float,416,1,4,2,0,16,default,default,default,,,,,,,,,,
test_1160_aie1_hw_qor,cholesky,1,float,80,1,1,1,0,16,1,1,1,171211,72,103747,77,11,1,1,3,56337,2624
test_1161_aie2_hw_qor,cholesky,2,cfloat,12,129,3,4,0,16,1,1,1,3588375,28,551580,126,202,21,21,38,987350,7904 7984 2032 7936 2000 2080 1888 1888 2000 7936 2000 2080 1952 2032 1952 2064 2128 1808 1808 1920 8816
test_1162_aie1_hw_qor,cholesky,1,float,16,8,2,1,1,16,1,1,1,14091,319,5986,321,19,3,3,7,38337,1966 2156 1820
test_1163_aie1_hw_qor,cholesky,1,float,16,23,2,6,0,16,1,1,1,90247,571,9611,574,90,18,18,35,329862,1822 1980 1822 1998 1790 1982 1858 1932 1876 1946 2026 2138 1902 1900 2220 1872 2298 1874
