Library Element,Test Name,AIE_VARIANT,UUT_KERNEL,T_DATA_A,T_DATA_B,DATA_OUT_TYPE,P_DIM_A,P_DIM_AB,P_DIM_B,P_SHIFT,P_ROUND_MODE,P_SAT_MODE,P_DIM_A_LEADING,P_DIM_B_LEADING,P_DIM_OUT_LEADING,P_ADD_TILING_A,P_ADD_TILING_B,P_ADD_DETILING_OUT,P_INPUT_WINDOW_VSIZE_A,P_INPUT_WINDOW_VSIZE_B,P_CASC_LEN,UUT_SSR,SINGLE_BUF,COMPILE,SIM,FUNC,Latency (ns),Throughput (MSa/s),cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
matrix_mult,test_8049_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,1112,14,4,0,0,0,0,0,0,0,0,0,15568,56,7,2,0,1,1,1,24734,510,10581,525 MSa/s,104,14,14,30,320618,1930 2070 2070 2070 2070 2070 2140 1930 2070 2070 2070 2070 2070 2140
matrix_mult,test_8050_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint16,4,24,916,16,0,0,1,0,0,0,0,0,96,21984,3,1,0,1,1,1,14739,1248,1890,2423 MSa/s,24,3,3,7,124565,1772 1824 1914
matrix_mult,test_8053_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,216,132,8,0,0,0,1,0,0,0,0,0,28512,1056,11,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_8058_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint16,8,728,108,16,0,0,1,1,1,0,0,0,5824,78624,14,1,0,1,1,1,22699,120,3449,313 MSa/s,83,14,14,28,375254,1726 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1774 1858
matrix_mult,test_8059_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint16,8,228,96,16,0,0,1,1,0,0,0,0,1824,21888,3,2,0,1,1,1,28528,81,4526,212 MSa/s,44,6,6,12,208946,1686 1728 1832 1686 1728 1832
matrix_mult,test_8061_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,424,48,28,0,0,0,0,1,1,0,0,0,20352,1344,4,4,0,1,1,1,41101,818,17548,845 MSa/s,116,16,16,32,502632,2088 2126 2126 2126 2088 2126 2126 2126 2088 2126 2126 2126 2088 2126 2126 2126
matrix_mult,test_8062_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,12656,8,4,0,0,0,0,0,1,0,0,0,101248,32,2,14,0,1,1,1,17542,4357,7259,8717 MSa/s,224,28,28,56,1286852,1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844 1840 1844
matrix_mult,test_8063_aie1_hw_qor,AIE,matrix_mult,float,float,float,1680,12,42,0,0,0,0,1,1,0,0,0,20160,504,1,15,0,1,1,1,54768,3828,18449,4780 MSa/s,105,15,15,30,540555,2426 2426 2426 2426 2426 2426 2426 2426 2426 2426 2426 2426 2426 2426 2426
matrix_mult,test_8066_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,30,4,704,0,0,0,1,1,1,0,0,0,120,2816,1,15,0,1,1,1,81682,3103,2841,9292 MSa/s,120,15,15,30,713400,1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722
matrix_mult,test_8072_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,4,168,4,0,0,0,1,0,0,0,0,0,672,672,7,1,0,1,1,1,1960,62,347,57 MSa/s,34,7,7,12,33452,2370 2530 2530 2530 2530 2530 2602
matrix_mult,test_8077_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,1900,32,18,16,0,0,1,0,1,0,0,0,60800,576,2,10,0,1,1,1,71867,892,41732,1024 MSa/s,140,20,20,40,895810,1622 1686 1622 1686 1622 1686 1622 1686 1622 1686 1622 1686 1622 1686 1622 1686 1622 1686 1622 1686
matrix_mult,test_8078_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,2756,104,12,0,0,0,1,0,0,0,0,0,286624,1248,13,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_8080_aie1_hw_qor,AIE,matrix_mult,cint16,cint32,cint32,2070,2,28,16,0,0,0,1,0,0,0,0,4140,56,1,15,0,1,1,1,25318,6829,2847,25447 MSa/s,120,15,15,30,543015,1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722 1722
matrix_mult,test_8082_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,1104,44,20,16,0,0,1,1,0,0,0,0,48576,880,1,6,0,1,1,1,101615,408,59377,464 MSa/s,66,6,6,18,426294,2960 2960 2960 2960 2960 2960
matrix_mult,test_8083_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,12,10,6,0,0,0,1,1,0,0,0,0,120,60,1,1,0,1,1,1,1518,132,617,145 MSa/s,7,1,1,2,6469,1988
matrix_mult,test_8092_aie1_hw_qor,AIE,matrix_mult,float,float,float,2272,16,12,0,0,0,1,0,1,0,0,0,36352,192,4,4,0,1,1,1,35269,2214,14915,2284 MSa/s,124,16,16,36,445008,2004 2010 2010 2058 2004 2010 2010 2058 2004 2010 2010 2058 2004 2010 2010 2058
matrix_mult,test_8094_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,16,656,8,16,0,0,0,0,1,0,0,0,10496,5248,1,2,0,1,1,1,28055,7,14827,10 MSa/s,16,2,2,4,90386,2880 2880
matrix_mult,test_8095_aie1_hw_qor,AIE,matrix_mult,int16,int16,int16,5536,12,16,16,0,0,0,1,1,0,0,0,66432,192,3,8,0,1,1,1,18229,13805,7627,14516 MSa/s,136,24,24,48,501376,1970 2112 1866 1970 2112 1866 1970 2112 1866 1970 2112 1866 1970 2112 1866 1970 2112 1866 1970 2112 1866 1970 2112 1866
matrix_mult,test_8097_aie1_hw_qor,AIE,matrix_mult,float,float,float,384,8,28,0,0,0,0,0,0,0,0,0,3072,224,1,3,0,1,1,1,27107,1194,11448,1174 MSa/s,24,3,3,6,123279,3046 3046 3046
matrix_mult,test_8100_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,26,1440,52,16,0,0,1,1,1,0,0,0,37440,74880,12,1,0,default,default,default,,,,,,,,,,
matrix_mult,test_8102_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,6576,180,4,16,0,0,1,0,0,0,0,0,1183680,720,9,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_8103_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,28,2992,28,0,0,0,0,1,0,0,0,0,83776,83776,11,7,0,default,default,default,,,,,,,,,,
matrix_mult,test_8109_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,4,28,1796,16,0,0,0,1,1,0,0,0,112,50288,14,2,0,1,1,1,116128,681,5979,1501 MSa/s,196,28,28,56,924994,1644 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1636 1644 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1610 1636
matrix_mult,test_8111_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,6888,120,8,0,0,0,0,1,1,0,0,0,826560,960,15,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_8114_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,8780,40,4,16,0,0,0,0,0,0,0,0,351200,160,10,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_8117_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,16,16,302,0,0,0,0,0,1,0,0,0,256,4832,2,4,0,1,1,0,40850,473,7887,766 MSa/s,56,8,8,16,255540,1766 1910 1766 1910 1766 1910 1766 1910
matrix_mult,test_8120_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,10,356,2,16,0,0,0,1,1,0,0,0,3560,712,2,1,0,1,1,1,4757,7,2241,11 MSa/s,15,2,2,4,73037,1688 1796
matrix_mult,test_8121_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,396,62,26,0,0,0,0,0,1,0,0,0,24552,1612,1,11,0,1,1,0,59035,329,34577,372 MSa/s,110,11,11,33,671671,1924 1924 1924 1924 1924 1924 1924 1924 1924 1924 1924
matrix_mult,test_8122_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,5784,10,2,16,0,0,0,0,0,0,0,0,57840,20,5,4,0,1,1,1,16411,1106,7256,1992 MSa/s,124,20,20,40,600200,1522 1522 1522 1574 1586 1522 1522 1522 1574 1586 1522 1522 1522 1574 1586 1522 1522 1522 1574 1586
matrix_mult,test_8123_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,388,108,2,0,0,0,0,0,0,0,0,0,41904,216,3,2,0,1,1,1,20944,58,9440,102 MSa/s,46,6,6,14,201576,1706 1658 1754 1706 1658 1754
matrix_mult,test_8126_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,984,120,6,16,0,0,0,1,1,0,0,0,118080,720,10,2,0,1,1,1,19629,490,9132,808 MSa/s,118,20,20,40,574754,1702 1758 1758 1758 1758 1758 1758 1758 1758 1820 1702 1758 1758 1758 1758 1758 1758 1758 1758 1820
matrix_mult,test_8127_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint16,40,4,24,16,0,0,1,0,0,0,0,0,160,96,1,1,0,1,1,1,2569,1238,573,2094 MSa/s,7,1,1,2,11913,1932
matrix_mult,test_8129_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,3140,8,12,0,0,0,0,1,1,0,0,0,25120,96,1,10,0,1,1,1,32085,2150,14926,3155 MSa/s,80,10,10,20,534480,1910 1910 1910 1910 1910 1910 1910 1910 1910 1910
matrix_mult,test_8133_aie1_hw_qor,AIE,matrix_mult,float,float,float,24,32,1008,0,0,0,0,0,1,0,0,0,768,32256,4,3,0,1,1,1,88227,1098,19455,1554 MSa/s,93,12,12,27,519228,2702 2692 2692 2616 2702 2692 2692 2616 2702 2692 2692 2616
matrix_mult,test_8136_aie1_hw_qor,AIE,matrix_mult,float,float,float,6912,8,4,0,0,0,1,1,0,0,0,0,55296,32,1,9,0,1,1,1,16460,2596,7127,4849 MSa/s,72,9,9,18,466605,2562 2562 2562 2562 2562 2562 2562 2562 2562
matrix_mult,test_8139_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,4,20,2,16,0,0,1,1,1,0,0,0,80,40,10,2,0,1,1,1,1072,129,46,217 MSa/s,86,20,20,40,45694,1472 1504 1504 1504 1504 1504 1504 1504 1504 1574 1472 1504 1504 1504 1504 1504 1504 1504 1504 1574
matrix_mult,test_8141_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,804,24,16,16,0,0,0,0,0,0,0,0,19296,384,2,3,0,1,1,1,20944,1658,9429,1705 MSa/s,45,6,6,12,223533,1844 1878 1844 1878 1844 1878
matrix_mult,test_8143_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,16,16,28,16,0,0,1,1,1,0,0,0,256,448,4,4,0,1,1,1,2280,2408,177,3163 MSa/s,84,16,16,32,71788,1796 1872 1872 1952 1796 1872 1872 1952 1796 1872 1872 1952 1796 1872 1872 1952
matrix_mult,test_8147_aie1_hw_qor,AIE,matrix_mult,float,float,float,572,744,32,0,0,0,0,0,1,0,0,0,425568,23808,6,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_8148_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint32,12,140,784,16,0,0,0,1,0,0,0,0,1680,109760,7,3,0,1,1,1,37935,747,7876,1493 MSa/s,153,21,21,42,793095,1656 1688 1688 1688 1688 1688 1736 1656 1688 1688 1688 1688 1688 1736 1656 1688 1688 1688 1688 1688 1736
matrix_mult,test_8150_aie1_hw_qor,AIE,matrix_mult,int16,int16,int32,8460,40,8,16,0,0,0,0,0,0,0,0,338400,320,2,15,0,1,1,1,13064,7747,5248,16129 MSa/s,195,30,30,60,1032165,1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756 1666 1756
matrix_mult,test_8152_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,12,1456,60,16,0,0,1,1,0,0,0,0,17472,87360,7,3,0,1,1,1,25705,86,4245,212 MSa/s,150,21,21,42,715527,1656 1688 1688 1688 1688 1688 1792 1656 1688 1688 1688 1688 1688 1792 1656 1688 1688 1688 1688 1688 1792
matrix_mult,test_8154_aie1_hw_qor,AIE,matrix_mult,cint32,cint32,cint32,8476,4,2,16,0,0,1,0,1,0,0,0,33904,8,1,13,0,1,1,1,8531,2685,2636,8038 MSa/s,104,13,13,26,572494,1812 1812 1812 1812 1812 1812 1812 1812 1812 1812 1812 1812 1812
matrix_mult,test_8155_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,152,28,24,16,0,0,1,0,1,0,0,0,4256,672,1,2,0,1,1,1,20936,484,9345,487 MSa/s,18,2,2,4,107538,1914 1914
matrix_mult,test_8158_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,38,8,40,16,0,0,0,0,0,0,0,0,304,320,1,1,0,1,1,1,7867,623,1823,1042 MSa/s,9,1,1,3,32649,1860
matrix_mult,test_8163_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,3874,24,4,16,0,0,1,1,0,0,0,0,92976,96,3,13,0,1,1,1,11912,1986,4952,3912 MSa/s,268,39,39,86,1086865,1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1686 1790 1634 1634 1686 1790 1790 1686 1618 1686 1790 1634
matrix_mult,test_8164_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,1232,736,80,16,0,0,1,1,0,0,0,0,906752,58880,8,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_8165_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,4,20,4,16,0,0,1,1,1,0,0,0,80,80,5,1,0,1,1,1,677,205,53,377 MSa/s,26,5,5,10,12329,1538 1572 1572 1572 1636
matrix_mult,test_8168_aie1_hw_qor,AIE,matrix_mult,float,float,float,3160,40,2,0,0,0,0,0,1,0,0,0,126400,80,5,5,0,1,1,1,8835,995,2857,2765 MSa/s,145,25,25,50,620285,1936 1818 1850 1850 1850 1936 1818 1850 1850 1850 1936 1818 1850 1850 1850 1936 1818 1850 1850 1850 1936 1818 1850 1850 1850
matrix_mult,test_8169_aie1_hw_qor,AIE,matrix_mult,int16,int16,int16,24,80,544,16,0,0,1,0,1,0,0,0,1920,43520,5,6,0,1,1,1,26709,2452,2281,7161 MSa/s,192,30,30,71,647580,1662 1694 1694 1694 1798 1662 1694 1694 1694 1798 1662 1694 1694 1694 1798 1662 1694 1694 1694 1798 1662 1694 1694 1694 1798 1662 1694 1694 1694 1798
matrix_mult,test_8170_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,17204,8,2,0,0,0,1,0,0,0,0,0,137632,16,2,11,0,1,1,1,21447,2611,10186,4222 MSa/s,176,22,22,44,882266,1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644
matrix_mult,test_8174_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,24,52,38,0,0,0,0,1,1,0,0,0,1248,1976,1,4,0,1,1,1,16436,164,6858,166 MSa/s,32,4,4,8,160800,1894 1894 1894 1894
matrix_mult,test_8177_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,144,336,340,0,0,0,1,0,1,0,0,0,48384,114240,14,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_8179_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,120,96,376,0,0,0,1,0,0,0,0,0,11520,36096,8,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_8180_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,8952,4,2,16,0,0,0,0,0,0,0,0,35808,8,1,12,0,1,1,1,12621,3622,6136,3647 MSa/s,108,12,12,24,600684,1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788 1788
matrix_mult,test_8181_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,168,70,10,16,0,0,1,0,0,0,0,0,11760,700,1,2,0,1,1,1,10726,387,5353,392 MSa/s,16,2,2,4,76048,1810 1810
matrix_mult,test_8183_aie1_hw_qor,AIE,matrix_mult,cint32,int16,cint32,5748,24,4,16,0,0,0,0,1,0,0,0,137952,96,6,6,0,1,1,1,19432,1811,8175,3517 MSa/s,270,36,36,84,1368426,1596 1672 1672 1672 1672 1572 1596 1672 1672 1672 1672 1572 1596 1672 1672 1672 1672 1572 1596 1672 1672 1672 1672 1596 1572 1596 1672 1672 1672 1672 1572 1672 1672 1672 1672 1572
matrix_mult,test_8186_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint16,364,24,48,16,0,0,1,1,1,0,0,0,8736,1152,1,13,0,1,1,1,13392,3783,5710,3824 MSa/s,91,13,13,26,357877,1894 1894 1894 1894 1894 1894 1894 1894 1894 1894 1894 1894 1894
matrix_mult,test_8193_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,2856,4,4,16,0,0,0,0,0,0,0,0,11424,16,1,6,0,1,1,1,10526,3741,1227,11638 MSa/s,48,6,6,12,243126,1960 1960 1960 1960 1960 1960
matrix_mult,test_8198_aie1_hw_qor,AIE,matrix_mult,int16,int16,int16,8,20,3084,16,0,0,0,0,0,0,0,0,160,61680,5,2,0,1,1,1,96794,3060,3885,7938 MSa/s,74,10,10,20,318516,1550 1562 1562 1562 1600 1550 1562 1562 1562 1600
matrix_mult,test_8199_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint32,20,16,104,16,0,0,1,0,1,0,0,0,320,1664,1,5,0,1,1,1,5317,1559,1371,1896 MSa/s,35,5,5,10,113325,1846 1846 1846 1846 1846
matrix_mult,test_8202_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,8,1120,2,16,0,0,0,1,1,0,0,0,8960,2240,1,2,0,1,1,1,5111,3,866,23 MSa/s,14,2,2,4,58258,1640 1640
matrix_mult,test_8211_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,2896,8,2,16,0,0,0,1,0,0,0,0,23168,16,2,2,0,1,1,1,12075,696,4565,1585 MSa/s,26,4,4,8,148002,1658 1772 1658 1772
matrix_mult,test_8214_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,17992,8,2,16,0,0,1,0,0,0,0,0,143936,16,2,13,0,1,1,1,11554,4529,4364,10316 MSa/s,169,26,26,52,922077,1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772 1658 1772
matrix_mult,test_8217_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint16,8,4,102,16,0,0,1,0,1,0,0,0,32,408,1,2,0,1,1,1,3695,2480,129,7906 MSa/s,14,2,2,4,17552,1732 1732
matrix_mult,test_8218_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint32,60,680,108,16,0,0,0,0,0,0,0,0,40800,73440,10,5,0,default,default,default,,,,,,,,,,
matrix_mult,test_8220_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,1568,44,16,16,0,0,1,0,0,0,0,0,68992,704,11,7,0,default,default,default,,,,,,,,,,
matrix_mult,test_8221_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,1788,2,8,16,0,0,0,1,0,0,0,0,3576,16,1,6,0,1,1,1,14645,2765,1665,10738 MSa/s,42,6,6,12,185526,1964 1964 1964 1964 1964 1964
matrix_mult,test_8222_aie1_hw_qor,AIE,matrix_mult,cint16,cint16,cint32,176,48,8,16,0,0,1,1,1,0,0,0,8448,384,1,2,0,1,1,1,11570,189,5030,349 MSa/s,14,2,2,4,66834,2204 2204
matrix_mult,test_8223_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint32,4884,210,4,16,0,0,0,1,1,0,0,0,1025640,840,15,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_8228_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,88,6,266,16,0,0,1,0,0,0,0,0,528,1596,1,11,0,1,1,1,10743,13688,1501,19493 MSa/s,88,11,11,22,353848,1970 1970 1970 1970 1970 1970 1970 1970 1970 1970 1970
matrix_mult,test_8236_aie1_hw_qor,AIE,matrix_mult,float,float,float,8,1140,8,0,0,0,0,0,0,0,0,0,9120,9120,3,1,0,1,1,1,15591,14,5913,13 MSa/s,29,3,3,10,153743,2424 2392 2296
matrix_mult,test_8238_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,160,12,8,16,0,0,0,0,1,0,0,0,1920,96,3,1,0,1,1,1,6334,622,2431,658 MSa/s,18,3,3,6,43161,1850 2414 2180
matrix_mult,test_8239_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,1288,4,30,0,0,0,1,1,1,0,0,0,5152,120,1,14,0,1,1,1,30655,3782,7378,6546 MSa/s,98,14,14,28,439152,1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846
matrix_mult,test_8240_aie1_hw_qor,AIE,matrix_mult,cint16,int32,cint32,1904,56,30,16,0,0,1,0,1,0,0,0,106624,1680,14,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_8242_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,372,20,48,16,0,0,0,0,0,0,0,0,7440,960,1,6,0,1,1,1,54019,984,16697,1336 MSa/s,42,6,6,12,277878,1816 1816 1816 1816 1816 1816
matrix_mult,test_8244_aie1_hw_qor,AIE,matrix_mult,cint16,int16,cint16,9920,4,8,16,0,0,0,0,1,0,0,0,39680,32,1,16,0,1,1,1,14393,14337,1829,54237 MSa/s,128,16,16,32,671888,1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880 1880
matrix_mult,test_8254_aie1_hw_qor,AIE,matrix_mult,int16,cint16,cint32,12,24,64,16,0,0,0,1,1,0,0,0,288,1536,1,1,0,1,1,1,4842,472,1970,487 MSa/s,7,1,1,2,27912,1836
matrix_mult,test_8255_aie1_hw_qor,AIE,matrix_mult,int16,cint32,cint32,136,224,10,16,0,0,0,1,1,0,0,0,30464,2240,14,2,0,1,1,1,8886,470,3664,463 MSa/s,131,28,28,47,276398,1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1964 1840 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1964 1840
matrix_mult,test_8260_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,1824,12,8,0,0,0,1,1,0,0,0,0,21888,96,3,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_8272_aie1_hw_qor,AIE,matrix_mult,float,float,float,528,12,48,0,0,0,1,1,1,0,0,0,6336,576,3,6,0,1,1,1,21867,3458,8857,3576 MSa/s,96,18,18,36,223578,2004 2010 2058 2004 2010 2058 2004 2010 2058 2004 2010 2058 2004 2010 2058 2004 2010 2058
matrix_mult,test_8274_aie1_hw_qor,AIE,matrix_mult,float,float,float,24,8,168,0,0,0,1,0,1,0,0,0,192,1344,1,1,0,1,1,1,29090,414,12088,416 MSa/s,9,1,1,3,46981,3078
matrix_mult,test_8277_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,8,28,48,0,0,0,0,1,1,0,0,0,224,1344,7,4,0,1,1,1,3853,1234,333,1441 MSa/s,120,28,28,40,162224,1760 1760 1820 1710 1760 1760 1760 1760 1760 1820 1710 1760 1760 1760 1760 1760 1820 1710 1760 1760 1760 1760 1760 1820 1710 1760 1760 1760
matrix_mult,test_8281_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,12,8,2,0,0,0,1,0,0,0,0,0,96,16,1,3,0,1,1,1,570,212,80,375 MSa/s,21,3,3,6,9240,1936 1936 1936
matrix_mult,test_8285_aie1_hw_qor,AIE,matrix_mult,int32,cint16,cint32,4,144,126,16,0,0,1,1,1,0,0,0,576,18144,4,1,0,1,1,1,20177,75,3813,165 MSa/s,22,4,4,7,93985,1608 1656 1656 1760
matrix_mult,test_8286_aie1_hw_qor,AIE,matrix_mult,cint32,int32,cint32,5976,24,4,16,0,0,1,1,1,0,0,0,143424,96,12,6,0,default,default,default,,,,,,,,,,
matrix_mult,test_8289_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,21784,8,2,0,0,0,1,0,1,0,0,0,174272,16,2,14,0,1,1,1,21338,3323,10134,5373 MSa/s,224,28,28,56,1117508,1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644 1764 1644
matrix_mult,test_8290_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,36,92,72,16,0,0,1,0,1,0,0,0,3312,6624,1,1,0,1,1,1,47210,156,20676,156 MSa/s,13,1,1,4,75913,1854
matrix_mult,test_8291_aie1_hw_qor,AIE,matrix_mult,cfloat,cfloat,cfloat,44,126,4,0,0,0,0,0,0,0,0,0,5544,504,3,1,0,1,1,1,9685,44,4933,44 MSa/s,23,3,3,7,106901,2162 2242 2310
matrix_mult,test_8292_aie1_hw_qor,AIE,matrix_mult,cfloat,float,cfloat,4,76,96,0,0,0,1,1,0,0,0,0,304,7296,1,2,0,1,1,1,28152,40,4467,107 MSa/s,16,2,2,4,74256,1838 1838
matrix_mult,test_8293_aie1_hw_qor,AIE,matrix_mult,int32,int32,int32,280,8,24,16,0,0,1,0,0,0,0,0,2240,192,2,2,0,1,1,1,7788,2494,3312,2536 MSa/s,24,4,4,8,83490,1766 1842 1766 1842
matrix_mult,test_8298_aie1_hw_qor,AIE,matrix_mult,int16,int32,int32,12,656,12,16,0,0,0,1,0,0,0,0,7872,7872,8,1,0,1,1,1,2568,180,980,183 MSa/s,40,8,8,15,113074,1752 1800 1800 1800 1800 1800 1800 1876
matrix_mult,test_8301_aie1_hw_qor,AIE,matrix_mult,float,cfloat,cfloat,4,96,92,0,0,0,1,1,0,0,0,0,384,8832,8,1,0,1,1,1,11287,139,3291,139 MSa/s,56,8,8,16,169778,2424 2610 2610 2610 2610 2610 2610 2690
matrix_mult,test_8302_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,4540,24,4,16,0,0,1,1,0,0,0,0,108960,96,6,5,0,1,1,1,6717,5761,3895,5827 MSa/s,220,30,30,65,1084355,1768 1732 1692 1768 1768 1768 1768 1732 1692 1768 1768 1768 1768 1732 1692 1768 1768 1768 1768 1732 1692 1768 1768 1768 1768 1732 1692 1768 1768 1768
matrix_mult,test_8308_aie1_hw_qor,AIE,matrix_mult,int32,int16,int32,5628,8,4,16,0,0,0,1,0,0,0,0,45024,32,2,7,0,1,1,1,5915,8040,3450,8156 MSa/s,112,14,14,28,571753,1692 1732 1692 1732 1692 1732 1692 1732 1692 1732 1692 1732 1692 1732
matrix_mult,test_8309_aie1_hw_qor,AIE,matrix_mult,float,float,float,24,8,1316,0,0,0,0,1,0,0,0,0,192,10528,2,6,0,1,1,1,50086,4417,3649,10819 MSa/s,78,12,12,24,409788,1602 1606 1602 1606 1602 1606 1602 1606 1602 1606 1602 1606
matrix_mult,test_8310_aie1_hw_qor,AIE,matrix_mult,int32,cint32,cint32,234,20,200,16,0,0,0,1,0,0,0,0,4680,4000,1,13,0,1,1,1,81063,1727,25834,2264 MSa/s,143,13,13,39,856245,1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756 1756
