Library Element,Test Name,AIE_VARIANT,UUT_KERNEL,T_DATA_A,T_DATA_B,DATA_OUT_TYPE,P_DIM_A,P_DIM_AB,P_DIM_B,P_SHIFT,P_ROUND_MODE,P_SAT_MODE,P_DIM_A_LEADING,P_DIM_B_LEADING,P_DIM_OUT_LEADING,P_ADD_TILING_A,P_ADD_TILING_B,P_ADD_DETILING_OUT,P_INPUT_WINDOW_VSIZE_A,P_INPUT_WINDOW_VSIZE_B,P_CASC_LEN,UUT_SSR,SINGLE_BUF,COMPILE,SIM,FUNC,Latency (ns),Throughput (MSa/s),cycleCountAvg,throughputCycleCount,NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
matrix_mult,test_11761_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,699,36,16,16,0,0,1,1,0,0,0,0,25164,576,3,3,0,1,1,1,25998,1217,11625,1202 MSa/s,99,9,9,21,615327,1016 1048 1090 1016 1048 1090 1016 1048 1090
matrix_mult,test_11762_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,24,128,504,16,0,0,0,0,1,0,0,0,3072,64512,2,2,0,1,1,1,69765,518,21051,718 MSa/s,56,4,4,10,388290,1070 1242 1070 1242
matrix_mult,test_11763_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,252,260,24,16,0,0,1,1,1,0,0,0,65520,6240,5,1,0,1,1,1,18115,821,8700,868 MSa/s,57,5,5,9,346496,950 982 982 982 1060
matrix_mult,test_11767_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,4880,28,16,16,0,0,1,0,0,0,0,0,136640,448,1,10,0,1,1,1,23480,5408,11188,8723 MSa/s,180,10,10,30,1229240,1126 1126 1126 1126 1126 1126 1126 1126 1126 1126
matrix_mult,test_11770_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint32,6,320,544,16,0,0,0,1,1,0,0,0,1920,174080,16,1,0,1,1,1,51195,260,10287,396 MSa/s,145,16,16,32,799347,1334 1334 1334 1334 1334 1334 1334 1334 1334 1400 1254 1334 1334 1334 1334 1334
matrix_mult,test_11777_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,2460,32,32,16,0,0,1,0,1,0,0,0,78720,1024,8,15,0,default,default,default,,,,,,,,,,
matrix_mult,test_11783_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,952,144,32,16,0,0,0,0,0,0,0,0,137088,4608,4,2,0,1,1,1,26088,2073,13854,2748 MSa/s,80,8,8,18,450614,972 1006 1006 1046 972 1006 1006 1046
matrix_mult,test_11787_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,40,56,32,16,0,0,1,0,0,0,0,0,2240,1792,1,10,0,1,1,1,2866,1777,265,6037 MSa/s,70,10,10,20,184780,1074 1074 1074 1074 1074 1074 1074 1074 1074 1074
matrix_mult,test_11802_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,564,8,72,16,0,0,0,0,1,0,0,0,4512,576,1,3,0,1,1,1,8719,14967,2367,21444 MSa/s,36,3,3,6,194040,974 974 974
matrix_mult,test_11804_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,272,420,16,16,0,0,1,1,1,0,0,0,114240,6720,5,2,0,1,1,1,13001,933,5917,919 MSa/s,98,10,10,22,621460,1124 1188 1188 1188 1230 1124 1188 1188 1188 1230
matrix_mult,test_11810_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,616,104,376,16,0,0,1,1,0,0,0,0,64064,39104,2,11,0,1,1,1,48700,14125,19513,17528 MSa/s,237,22,22,54,1628495,1048 992 1048 992 1048 992 1048 992 1048 992 1048 992 1048 992 1048 1048 992 1048 992 992 1048 992
matrix_mult,test_11811_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,128,80,304,16,0,0,0,0,1,0,0,0,10240,24320,2,8,0,1,1,1,38736,3013,10045,4842 MSa/s,192,16,16,44,1206920,1136 1300 1136 1300 1136 1300 1136 1300 1136 1300 1136 1300 1136 1300 1136 1300
matrix_mult,test_11816_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,4,1440,8,16,0,0,0,0,0,0,0,0,5760,11520,12,1,0,1,1,1,2083,163,331,120 MSa/s,54,12,12,22,119071,1076 1076 1076 1076 1076 1126 978 1076 1076 1076 1076 1076
matrix_mult,test_11818_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,7672,12,24,16,0,0,1,0,0,0,0,0,92064,288,1,14,0,1,1,1,37320,14324,9470,24304 MSa/s,182,14,14,28,1168132,1076 1076 1076 1076 1076 1076 1076 1076 1076 1076 1076 1076 1076 1076
matrix_mult,test_11819_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,616,588,160,16,0,0,0,1,1,0,0,0,362208,94080,7,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11821_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,5,4,240,16,0,0,1,1,0,0,0,0,20,960,1,1,0,1,1,1,7001,1028,1422,1054 MSa/s,9,1,1,2,37107,1334
matrix_mult,test_11824_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,424,44,16,16,0,0,0,1,0,0,0,0,18656,704,11,1,0,default,default,default,,,,,,,,,,
matrix_mult,test_11826_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,8,120,3224,16,0,0,0,0,0,0,0,0,960,386880,15,1,0,1,1,1,66790,2708,5445,5921 MSa/s,152,15,15,29,862382,952 952 952 952 952 952 952 952 952 952 1018 902 952 952 952
matrix_mult,test_11827_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,1107,8,104,16,0,0,0,0,0,0,0,0,8856,832,2,9,0,1,1,1,50771,6788,20772,6928 MSa/s,135,18,18,36,631161,1032 1006 1032 1006 1032 1006 1032 1006 1032 1006 1032 1006 1032 1006 1032 1006 1032 1006
matrix_mult,test_11829_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,5764,32,24,16,0,0,1,1,0,0,0,0,184448,768,2,11,0,1,1,1,52928,7615,22873,10549 MSa/s,257,22,22,52,1407527,1074 996 1074 996 1074 996 1074 996 1074 996 1074 996 1074 996 1074 1074 996 1074 996 996 1074 996
matrix_mult,test_11830_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,888,136,80,16,0,0,1,1,1,0,0,0,120768,10880,2,12,0,1,1,1,243371,575,148910,596 MSa/s,360,24,24,81,2632356,1632 1354 1632 1354 1632 1354 1632 1354 1632 1354 1632 1354 1632 1354 1632 1354 1632 1354 1632 1632 1354 1354 1632 1354
matrix_mult,test_11836_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,1946,30,40,16,0,0,1,0,1,0,0,0,58380,1200,1,14,0,1,1,1,107192,1380,63453,1533 MSa/s,182,14,14,28,1255198,1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032
matrix_mult,test_11837_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,24,352,240,16,0,0,0,0,0,0,0,0,8448,84480,4,3,0,1,1,1,24797,707,4906,1467 MSa/s,114,12,12,24,647205,1406 1810 1810 1710 1406 1810 1810 1710 1406 1810 1810 1710
matrix_mult,test_11838_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,31,12,376,16,0,0,0,1,0,0,0,0,372,4512,1,1,0,1,1,1,99193,352,35513,410 MSa/s,15,1,1,3,87914,1168
matrix_mult,test_11839_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,255,22,32,16,0,0,0,0,0,0,0,0,5610,704,1,1,0,1,1,1,128661,122,74991,136 MSa/s,17,1,1,3,123651,1256
matrix_mult,test_11841_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,16,424,16,16,0,0,0,0,0,0,0,0,6784,6784,4,4,0,1,1,1,2890,375,859,372 MSa/s,88,16,16,32,308844,1042 1084 1010 1042 1042 1084 1010 1042 1042 1084 1010 1042 1042 1084 1010 1042
matrix_mult,test_11842_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,52,48,208,16,0,0,0,1,0,0,0,0,2496,9984,2,1,0,1,1,1,32376,989,13293,1017 MSa/s,19,2,2,4,107601,1008 1094
matrix_mult,test_11843_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,21604,20,16,16,0,0,1,1,1,0,0,0,432080,320,5,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11847_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,164,160,64,16,0,0,1,1,0,0,0,0,26240,10240,4,4,0,1,1,1,112085,279,46970,279 MSa/s,200,16,16,36,1278732,1314 1380 1222 1314 1314 1380 1222 1314 1314 1380 1222 1314 1314 1380 1222 1314
matrix_mult,test_11849_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,51,2,344,16,0,0,0,0,1,0,0,0,102,688,1,3,0,1,1,1,51018,1718,6887,3184 MSa/s,30,3,3,6,181689,1010 1010 1010
matrix_mult,test_11852_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,3,96,1144,16,0,0,1,0,1,0,0,0,288,109824,16,3,0,default,default,default,,,,,,,,,,
matrix_mult,test_11854_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,24,52,16,16,0,0,1,0,1,0,0,0,1248,832,1,2,0,1,1,1,459,2258,147,3265 MSa/s,14,2,2,4,19160,1012 1012
matrix_mult,test_11855_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,16,16,1272,16,0,0,1,1,1,0,0,0,256,20352,1,2,0,1,1,1,39292,2069,7180,3543 MSa/s,24,2,2,4,169312,1148 1148
matrix_mult,test_11859_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,1168,34,64,16,0,0,0,1,0,0,0,0,39712,2176,1,16,0,1,1,1,95293,2306,35809,2609 MSa/s,224,16,16,32,1547408,1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104 1104
matrix_mult,test_11861_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,20,44,1344,16,0,0,1,0,1,0,0,0,880,59136,11,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11868_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,104,72,32,16,0,0,1,1,0,0,0,0,7488,2304,2,13,0,1,1,1,1912,7172,461,12235 MSa/s,141,26,26,57,353873,1124 1224 1124 1224 1124 1224 1124 1224 1124 1224 1124 1224 1124 1224 1124 1224 1124 1224 1224 1124 1124 1224 1124 1224 1124 1224
matrix_mult,test_11872_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,84,112,480,16,0,0,0,1,0,0,0,0,9408,53760,7,3,0,1,1,1,35512,3408,14344,3513 MSa/s,156,21,21,36,928158,1040 1040 1094 1024 1040 1040 1040 1040 1040 1094 1024 1040 1040 1040 1040 1040 1094 1024 1040 1040 1040
matrix_mult,test_11873_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,11584,24,8,16,0,0,1,1,1,0,0,0,278016,192,2,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11874_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,52,16,96,16,0,0,1,1,0,0,0,0,832,1536,1,13,0,1,1,1,4333,8077,308,20259 MSa/s,91,13,13,26,231894,1094 1094 1094 1094 1094 1094 1094 1094 1094 1094 1094 1094 1094
matrix_mult,test_11876_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,1540,312,16,16,0,0,1,0,0,0,0,0,480480,4992,3,5,0,1,1,1,38021,1118,19523,1577 MSa/s,195,15,15,32,1391020,1056 1090 1144 1056 1090 1144 1056 1090 1144 1056 1090 1144 1056 1090 1144
matrix_mult,test_11882_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,580,12,16,16,0,0,0,1,1,0,0,0,6960,192,3,1,0,1,1,1,13671,1982,5537,2094 MSa/s,19,3,3,6,73148,968 1024 1054
matrix_mult,test_11883_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,4824,12,8,16,0,0,0,0,0,0,0,0,57888,96,1,9,0,default,default,default,,,,,,,,,,
matrix_mult,test_11884_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,26,108,408,16,0,0,0,0,1,0,0,0,2808,44064,6,13,0,default,default,default,,,,,,,,,,
matrix_mult,test_11887_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,7784,96,24,16,0,0,1,1,1,0,0,0,747264,2304,2,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11895_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,1008,312,8,16,0,0,1,0,0,0,0,0,314496,2496,13,3,0,default,default,default,,,,,,,,,,
matrix_mult,test_11896_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,8,744,8,16,0,0,0,1,0,0,0,0,5952,5952,2,1,0,1,1,1,1165,107,584,136 MSa/s,10,2,2,4,52301,910 972
matrix_mult,test_11899_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,196,16,112,16,0,0,1,0,0,0,0,0,3136,1792,2,7,0,1,1,1,13030,5056,5398,5083 MSa/s,84,14,14,23,332087,1484 1560 1484 1560 1484 1560 1484 1560 1484 1560 1484 1560 1484 1560
matrix_mult,test_11901_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,56,4,1384,16,0,0,1,0,0,0,0,0,224,5536,2,14,0,default,default,default,,,,,,,,,,
matrix_mult,test_11903_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,4316,28,16,16,0,0,1,1,0,0,0,0,120848,448,1,13,0,1,1,1,17001,6725,8231,10487 MSa/s,169,13,13,26,1111292,1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068
matrix_mult,test_11904_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint32,2079,12,16,16,0,0,0,1,1,0,0,0,24948,192,3,9,0,1,1,1,9875,11226,3480,11948 MSa/s,192,27,27,70,805464,1026 1020 1070 1026 1020 1070 1026 1070 1020 1026 1020 1070 1026 1020 1070 1070 1020 1026 1070 1020 1026 1070 1020 1026 1026 1070 1020
matrix_mult,test_11906_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,39,26,288,16,0,0,1,0,1,0,0,0,1014,7488,1,3,0,1,1,1,57179,587,23870,588 MSa/s,57,3,3,6,382299,1120 1120 1120
matrix_mult,test_11907_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint32,48,48,32,16,0,0,0,0,0,0,0,0,2304,1536,1,3,0,1,1,1,9763,461,4129,465 MSa/s,21,3,3,6,86526,1350 1350 1350
matrix_mult,test_11912_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,10,52,1104,16,0,0,0,0,0,0,0,0,520,57408,13,2,0,1,1,1,61150,1088,8197,1683 MSa/s,213,26,26,51,1072998,1368 1368 1368 1368 1368 1368 1372 1262 1368 1368 1368 1368 1368 1368 1368 1368 1368 1368 1368 1372 1262 1368 1368 1368 1368 1368
matrix_mult,test_11925_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,4256,4,24,16,0,0,0,1,1,0,0,0,17024,96,2,16,0,default,default,default,,,,,,,,,,
matrix_mult,test_11933_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,52,8,1256,16,0,0,1,1,0,0,0,0,416,10048,1,13,0,1,1,1,52150,8766,4266,19137 MSa/s,156,13,13,26,1077284,1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110
matrix_mult,test_11934_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,28,8,48,16,0,0,0,1,1,0,0,0,224,384,1,1,0,1,1,1,1200,4887,183,9180 MSa/s,7,1,1,2,10024,1038
matrix_mult,test_11937_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,216,222,128,16,0,0,0,0,1,0,0,0,47952,28416,1,6,0,1,1,1,55146,1423,17154,2014 MSa/s,132,6,6,24,959112,1078 1078 1078 1078 1078 1078
matrix_mult,test_11939_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,87,12,80,16,0,0,1,0,1,0,0,0,1044,960,1,1,0,1,1,1,107924,192,38302,227 MSa/s,14,1,1,3,89971,1272
matrix_mult,test_11943_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,205,14,16,16,0,0,1,1,0,0,0,0,2870,224,1,1,0,1,1,1,49584,189,21552,190 MSa/s,17,1,1,3,104211,1234
matrix_mult,test_11945_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,77,8,56,16,0,0,1,1,1,0,0,0,616,448,1,1,0,1,1,1,47542,269,15651,344 MSa/s,10,1,1,3,53747,1264
matrix_mult,test_11948_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,4,1984,80,16,0,0,1,0,0,0,0,0,7936,158720,16,1,0,1,1,1,17890,63,1517,263 MSa/s,124,16,16,32,704631,1088 1088 1088 1088 1088 1088 1088 1088 1088 1122 1022 1088 1088 1088 1088 1088
matrix_mult,test_11949_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,8,104,48,16,0,0,1,1,0,0,0,0,832,4992,1,2,0,1,1,1,2912,383,490,979 MSa/s,18,2,2,4,54112,1118 1118
matrix_mult,test_11951_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,1936,144,16,16,0,0,0,0,1,0,0,0,278784,2304,9,8,0,default,default,default,,,,,,,,,,
matrix_mult,test_11952_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint32,19,52,8,16,0,0,0,0,0,0,0,0,988,416,1,1,0,1,1,1,5062,84,2209,86 MSa/s,7,1,1,2,15882,1068
matrix_mult,test_11954_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,3100,30,24,16,0,0,1,0,0,0,0,0,93000,720,3,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11955_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,70,16,1152,16,0,0,1,1,0,0,0,0,1120,18432,4,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11958_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,304,102,24,16,0,0,1,0,0,0,0,0,31008,2448,3,1,0,1,1,1,14736,778,6524,1397 MSa/s,33,3,3,6,198838,994 994 1066
matrix_mult,test_11960_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,324,3744,8,16,0,0,0,1,1,0,0,0,1213056,29952,13,9,0,default,default,default,,,,,,,,,,
matrix_mult,test_11962_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,1070,840,8,16,0,0,1,1,1,0,0,0,898800,6720,15,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_11963_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,348,1340,48,16,0,0,1,1,0,0,0,0,466320,64320,5,6,0,default,default,default,,,,,,,,,,
matrix_mult,test_11970_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,8,2688,64,16,0,0,1,0,0,0,0,0,21504,172032,6,1,0,1,1,1,23110,70,2077,308 MSa/s,62,6,6,12,447461,986 1084 1084 1084 1084 1102
matrix_mult,test_11971_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,76,728,168,16,0,0,0,1,1,0,0,0,55328,122304,14,1,0,1,1,1,105059,365,39237,406 MSa/s,119,14,14,29,792617,1042 1042 1042 1042 1042 1042 1042 1042 1042 1042 1042 1042 1090 960
matrix_mult,test_11972_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,32,3464,8,16,0,0,0,1,0,0,0,0,110848,27712,4,2,0,1,1,1,20347,26,5745,55 MSa/s,132,8,8,18,906550,1022 1056 1056 1156 1022 1056 1056 1156
matrix_mult,test_11973_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,56,4,1840,16,0,0,1,0,0,0,0,0,224,7360,1,7,0,1,1,1,79936,15469,944,136440 MSa/s,98,7,7,14,634676,972 972 972 972 972 972 972
matrix_mult,test_11977_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,17600,4,8,16,0,0,1,1,0,0,0,0,70400,32,1,11,0,1,1,1,16839,21859,1630,107975 MSa/s,176,11,11,22,1153636,1036 1036 1036 1036 1036 1036 1036 1036 1036 1036 1036
matrix_mult,test_11980_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,1000,152,24,16,0,0,0,1,1,0,0,0,152000,3648,1,10,0,1,1,1,13838,4284,6968,4305 MSa/s,140,10,10,20,968120,1044 1044 1044 1044 1044 1044 1044 1044 1044 1044
matrix_mult,test_11982_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,24,72,160,16,0,0,1,0,1,0,0,0,1728,11520,1,1,0,1,1,1,45494,249,13432,357 MSa/s,13,1,1,3,92844,1218
matrix_mult,test_11984_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,84,448,48,16,0,0,1,0,1,0,0,0,37632,21504,1,3,0,1,1,1,20808,312,9800,514 MSa/s,42,3,3,6,318468,1044 1044 1044
matrix_mult,test_11986_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int16,12,8,328,16,0,0,0,0,1,0,0,0,96,2624,1,3,0,1,1,1,6346,7454,188,26170 MSa/s,21,3,3,6,54264,960 960 960
matrix_mult,test_11988_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,47,8,120,16,0,0,0,0,0,0,0,0,376,960,2,1,0,1,1,1,35232,479,14326,492 MSa/s,15,2,2,4,63247,974 998
matrix_mult,test_11989_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,48,184,16,16,0,0,0,1,1,0,0,0,8832,2944,1,4,0,1,1,1,1405,1297,344,2790 MSa/s,28,4,4,8,97456,1012 1012 1012 1012
matrix_mult,test_11990_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,48,6,136,16,0,0,1,1,1,0,0,0,288,816,1,4,0,1,1,1,2930,9905,461,17700 MSa/s,28,4,4,8,76464,990 990 990 990
matrix_mult,test_11994_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,2024,64,32,16,0,0,0,0,0,0,0,0,129536,2048,8,11,0,default,default,default,,,,,,,,,,
matrix_mult,test_11995_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,14,32,48,16,0,0,1,1,0,0,0,0,448,1536,8,1,0,1,1,1,3138,1118,729,1152 MSa/s,41,8,8,15,38971,1148 1148 1136 1462 1148 1148 1148 1148
matrix_mult,test_11997_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,288,272,176,16,0,0,0,0,0,0,0,0,78336,47872,8,6,0,default,default,default,,,,,,,,,,
matrix_mult,test_11998_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint32,9,20,544,16,0,0,0,0,1,0,0,0,180,10880,1,1,0,1,1,1,74562,196,25606,239 MSa/s,14,1,1,3,86346,1190
matrix_mult,test_12001_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,10224,256,16,16,0,0,1,1,1,0,0,0,2617344,4096,16,12,0,default,default,default,,,,,,,,,,
matrix_mult,test_12005_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,cint16,cint16,5,4,240,16,0,0,1,0,0,0,0,0,20,960,1,1,0,1,1,1,7194,1671,863,1738 MSa/s,7,1,1,2,19658,1080
matrix_mult,test_12009_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int32,int32,360,20,16,16,0,0,0,1,1,0,0,0,7200,320,1,6,0,1,1,1,1726,9171,752,9574 MSa/s,42,6,6,12,103572,1096 1096 1096 1096 1096 1096
matrix_mult,test_12015_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,408,24,16,16,0,0,1,0,1,0,0,0,9792,384,4,1,0,1,1,1,8240,2493,3051,2674 MSa/s,32,4,4,7,140955,1202 1180 1180 1370
matrix_mult,test_12017_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,1040,4,8,16,0,0,0,0,1,0,0,0,4160,32,2,2,0,1,1,1,5895,4982,1871,5558 MSa/s,32,4,4,8,108962,918 1036 918 1036
matrix_mult,test_12018_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,88,384,8,16,0,0,1,0,1,0,0,0,33792,3072,4,2,0,1,1,1,3028,416,1549,568 MSa/s,74,8,8,18,318262,948 964 964 1008 948 964 964 1008
matrix_mult,test_12025_aie22_hw_qor,AIE-MLv2,matrix_mult,int16,int16,int32,1620,40,136,16,0,0,0,0,1,0,0,0,64800,5440,5,15,0,default,default,default,,,,,,,,,,
matrix_mult,test_12027_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,860,12,16,16,0,0,0,0,0,0,0,0,10320,192,1,1,0,1,1,1,16646,1329,6037,2849 MSa/s,16,1,1,3,99308,978
matrix_mult,test_12029_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,180,4,56,16,0,0,0,0,0,0,0,0,720,224,1,1,0,1,1,1,16508,1807,1907,6607 MSa/s,10,1,1,3,49196,972
matrix_mult,test_12036_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint16,cint32,158,12,16,16,0,0,1,0,1,0,0,0,1896,192,1,2,0,1,1,1,8365,837,3737,845 MSa/s,18,2,2,4,78290,1042 1042
matrix_mult,test_12040_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,1320,12,16,16,0,0,1,0,0,0,0,0,15840,192,3,5,0,1,1,1,13492,4614,5692,4638 MSa/s,90,15,15,25,332850,1234 1554 1442 1234 1554 1442 1234 1554 1442 1234 1554 1442 1234 1554 1442
matrix_mult,test_12042_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint32,16,3168,104,16,0,0,1,1,1,0,0,0,50688,329472,12,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_12043_aie22_hw_qor,AIE-MLv2,matrix_mult,cint32,cint32,cint32,8,324,160,16,0,0,0,1,1,0,0,0,2592,51840,9,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_12044_aie22_hw_qor,AIE-MLv2,matrix_mult,cint16,int16,cint16,4624,88,8,16,0,0,0,0,0,0,0,0,406912,704,11,4,0,default,default,default,,,,,,,,,,
matrix_mult,test_12053_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int32,int32,15880,20,8,16,0,0,1,1,1,0,0,0,317600,160,5,10,0,default,default,default,,,,,,,,,,
matrix_mult,test_12057_aie22_hw_qor,AIE-MLv2,matrix_mult,int32,int16,int32,52,44,1088,16,0,0,1,1,1,0,0,0,2288,47872,2,13,0,1,1,1,28219,8024,2884,25167 MSa/s,285,26,26,65,1773213,940 1022 940 1022 940 1022 940 1022 940 1022 940 1022 940 1022 1022 940 940 1022 940 1022 940 1022 940 1022 940 1022
