UUT_KERNEL,DATA_A,DATA_B,DIM_A,DIM_B,DIM_A_LEADING,SHIFT,ROUND_MODE,SAT_MODE,NUM_FRAMES,CASC_LEN,UUT_SSR,USE_MATRIX_RELOAD,API_IO,DUAL_IP,NUM_OUTPUTS,AIE_VARIANT,SINGLE_BUF,COMPILE,SIM,FUNC,Latency_last (ns),Throughput_last (MSa/s),Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
matrix_vector_mul,int16,int32,144,1928,1,0,0,0,1,1,9,0,0,0,1,22,,1,1,1,46550.0,17358.0,16096.0,46439.54,17358.94,15993.6,4606.0,75345.2,108.0,9.0,9.0,18.0,715302.0,1134 1134 1134 1134 1134 1134 1134 1134 1134
matrix_vector_mul,cfloat,float,60,48,1,0,0,0,10,6,3,0,0,0,1,1,,1,1,1,7790.0,11232.0,3387.2,7790.4,11235.95,2563.2,942.0,38216.56,126.0,18.0,18.0,36.0,521847.0,1866 1914 1914 1914 1914 1978 1866 1914 1914 1914 1914 1978 1866 1914 1914 1914 1914 1978
matrix_vector_mul,float,cfloat,864,40,1,0,0,0,2,5,9,1,1,0,2,1,,1,1,1,2771.0,59076.0,276.8,2727.36,59143.38,1145.06,1457.0,59463.17,180.0,45.0,45.0,79.0,664605.0,2138 2216 2154 2154 2154 2154 2154 2154 2216 2138 2138 2216 2216 2154 2138 2138 2154 2138 2154 2154 2138 2138 2216 2138 2138 2138 2216 2154 2154 2154 2154 2154 2154 2216 2122 2138 2216 2154 2154 2154 2154 2154 2154 2216 2138
matrix_vector_mul,cint32,int32,8,8,1,0,0,0,3,1,2,0,0,0,1,1,,1,1,1,782.0,1222.0,264.0,785.06,1224.48,156.8,51.0,4705.88,14.0,2.0,2.0,4.0,8280.0,1840 1840
matrix_vector_mul,cint16,int16,104,64,1,0,0,0,1,1,1,1,1,0,2,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,int16,7056,32,1,0,0,0,1,2,7,1,1,1,2,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,cfloat,1260,20,1,0,0,0,3,5,5,1,0,0,1,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int32,int16,40,96,1,0,0,0,127,6,5,0,0,0,1,2,,1,1,1,59805.0,24334.0,20360.0,59677.6,24319.79,19978.58,8797.0,69304.22,330.0,30.0,30.0,60.0,2300880.0,1216 1184 1216 1216 1216 1264 1216 1184 1216 1216 1216 1264 1216 1184 1216 1216 1216 1264 1216 1184 1216 1216 1216 1264 1216 1184 1216 1216 1216 1264
matrix_vector_mul,int32,cint16,288,160,1,0,0,0,6,10,4,1,0,0,1,22,,1,1,1,19303.0,64029.0,5326.4,19049.59,61447.8,4331.2,5678.0,60866.5,406.0,40.0,40.0,61.0,2359184.0,1432 1374 1432 1374 1374 1358 1374 1374 1358 1374 1374 1374 1374 1374 1374 1374 1374 1374 1374 1432 1374 1374 1374 1432 1374 1374 1374 1358 1374 1374 1374 1358 1374 1374 1374 1374 1374 1374 1374 1374
matrix_vector_mul,cint16,cint32,1776,32,1,0,0,0,1,2,6,1,1,0,1,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,float,cfloat,48,12,1,0,0,0,26,3,6,1,0,0,1,1,,1,1,1,1816.0,24672.0,852.8,1800.0,24438.64,604.4,706.0,26515.58,108.0,18.0,18.0,36.0,214368.0,1732 1740 1832 1732 1740 1832 1732 1740 1832 1732 1740 1832 1732 1740 1832 1732 1740 1832
matrix_vector_mul,cint32,cint32,8,80,1,0,0,0,68,5,2,0,0,0,1,22,,1,1,1,34549.0,3662.0,12291.2,34452.8,3656.89,11884.8,6228.0,8734.74,102.0,10.0,10.0,20.0,553192.0,1044 1062 1062 1062 1126 1044 1062 1062 1062 1126
matrix_vector_mul,float,float,40,80,1,0,0,0,38,2,5,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int32,cint32,64,52,1,0,0,0,5,1,2,0,0,0,1,2,,1,1,1,35896.0,1377.0,12134.4,35864.8,1377.66,12044.8,6752.0,3080.56,18.0,2.0,2.0,4.0,84402.0,1328 1328
matrix_vector_mul,cint16,cint32,288,20,1,0,0,0,10,5,2,0,0,0,1,2,,1,1,1,13915.0,12489.0,5798.4,13915.2,12491.32,4611.2,1386.0,51948.05,92.0,10.0,10.0,18.0,535218.0,992 1072 1072 1072 1200 992 1072 1072 1072 1200
matrix_vector_mul,int16,cint32,176,4,1,0,0,0,36,1,1,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cint32,cint32,4,1696,1,0,0,0,8,8,1,0,0,0,1,22,,1,1,1,54175.0,3181.0,22616.0,54116.8,3179.6,17059.2,8227.0,8246.01,98.0,8.0,8.0,16.0,669572.0,1044 1062 1062 1062 1062 1062 1062 1126
matrix_vector_mul,cfloat,cfloat,1800,16,1,0,0,0,1,4,3,1,1,0,1,2,,1,1,0,318192.0,822.0,971.2,317984.91,821.56,34760.8,43818.0,821.59,96.0,12.0,12.0,24.0,490242.0,2208 2256 2256 2304 2208 2256 2256 2304 2208 2256 2256 2304
matrix_vector_mul,cint32,int32,8,88,1,0,0,0,10,1,1,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cint16,cint16,24,160,1,0,0,0,16,10,1,1,0,0,1,2,,1,1,1,4956.0,38690.0,2131.19,4955.84,38654.02,1589.6,1972.0,38945.23,93.0,10.0,10.0,20.0,537026.0,1392 1424 1424 1424 1424 1424 1424 1424 1424 1472
matrix_vector_mul,int16,int32,1216,64,1,0,0,0,11,8,4,0,0,0,1,2,,1,1,1,67845.0,50786.0,17139.2,67817.96,50786.9,16826.93,7688.0,139206.45,328.0,32.0,32.0,75.0,1911704.0,1296 1296 1232 1296 1296 1296 1296 1376 1296 1296 1232 1296 1296 1296 1296 1376 1296 1296 1232 1296 1296 1296 1296 1376 1296 1296 1232 1296 1296 1296 1296 1376
matrix_vector_mul,int16,cint32,752,16,1,0,0,0,5,2,1,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,cfloat,56,4,1,0,0,0,1,1,2,1,1,0,2,1,,1,1,1,976.0,1866.0,52.8,-1.0,1856.14,-1.0,108.0,2592.59,8.0,2.0,2.0,2.0,8544.0,1688 1688
matrix_vector_mul,float,cfloat,376,4,1,0,0,0,6,1,1,0,0,0,1,22,,1,1,1,287864.0,156.0,57683.2,287861.46,156.73,57570.9,62989.0,179.07,14.0,1.0,1.0,3.0,75057.0,1802
matrix_vector_mul,int32,int16,56,512,1,0,0,0,30,8,7,0,0,0,1,2,,1,1,1,58048.0,44907.0,20492.8,57991.42,44906.52,19094.27,8651.0,124516.5,586.0,56.0,56.0,88.0,4006730.0,1584 1232 1584 1584 1584 1584 1584 1584 1584 1584 1648 1584 1648 1584 1584 1232 1584 1232 1584 1584 1584 1584 1584 1584 1584 1584 1648 1584 1648 1584 1584 1232 1584 1232 1584 1584 1584 1584 1584 1584 1584 1584 1648 1584 1648 1584 1584 1584 1232 1584 1584 1584 1584 1648 1584 1232
matrix_vector_mul,cint16,cint32,800,32,1,0,0,0,1,4,2,1,1,0,2,1,,1,1,1,3946.0,26947.0,172.8,3945.6,26916.62,950.93,1156.0,27729.63,48.0,8.0,8.0,18.0,222602.0,1740 1780 1780 1824 1740 1780 1780 1824
matrix_vector_mul,float,cfloat,336,144,1,0,0,0,2,9,2,0,0,0,1,1,,1,1,1,24929.0,11965.0,8795.2,24925.02,11966.75,8081.47,4746.0,25486.72,106.0,18.0,18.0,34.0,447000.0,2826 2834 2834 2834 2834 2834 2834 2834 2930 2826 2834 2834 2834 2834 2834 2834 2834 2930
matrix_vector_mul,int32,cint32,136,40,1,0,0,0,2,5,1,1,1,0,1,22,,1,1,1,14661.0,3157.0,524.79,14711.2,3156.08,3447.2,4325.0,3144.5,30.0,5.0,5.0,9.0,98174.0,1240 1272 1272 1272 1380
matrix_vector_mul,cint32,cint32,48,372,1,0,0,0,4,3,6,0,0,0,1,1,,1,1,1,29578.0,7367.0,10524.8,29465.82,7366.98,9675.19,4204.0,21236.91,132.0,18.0,18.0,36.0,757278.0,1722 1772 1864 1722 1772 1864 1722 1772 1864 1722 1772 1864 1722 1772 1864 1722 1772 1864
matrix_vector_mul,cint16,int32,16,72,1,0,0,0,22,9,2,0,0,0,1,1,,1,1,1,3456.0,22428.0,2080.0,3456.0,22436.26,1129.6,1095.0,28931.5,90.0,18.0,18.0,34.0,273672.0,1806 1846 1846 1846 1846 1846 1846 1846 1906 1806 1846 1846 1846 1846 1846 1846 1846 1906
matrix_vector_mul,int16,cint32,32,396,1,0,0,0,13,3,2,0,0,0,1,22,,1,1,1,60173.0,8052.0,21264.0,59972.43,8051.92,20405.46,11942.0,17243.34,76.0,6.0,6.0,14.0,514222.0,1004 1022 1096 1004 1022 1096
matrix_vector_mul,int16,cint16,576,256,1,0,0,0,13,8,9,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,float,float,160,112,1,0,0,0,20,7,10,1,0,0,1,22,,1,1,0,77957.0,14503.0,28739.2,77880.64,14482.04,24709.6,31456.0,14242.56,567.0,70.0,70.0,108.0,3245610.0,2384 2384 2370 2414 2384 2384 2384 2384 2384 2414 2384 2414 2384 2384 2370 2384 2384 2384 2384 2384 2370 2384 2384 2370 2414 2384 2384 2384 2384 2384 2414 2384 2414 2384 2384 2384 2370 2384 2384 2384 2384 2384 2370 2384 2370 2414 2384 2384 2384 2384 2414 2384 2384 2370 2384 2384 2414 2384 2384 2384 2414 2384 2384 2370 2384 2384 2384 2384 2384 2370
matrix_vector_mul,int16,cint32,208,72,1,0,0,0,4,3,1,0,0,0,1,2,,1,1,1,47305.0,3814.0,15878.4,47282.17,3814.77,15677.9,9624.0,7780.54,25.0,3.0,3.0,6.0,144318.0,1072 1088 1152
matrix_vector_mul,cfloat,cfloat,48,8,1,0,0,0,2,1,6,1,1,0,1,1,,1,1,1,429.0,4020.0,78.4,428.8,4019.2,191.04,203.0,4729.06,24.0,6.0,6.0,6.0,27168.0,2420 2420 2420 2420 2420 2420
matrix_vector_mul,float,float,24,64,1,0,0,0,125,4,3,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,cint32,256,1152,1,0,0,0,7,8,8,0,0,0,1,22,,1,1,1,74242.0,86757.0,26676.8,73432.11,86367.61,23795.06,14006.0,184293.67,712.0,64.0,64.0,101.0,5332064.0,1022 1004 1022 1022 1022 1022 1022 1022 1022 1022 1096 1022 1096 1022 1022 1004 1022 1004 1022 1022 1022 1022 1022 1022 1022 1022 1096 1022 1096 1022 1022 1004 1022 1022 1022 1022 1022 1004 1022 1022 1096 1022 1022 1004 1022 1022 1096 1022 1022 1004 1022 1022 1022 1022 1022 1096 1022 1022 1096 1022 1022 1022 1022 1004
matrix_vector_mul,int16,int16,144,64,1,0,0,0,2,2,9,1,1,1,2,1,,1,1,1,965.0,86535.0,174.4,956.8,84352.57,213.33,243.0,95601.65,72.0,18.0,18.0,36.0,113787.0,2384 2468 2384 2468 2384 2468 2384 2468 2384 2468 2384 2468 2384 2468 2384 2468 2384 2468
matrix_vector_mul,float,cfloat,208,24,1,0,0,0,8,6,13,1,0,0,1,1,,1,1,1,1664.0,80516.0,721.6,1658.56,79963.95,496.0,584.0,86366.78,401.0,78.0,78.0,116.0,579488.0,1824 2314 2238 2238 2238 2238 2238 2238 2238 2238 2330 1824 1824 2314 1824 2238 2238 2238 2238 2238 2238 2238 2238 2238 2238 2238 2238 2330 1824 2330 1824 2330 2238 2238 2238 2238 2238 2238 2238 2238 2330 1824 1824 2330 2238 2238 2238 2238 2238 2238 2238 2238 2330 1824 1824 2314 1824 2238 2238 2238 2238 2222 2238 2238 2238 2238 2238 2238 2238 2330 1824 2330 1824 2238 2238 2238 2238 2330
matrix_vector_mul,cfloat,cfloat,400,64,1,0,0,0,2,2,10,1,0,0,1,2,,1,1,0,74608.0,2142.0,25441.6,74601.48,2122.86,23896.0,30268.0,2145.85,170.0,20.0,20.0,40.0,901540.0,2160 2064 2160 2064 2160 2064 2160 2064 2160 2064 2160 2064 2160 2064 2160 2064 2160 2064 2160 2064
matrix_vector_mul,cint16,cint32,104,48,1,0,0,0,1,4,13,1,1,0,1,2,,1,1,1,819.0,60144.0,244.8,807.2,46567.16,-1.0,119.0,52881.35,208.0,52.0,52.0,70.0,154414.0,1232 1136 1232 1136 1136 1136 1104 1232 1104 1136 1120 1232 1136 1104 1232 1136 1136 1104 1136 1104 1136 1136 1104 1136 1136 1232 1232 1216 1104 1136 1136 1104 1232 1136 1232 1136 1136 1104 1136 1104 1232 1136 1232 1136 1136 1104 1136 1232 1136 1104 1136 1104
matrix_vector_mul,float,cfloat,280,8,1,0,0,0,55,2,5,0,0,0,1,22,,1,1,0,243334.0,1518.0,81382.39,243309.25,1518.13,81124.92,89174.0,1726.96,140.0,10.0,10.0,25.0,799205.0,1720 1786 1720 1786 1720 1786 1720 1786 1720 1786
matrix_vector_mul,cint32,int16,4,64,1,0,0,0,124,4,1,0,0,0,1,22,,1,1,1,53645.0,1761.0,18268.8,53535.88,1760.21,17965.29,6723.0,5902.12,46.0,4.0,4.0,8.0,302524.0,970 986 986 1050
matrix_vector_mul,int16,int16,112,576,1,0,0,0,9,4,7,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int32,cint32,24,4,1,0,0,0,124,1,1,0,0,0,1,22,,1,1,1,67104.0,526.0,22705.6,67047.31,526.8,22535.75,16387.0,908.03,15.0,1.0,1.0,3.0,105392.0,1232
matrix_vector_mul,int32,cint16,3536,8,1,0,0,0,1,1,13,1,1,0,1,22,,1,1,1,-1.0,-1.0,128.0,-1.0,14196.79,6.4,2450.0,14432.65,78.0,13.0,13.0,13.0,255268.0,1190 1190 1190 1190 1190 1190 1190 1190 1190 1190 1190 1190 1190
matrix_vector_mul,int16,cint32,704,8,1,0,0,0,18,2,2,0,0,0,1,2,,1,1,1,52443.0,5797.0,17561.59,52433.25,5797.41,17475.69,9166.0,13825.0,50.0,4.0,4.0,8.0,317532.0,1088 1216 1088 1216
matrix_vector_mul,cint32,cint16,12,344,1,0,0,0,1,1,3,0,0,0,1,22,,1,1,1,6432.0,1875.0,3016.0,6432.0,1875.0,2201.6,924.0,5584.41,27.0,3.0,3.0,6.0,81171.0,1006 1006 1006
matrix_vector_mul,cfloat,float,16,40,1,0,0,0,43,5,2,0,0,0,1,1,,1,1,1,18371.0,4492.0,6267.2,18303.2,4486.17,6104.73,2135.0,16112.41,64.0,10.0,10.0,22.0,280870.0,1706 1754 1754 1754 1850 1706 1754 1754 1754 1850
matrix_vector_mul,int16,cint32,1248,52,1,0,0,0,1,13,6,0,0,0,1,1,,1,1,1,3203.0,193142.0,760.0,3190.85,190664.29,335.73,376.0,215744.68,355.0,78.0,78.0,121.0,457710.0,1776 1816 1816 1978 1776 1962 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1978 1776 1776 1962 1776 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1816 1800 1816 1816 1816 1816 1816 1816 1978 1776 1978 1816 1816 1816 1816 1816 1816 1816
matrix_vector_mul,float,cfloat,272,4,1,0,0,0,3,1,1,1,1,1,2,1,,1,1,1,12587.0,1215.0,56.0,12628.5,1212.4,2695.36,3313.0,1231.51,6.0,1.0,1.0,2.0,28594.0,1838
matrix_vector_mul,cfloat,float,24,8,1,0,0,0,1,1,6,1,1,0,2,1,,1,1,1,642.0,2865.0,52.8,-1.0,2828.66,-1.0,44.0,5581.39,24.0,6.0,6.0,6.0,17952.0,1450 1450 1450 1450 1450 1450
matrix_vector_mul,cint32,cint32,576,4,1,0,0,0,25,1,8,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cint32,cint16,8,464,1,0,0,0,8,2,2,0,0,0,1,22,,1,1,1,46800.0,1877.0,16425.59,46590.74,1875.7,15816.0,5014.0,7403.27,44.0,4.0,4.0,6.0,306880.0,964 1046 964 1046
matrix_vector_mul,cfloat,cfloat,52,16,1,0,0,0,3,4,13,1,1,0,1,1,,1,1,1,632.0,26000.0,208.0,627.73,24933.07,96.0,114.0,29714.28,208.0,52.0,52.0,86.0,168857.0,1652 1720 1636 1710 1710 1710 1710 1710 1694 1720 1652 1720 1652 1720 1652 1710 1710 1710 1710 1710 1710 1720 1652 1720 1652 1652 1720 1710 1710 1694 1710 1710 1710 1720 1720 1652 1652 1710 1704 1710 1710 1720 1694 1652 1652 1720 1710 1694 1710 1710 1720 1652
matrix_vector_mul,int32,cint16,32,616,1,0,0,0,4,7,2,0,0,0,1,22,,1,1,1,15587.0,17498.0,9865.6,15587.2,17500.0,4505.6,5656.0,17425.74,126.0,14.0,14.0,28.0,703344.0,1384 1400 1400 1400 1400 1400 1458 1384 1400 1400 1400 1400 1400 1458
matrix_vector_mul,cfloat,cfloat,32,224,1,0,0,0,56,8,8,0,0,0,1,2,,1,1,0,213250.0,5842.0,76051.2,212623.88,5841.19,68352.86,73892.0,6790.54,757.0,64.0,64.0,121.0,5002256.0,1920 1952 1952 1952 1920 1952 1952 1952 1952 1952 1952 1952 2000 1952 2000 1952 1952 1920 1952 1952 1920 1952 1952 1952 1952 1952 1952 2000 1952 1952 2000 1952 1952 1952 1920 1952 1952 1920 1952 1952 1952 1952 1952 2000 1952 2000 1952 1952 1952 1952 1920 1952 1952 1952 2000 1952 1920 2000 1952 1952 1952 1952 1952 1952
matrix_vector_mul,int16,int16,576,112,1,0,0,0,10,7,4,0,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,float,float,56,2928,1,0,0,0,2,3,7,0,0,0,1,2,,1,1,1,164026.0,7359.0,76454.39,163914.51,7359.19,44440.49,42539.0,9636.33,245.0,21.0,21.0,42.0,1691977.0,1808 1856 1776 1808 1856 1776 1808 1856 1776 1808 1856 1776 1808 1856 1776 1808 1856 1776 1808 1856 1776
matrix_vector_mul,int16,cint32,2304,4,1,0,0,0,28,1,8,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,int16,96,256,1,0,0,0,10,4,2,0,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int32,cint16,96,88,1,0,0,0,3,11,2,0,0,0,1,22,,1,1,1,7962.0,27488.0,2161.6,7961.6,27500.0,921.6,1136.0,27936.5,98.0,22.0,22.0,34.0,260432.0,1314 1314 1314 1314 1314 1314 1314 1382 1300 1314 1314 1314 1314 1314 1314 1314 1314 1314 1382 1300 1314 1314
matrix_vector_mul,int32,int16,80,64,1,0,0,0,2,2,5,1,1,0,2,1,,1,1,1,953.0,28054.0,174.4,936.0,27234.04,364.16,437.0,29357.79,40.0,10.0,10.0,20.0,104165.0,2432 2474 2432 2474 2432 2474 2432 2474 2432 2474
matrix_vector_mul,int16,int32,640,64,1,0,0,0,24,8,4,0,0,0,1,22,,1,1,1,48677.0,60876.0,16528.0,48665.6,60873.87,16136.61,4906.0,251031.66,344.0,32.0,32.0,60.0,2209392.0,1184 1184 1154 1184 1184 1184 1184 1362 1184 1184 1154 1184 1184 1184 1184 1362 1184 1184 1154 1184 1184 1184 1184 1362 1184 1184 1154 1184 1184 1184 1184 1362
matrix_vector_mul,cint32,cint16,20,72,1,0,0,0,10,3,5,0,0,0,1,2,,1,1,1,4602.0,9356.0,2272.0,4601.6,9355.5,1539.2,818.0,22004.88,80.0,15.0,15.0,25.0,295320.0,1088 1120 1168 1088 1120 1168 1088 1120 1168 1088 1120 1168 1088 1120 1168
matrix_vector_mul,int32,int32,88,728,0,0,0,0,1,7,11,0,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int32,int16,16,192,1,0,0,0,42,4,2,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,int32,16,272,1,0,0,0,7,2,1,1,0,0,1,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,float,cfloat,848,40,1,0,0,0,2,10,2,1,1,0,1,2,,1,1,0,67335.0,4797.0,1182.4,67592.14,4797.46,-1.0,17790.0,4766.99,120.0,20.0,20.0,40.0,591784.0,1728 1728 1728 1728 1728 1728 1728 1728 1840 1696 1728 1728 1728 1728 1728 1728 1728 1728 1840 1696
matrix_vector_mul,cfloat,cfloat,64,12,1,0,0,0,1,3,8,1,1,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,cint32,160,44,1,0,0,0,8,1,2,0,0,0,1,22,,1,1,1,65110.0,2576.0,21956.8,65069.48,2577.06,21810.33,13275.0,5303.2,22.0,2.0,2.0,4.0,148840.0,1080 1080
matrix_vector_mul,cfloat,float,40,296,1,0,0,0,1,1,10,0,0,0,1,1,,1,1,1,5511.0,6241.0,2460.8,5529.82,6239.46,1897.6,616.0,24025.97,80.0,10.0,10.0,20.0,235950.0,1810 1810 1810 1810 1810 1810 1810 1810 1810 1810
matrix_vector_mul,cint32,cint32,32,36,1,0,0,0,40,9,8,0,0,0,1,1,,1,1,1,3088.0,44868.0,1891.2,3088.0,44859.81,1027.2,1042.0,58123.1,334.0,72.0,72.0,142.0,1101928.0,1758 1710 1758 1968 1888 1888 1888 1888 1888 1888 1888 1888 1888 1856 1888 1888 1888 1888 1888 1888 1968 1710 1758 1968 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1888 1968 1710 1758 1968 1888 1888 1888 1888 1888 1888 1888 1856 1888 1888 1888 1888 1888 1888 1888 1888 1968 1758 1888 1856 1888 1856 1888 1888 1888 1856 1968 1968
matrix_vector_mul,cint16,int16,56,128,1,0,0,0,30,4,7,0,0,0,1,1,,1,1,1,20889.0,30584.0,7174.4,20859.42,30587.16,7030.4,1082.0,248428.83,203.0,28.0,28.0,56.0,1043259.0,2248 2280 2280 2372 2248 2280 2280 2372 2248 2280 2280 2372 2248 2280 2280 2372 2248 2280 2280 2372 2248 2280 2280 2372 2248 2280 2280 2372
matrix_vector_mul,cint32,cint16,32,816,1,0,0,0,8,6,8,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,float,16,24,1,0,0,0,71,1,4,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,int16,2624,80,1,0,0,0,3,5,4,1,1,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,int16,cint32,240,4,1,0,0,0,87,1,3,0,0,0,1,2,,1,1,1,61064.0,4072.0,20566.4,61020.57,4071.12,20470.52,11697.0,8925.36,48.0,3.0,3.0,6.0,357390.0,1168 1168 1168
matrix_vector_mul,cint32,cint32,880,16,1,0,0,0,11,2,10,0,0,0,1,22,,1,1,1,59056.0,7868.0,19817.59,59043.88,7867.99,19673.23,9163.0,21128.45,230.0,20.0,20.0,42.0,1466600.0,1334 1406 1334 1406 1334 1406 1334 1406 1334 1406 1334 1406 1334 1406 1334 1406 1334 1406 1334 1406
matrix_vector_mul,int32,int16,16,48,1,0,0,0,3,3,2,1,1,1,1,1,,1,1,1,842.0,16941.0,129.6,830.93,15652.17,136.8,150.0,19200.0,24.0,6.0,6.0,12.0,31784.0,2152 2196 2198 2152 2196 2198
matrix_vector_mul,cint32,cint32,40,36,1,0,0,0,1,3,10,1,1,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,float,12,5504,1,0,0,0,2,8,3,0,0,0,1,2,,1,1,1,178858.0,4044.0,114620.8,178777.6,4044.42,32575.38,36184.0,4679.74,219.0,24.0,24.0,48.0,1380078.0,1840 1840 1840 1888 1808 1840 1840 1840 1840 1840 1840 1888 1808 1840 1840 1840 1840 1840 1840 1888 1808 1840 1840 1840
matrix_vector_mul,int32,cint32,624,96,1,0,0,0,4,8,2,0,0,0,1,22,,1,1,1,105033.0,9229.0,26662.4,104974.52,9229.1,25903.73,17567.0,17051.12,178.0,16.0,16.0,32.0,1046232.0,1264 1288 1288 1288 1288 1288 1288 1362 1264 1288 1288 1288 1288 1288 1288 1362
matrix_vector_mul,cint32,cint16,4,8,1,0,0,0,3,1,1,1,1,1,2,1,,1,1,1,928.0,524.0,84.8,928.0,524.35,183.2,185.0,648.64,4.0,1.0,1.0,1.0,3763.0,2308
matrix_vector_mul,int16,cint16,704,24,1,0,0,0,21,1,11,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,float,120,288,1,0,0,0,4,9,3,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,cfloat,1976,64,1,0,0,0,2,4,13,0,0,0,1,2,,1,1,0,218899.0,4690.0,55774.4,218666.21,4689.39,53813.73,57798.0,5470.08,376.0,52.0,52.0,85.0,2240602.0,2064 2016 2096 2064 2096 2064 2064 2016 2064 2016 2096 2064 2096 2064 2016 2064 2064 2016 2096 2064 2096 2064 2064 2016 2064 2016 2096 2064 2096 2064 2016 2064 2064 2016 2096 2064 2096 2064 2064 2064 2016 2096 2096 2064 2064 2016 2064 2016 2064 2096 2064 2016
matrix_vector_mul,cint16,cint16,24,48,1,0,0,0,15,6,3,0,0,0,1,1,,1,1,1,2346.0,22412.0,1054.4,2349.82,22406.63,771.2,261.0,82758.62,90.0,18.0,18.0,33.0,198345.0,1804 1756 1756 1756 1756 1936 1804 1756 1756 1756 1756 1936 1804 1756 1756 1756 1756 1936
matrix_vector_mul,int16,int16,320,2592,1,0,0,0,1,3,10,1,0,0,1,22,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,float,float,120,48,1,0,0,0,1,3,3,1,1,1,2,1,,1,1,1,1605.0,31304.0,126.4,-1.0,31188.69,-1.0,197.0,36734.69,36.0,9.0,9.0,18.0,68403.0,1900 1948 1974 1900 1948 1974 1900 1948 1974
matrix_vector_mul,float,cfloat,56,8,1,0,0,0,117,1,7,0,0,0,1,22,,1,1,0,115280.0,1347.0,44921.6,115597.48,1347.81,38889.6,48576.0,1348.81,91.0,7.0,7.0,14.0,646359.0,1662 1662 1662 1662 1662 1662 1662
matrix_vector_mul,float,float,24,80,1,0,0,0,4,5,1,1,0,0,1,22,,1,1,1,32270.0,1032.0,10003.2,32259.2,1031.43,7438.4,9635.0,996.36,29.0,5.0,5.0,10.0,77169.0,2354 2366 2366 2366 2396
matrix_vector_mul,cfloat,float,256,24,1,0,0,0,16,3,8,1,0,0,1,1,,default,default,default,,,,,,,,,,,,,,
matrix_vector_mul,cfloat,float,12,32,1,0,0,0,2,2,3,1,1,0,2,1,,1,1,1,419.0,6193.0,123.2,412.8,5675.87,123.84,132.0,7328.24,24.0,6.0,6.0,12.0,27165.0,1896 2086 1896 2086 1896 2086
matrix_vector_mul,cint16,int16,56,48,1,0,0,0,32,3,7,0,0,0,1,22,,1,1,1,9818.0,26248.0,4273.6,9817.6,26250.0,3276.8,1154.0,93414.42,150.0,21.0,21.0,38.0,792162.0,1234 1250 1284 1234 1250 1284 1234 1250 1284 1234 1250 1284 1234 1250 1284 1234 1250 1284 1234 1250 1284
matrix_vector_mul,int16,cint32,32,96,1,0,0,0,78,8,1,1,0,0,1,2,,default,default,default,,,,,,,,,,,,,,
