UUT_KERNEL,AIE_VARIANT,DATA_TYPE,DATA_OUT_TYPE,COEFF_TYPE,FIR_LEN,SHIFT,SAT_MODE,ROUND_MODE,INPUT_WINDOW_VSIZE,CASC_LEN,DUAL_IP,USE_COEFF_RELOAD,NUM_OUTPUTS,UUT_SSR,PORT_API,INTERPOLATE_FACTOR,DECIMATE_FACTOR,UUT_PARA_DECI_POLY,UUT_PARA_INTERP_POLY,UPSHIFT_CT,SINGLE_BUF,COMPILE,SIM,FUNC,Latency_last (ns),Throughput_last (MSa/s),Latency_first (ns),Latency (ns),Throughput (MSa/s),Initation Interval_avg (ns),cycleCountAvg,throughputCycleCount (MSa/s),NUM_BANKS,NUM_AIE,NUM_CORES,NUM_TILES,DATA_MEMORY,PROGRAM_MEMORY
fir_sr_asym,1,float,float,float,27,0,0,0,17856,2,1,1,2,9,1,1,1,1,1,0,0,1,1,1,1049.0,7063.0,334.4,1049.59,7101.2,2528.79,3221.0,6968.46,185.0,162.0,162.0,287.0,544824.0,2526 1794 2526 2526 1962 1844 1962 1966 1844 1962 1844 1844 1962 1844 1962 1962 1844 1962 1828 1844 1962 1844 1962 1962 1844 1962 1844 1844 1962 1844 1962 1962 1778 2526 1794 1794 1844 1962 1844 1844 2542 1794 2526 2542 2526 1828 1962 1844 1844 1844 1962 1828 1962 1962 1962 1844 1962 1828 1844 1844 1962 1844 1962 1962 1962 1844 1962 1844 1844 1844 1966 1844 1962 1962 1962 1844 1962 1844 1844 1828 1962 1844 1962 1962 1962 1844 1966 1962 1962 1844 1962 1844 1844 1844 1962 1844 1962 1962 1962 1844 1962 1844 1828 1844 1962 1844 1962 1962 1966 1844 1962 1844 1844 1844 1962 1844 1962 1962 1962 1844 1966 1844 1844 1844 1962 1844 1962 1966 1962 1794 2542 1794 1794 1794 1844 1966 1844 1844 1966 1844 1962 1962 1844 1962 1844 1828 1962 1844 1962 1962 1844 1962 1844 1844 1962 1828 1962 1962 1844 1962 1844 1844
fir_sr_asym,1,cfloat,cfloat,float,164,0,0,0,8,9,0,1,1,1,0,1,1,1,1,0,0,1,1,1,8869.0,5.0,1166.4,9076.62,6.67,-1.0,1484.0,6.73,24.0,9.0,9.0,15.0,50770.0,3784 3230 3070 3116 3070 3116 3070 3116 2938
fir_sr_asym,22,cint32,cint32,int16,607,0,0,0,24,6,0,0,1,1,0,1,1,1,1,0,0,1,1,1,14238.0,9.0,12353.6,14238.4,9.33,2569.6,3189.0,9.4,15.0,6.0,6.0,7.0,66850.0,3928 3722 3746 3746 3746 3694
fir_sr_asym,22,cint16,cint16,int16,790,0,0,0,160,3,0,1,1,10,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint16,cint16,int16,39,0,0,0,3120,3,0,1,1,3,0,1,1,1,1,0,0,1,1,1,2469.0,2859.0,2080.0,-1.0,2843.55,-1.0,1500.0,2600.0,74.0,27.0,27.0,52.0,246030.0,2480 2008 1960 2230 2008 1960 2230 2008 1996 2512 2008 1976 2198 2008 1960 2198 2008 1980 2480 2008 1960 2230 2008 1976 2198 2008 1996
fir_sr_asym,1,cfloat,cfloat,float,307,0,0,0,16,4,0,0,2,1,0,1,1,1,1,0,0,1,1,1,14492.0,5.0,12419.2,14492.07,5.92,2700.0,3341.0,5.98,13.0,4.0,4.0,6.0,37540.0,3936 3632 3712 3744
fir_sr_asym,1,cfloat,cfloat,cfloat,16,0,0,0,984,2,0,1,1,2,0,1,1,1,1,0,0,1,1,1,7358.0,367.0,3169.6,7316.8,367.54,2679.2,3343.0,369.59,30.0,8.0,8.0,14.0,99220.0,3856 2124 2332 2106 3856 2124 2332 2106
fir_sr_asym,1,cint16,cint16,int32,9,0,0,0,47328,7,0,0,1,3,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,int32,8,0,0,0,16,1,0,1,1,4,0,1,1,1,1,0,0,1,1,1,1958.0,130.0,244.8,1953.2,128.2,124.0,119.0,169.49,56.0,16.0,16.0,32.0,50356.0,1754 1738 1738 1752 1754 1738 1738 1752 1754 1738 1738 1752 1754 1738 1738 1752
fir_sr_asym,1,cint32,cint32,int32,204,0,0,0,36,1,0,1,1,3,0,1,1,1,1,0,0,1,1,1,3013.0,76.0,1041.59,3006.4,75.0,-1.0,618.0,72.81,33.0,9.0,9.0,18.0,53388.0,4220 4132 4076 4322 4084 4088 4220 4076 4136
fir_sr_asym,1,cint16,cint16,cint32,150,0,0,0,35904,2,1,0,2,6,1,1,1,1,1,0,0,1,1,1,2230.0,1649.0,787.2,2230.4,1649.38,21768.0,27268.0,1646.24,72.0,72.0,72.0,183.0,397008.0,4734 4024 4734 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 4024 4734 4024 4734 4024 4734 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 3580 5114 4024 4734 4024
fir_sr_asym,1,cint16,cint16,cint32,15,0,0,0,2560,5,1,0,2,5,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint16,cint16,cint16,26,0,0,0,4992,1,0,1,1,13,1,1,1,1,1,0,0,1,1,1,598.0,7812.0,289.6,-1.0,8052.83,-1.0,858.0,7545.34,202.0,169.0,169.0,368.0,526487.0,2034 1818 2034 1818 2034 2034 1890 1890 1890 1890 1882 1890 1890 1890 1890 1890 1890 1890 1818 2018 1814 2018 1818 1802 1890 1890 1890 1890 1890 1882 2018 2034 2034 2002 1890 1890 1890 1890 1890 1874 1882 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1882 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1882 1890 1890 1874 1890 1890 1890 1890 1890 1890 1890 1890 1890 1874 1890 1890 1890 1890 1890 1818 1818 1802 1818 2034 1802 1818 1890 1874 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1890 1874 1890 1882 1890 1890 1890 1890 1890 1890 1890 1882 1890 1890 1890 1890 1882 1890 1874 1818 2018 2018 1874 1890 1890 1882 1890 1890 1890 1890 1890 1890 1874 1890 1890 1890 1890 1890 1890 1890 1890 1890 1874 1890 1890 1890 1890 1882 1890 1890 1890 1890 1882 1890 1890 1874 1890 1874
fir_sr_asym,1,int32,int32,int16,27,0,0,0,7104,2,1,1,2,3,1,1,1,1,1,0,0,1,1,1,586.0,3482.0,171.2,585.6,3482.35,2040.0,2559.0,3471.46,27.0,18.0,18.0,36.0,45765.0,2068 2122 2010 2122 2010 2138 2084 2122 2010 2122 2026 2138 2084 2122 2026 2138 2026 2138
fir_sr_asym,1,cfloat,cfloat,float,121,0,0,0,40480,5,1,1,2,11,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,int16,15,0,0,0,30560,3,0,0,1,5,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,float,float,float,28,0,0,0,256,1,1,1,2,4,1,1,1,1,1,0,0,1,1,1,3143.0,664.0,300.8,-1.0,665.08,-1.0,496.0,654.39,28.0,16.0,16.0,32.0,54576.0,3376 2760 2760 2728 3376 2760 2776 2708 3376 2776 2760 2708 3376 2760 2760 2708
fir_sr_asym,22,int32,int32,int16,21,0,0,0,60480,1,0,1,1,7,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint32,cint32,int32,1727,0,0,0,308,3,0,0,1,11,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint16,cint16,cint16,224,0,0,0,10816,2,0,1,1,4,0,1,1,1,1,0,0,1,1,1,27226.0,1166.0,11008.0,27454.62,1168.88,9272.0,11758.0,1153.09,156.0,32.0,32.0,82.0,753996.0,2416 2454 2246 2416 2244 2410 2292 1586 2416 2454 2244 2410 2292 2410 2244 1586 2416 2484 2246 2416 2246 2416 2244 1586 2416 2454 2292 2416 2246 2416 2246 1586
fir_sr_asym,2,int32,int32,int32,1968,0,0,0,5504,4,0,1,1,8,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,int16,int16,int32,129,0,0,0,24,3,0,0,1,3,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,float,float,float,78,0,0,0,160,1,0,1,1,2,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint32,cint32,int32,5,0,0,0,2208,10,0,0,1,1,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,int32,int32,int32,1480,0,0,0,15360,1,0,1,1,8,0,1,1,1,1,0,0,1,1,1,105385.0,399.0,40246.4,107689.6,428.2,-1.0,45360.0,432.77,424.0,64.0,64.0,106.0,1914696.0,3632 3632 3632 3632 3632 3632 3728 3824 3680 3632 3632 3632 3632 3632 3632 3888 3824 3824 3824 3632 3696 3632 3632 3632 3696 3776 3632 3632 3776 3696 3696 3696 3696 3632 3680 3696 3680 3696 3680 3776 3680 3696 3696 3776 3696 3632 3632 3824 3680 3696 3696 3696 3776 3696 3632 3824 3760 3696 3632 3632 3632 3632 3632 3824
fir_sr_asym,1,cfloat,cfloat,float,22,0,0,0,26112,1,1,0,2,2,1,1,1,1,1,0,0,1,1,1,1467.0,309.0,137.6,1466.45,309.95,84155.41,105297.0,309.98,4.0,4.0,4.0,8.0,13728.0,2796 2606 2796 2606
fir_sr_asym,22,cint16,cint16,cint16,97,0,0,0,72,5,0,1,2,1,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,int32,81,0,0,0,288,8,1,1,2,3,1,1,1,1,1,0,0,1,1,1,1189.0,849.0,532.79,1183.04,849.05,339.2,510.0,717.13,81.0,72.0,72.0,191.0,241107.0,2662 2486 2418 2338 2402 2410 2170 2616 2662 2486 2774 2402 2338 2402 2410 2122 2122 2122 2410 2170 2402 2362 2338 2338 2418 2418 2502 2486 2568 2662 2502 2616 2678 2154 2154 2170 2170 2362 2370 2338 2338 2418 2402 2568 2568 2502 2502 2568 2678 2678 2154 2170 2170 2170 2370 2370 2338 2338 2402 2418 2568 2568 2502 2502 2758 2758 2418 2338 2362 2170 2154 2616
fir_sr_asym,22,int16,int16,int32,1683,0,0,0,55872,7,0,0,1,9,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint16,cint16,cint32,33,0,0,0,1824,10,0,1,1,3,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,float,float,float,952,0,0,0,15328,1,0,1,1,4,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int32,int32,int16,21,0,0,0,280,3,0,0,1,7,0,1,1,1,1,0,0,1,1,1,1044.0,2800.0,638.4,1037.96,2775.15,99.73,186.0,2058.82,436.0,147.0,147.0,319.0,425655.0,1642 1642 1598 1558 1558 1558 1478 1478 1702 1702 1702 1478 1558 1558 1558 1478 1478 1702 1702 1702 1478 1558 1558 1558 1478 1478 1702 1702 1702 1478 1558 1558 1558 1558 1558 1558 1598 1598 1642 1598 1598 1598 1598 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1478 1478 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1478 1478 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1702 1478 1478 1478 1478 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1478 1478 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1478 1478 1558 1558 1558 1558 1702 1702 1702 1702 1478 1478 1478 1478 1702 1702 1478 1558 1558 1558 1558 1642 1642 1642 1642 1558 1558 1558 1478 1478 1702 1702 1702 1478 1558 1558 1558 1478 1478 1702 1702 1702 1478
fir_sr_asym,22,int16,int16,int32,135,0,0,0,30168,4,0,0,1,3,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint16,cint16,cint16,1364,0,0,0,96,3,0,0,1,4,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint32,cint32,int32,19,0,0,0,34464,10,0,0,1,1,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint16,cint16,cint32,320,0,0,0,15200,2,0,0,1,8,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint32,cint32,cint16,338,0,0,0,2340,5,0,1,1,13,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,float,float,float,163,0,0,0,1696,1,0,1,2,1,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int32,int32,int32,14,0,0,0,16,10,0,0,1,1,0,1,1,1,1,0,0,1,1,1,627.0,231.0,236.8,625.6,230.09,69.59,87.0,229.88,23.0,10.0,10.0,17.0,32510.0,1592 1452 1452 1452 1432 1432 1432 1432 1432 1456
fir_sr_asym,22,float,float,float,995,0,0,0,25280,10,0,0,1,5,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,int16,int16,int16,806,0,0,0,58240,4,0,1,1,13,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,int16,int16,int16,11,0,0,0,13552,1,0,0,1,11,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cfloat,cfloat,float,17,0,0,0,272,2,0,0,1,1,0,1,1,1,1,0,0,1,1,1,3323.0,222.0,1689.6,3321.14,222.8,1218.58,1381.0,246.19,7.0,2.0,2.0,3.0,18248.0,2770 2628
fir_sr_asym,1,cfloat,cfloat,float,20,0,0,0,192,3,1,0,2,2,1,1,1,1,1,0,0,1,1,1,1066.0,516.0,184.0,1065.59,515.33,372.0,460.0,525.16,12.0,12.0,12.0,24.0,40720.0,2406 1724 1724 2076 1724 1780 2406 1724 1724 2076 1948 1780
fir_sr_asym,2,float,float,float,109,0,0,0,11968,5,0,1,1,1,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,int32,1130,0,0,0,20,5,0,1,1,5,0,1,1,1,1,0,0,1,1,1,-1.0,-1.0,2705.6,-1.0,13.98,6.4,2017.0,12.58,361.0,125.0,125.0,296.0,1398018.0,3132 2670 3002 2608 2720 2662 2718 2668 2714 2666 2662 2960 2954 2608 2656 2662 2666 2668 2668 2666 2614 2960 2666 2714 2954 2608 2656 2662 2666 2668 2668 2666 2622 3116 2622 2610 2668 2662 3132 2666 2668 2666 2656 2666 2668 2954 2960 2668 2718 2662 2608 2608 2608 2662 2662 2960 2668 2668 2666 2666 2666 2668 2960 2960 2662 2608 2608 2608 2662 2662 2954 2668 2668 2656 2666 2666 2666 2960 2960 2662 2720 2668 2608 2688 2614 2662 2710 3002 2668 2714 2720 2666 2718 2718 2960 3008 2714 2688 2608 2662 2710 2662 2954 2714 2668 2656 2622 2718 2666 2666 2668 3146 3116 2608 3002 2954 2614 2656 2668 2666 2666 2668 2656 2614 2954
fir_sr_asym,2,float,float,float,5,0,0,0,24320,1,0,1,1,5,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint16,cint16,int32,42,0,0,0,1032,3,0,0,1,6,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint16,cint16,cint16,24,0,0,0,576,2,1,1,2,6,1,1,1,1,1,0,0,1,1,1,2297.0,1617.0,201.6,2297.6,1621.62,-1.0,455.0,1603.56,90.0,72.0,72.0,140.0,221934.0,2014 1810 1998 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1810 1998 1810 2014 1810 2014 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1854 1810 2014 1810
fir_sr_asym,1,cint16,cint16,cint16,6,0,0,0,2304,5,1,0,2,2,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int16,int16,int16,222,0,0,0,256,4,1,1,2,2,1,1,1,1,1,0,0,1,1,0,-30004.0,603.0,456.0,980.3,-1.0,421.6,1013.0,315.89,22.0,16.0,16.0,34.0,48848.0,3262 2726 2934 2844 3038 2726 2934 2756 3262 2726 2934 2844 3038 2662 2934 2756
fir_sr_asym,22,float,float,float,160,0,0,0,240,1,0,1,1,5,0,1,1,1,1,0,0,1,1,1,30304.0,57.0,9515.2,30301.6,57.29,-1.0,6018.0,53.35,88.0,25.0,25.0,69.0,124775.0,2796 2782 2782 3992 2782 2796 2846 2782 3992 2846 2796 2782 2782 3992 2782 2828 2782 2782 4056 2782 2796 2782 2846 3992 2782
fir_sr_asym,2,float,float,float,37,0,0,0,32,4,0,0,2,1,0,1,1,1,1,0,0,1,1,1,6525.0,29.0,1830.4,6515.05,29.49,1077.59,1325.0,30.18,13.0,4.0,4.0,6.0,16238.0,3184 2320 2320 2592
fir_sr_asym,1,int16,int16,int16,25,0,0,0,3200,1,1,1,2,5,1,1,1,1,1,0,0,1,1,1,477.0,11985.0,108.8,476.8,11976.04,267.2,336.0,12084.59,40.0,25.0,25.0,69.0,63700.0,2206 2094 2094 2094 2014 2158 2094 2126 2126 2062 2174 2126 2126 2142 2062 2206 2094 2094 2126 2062 2174 2094 2094 2094 2062
fir_sr_asym,2,int16,int16,int16,1708,0,0,0,31136,3,0,0,1,7,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,cint32,35,0,0,0,10928,10,0,1,1,1,1,1,1,1,1,0,0,1,1,1,593.0,611.0,331.2,589.48,611.09,17865.28,22328.0,611.78,13.0,10.0,10.0,16.0,43397.0,2994 2802 2898 2994 2722 2600 2648 2696 2648 2136
fir_sr_asym,22,int16,int16,int16,655,0,0,0,18560,4,0,0,2,1,0,1,1,1,1,0,0,1,1,1,128544.0,281.0,73796.8,128544.8,281.61,65904.86,82067.0,282.69,34.0,4.0,4.0,8.0,250291.0,3050 2818 2908 2814
fir_sr_asym,22,int16,int16,int16,435,0,0,0,80,10,0,1,1,5,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,int32,int32,int16,253,0,0,0,576,2,0,1,2,1,0,1,1,1,1,0,0,1,1,1,15992.0,107.0,6628.8,15993.6,107.21,5372.8,6831.0,105.4,10.0,2.0,2.0,4.0,26537.0,3824 3456
fir_sr_asym,2,cint16,cint16,int32,221,0,0,0,31616,2,0,0,1,13,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint16,cint16,int16,384,0,0,0,960,4,1,0,2,6,1,1,1,1,1,0,0,1,1,1,736.0,5517.0,292.8,736.0,5479.56,175.12,267.0,4669.26,144.0,144.0,144.0,316.0,482904.0,2126 2302 2126 2302 2126 2302 1902 2318 1902 2318 1902 2318 2126 2302 2126 2302 2126 2302 1902 2318 1902 2318 1902 2318 2126 2302 2126 2286 2126 2302 2302 1950 2302 1902 2318 1902 2318 1902 2318 2126 2302 2126 2286 2126 2286 1950 2302 1950 2302 1950 2302 2126 2286 2126 2302 2126 2302 1902 2318 1902 2318 1902 2318 2126 2302 2126 2126 2286 2126 2286 2126 2302 1902 2318 1902 2318 1902 2318 2126 2286 2126 2286 2126 2286 1902 2318 1902 2318 1902 2318 2126 2302 2126 2286 2126 2286 2302 2126 2302 1902 2318 1902 2318 1902 2318 2126 2302 2126 2286 2126 2286 1902 2318 1902 2318 1902 2318 2126 2302 2126 2286 2126 2286 1950 2302 1950 1902 2318 1902 2318 1902 2318 2126 2302 2126 2302 2126 2302 1902 2318 1902 2318 1902 2318
fir_sr_asym,22,cint32,cint32,int16,4,0,0,0,8,1,0,0,2,1,0,1,1,1,1,0,0,1,1,1,997.0,89.0,156.8,995.46,89.28,89.6,42.0,238.09,7.0,1.0,1.0,2.0,3136.0,1004
fir_sr_asym,1,float,float,float,17,0,0,0,16,2,0,0,2,1,0,1,1,1,1,0,0,1,1,1,782.0,149.0,150.4,779.04,148.08,108.0,89.0,224.71,9.0,2.0,2.0,4.0,7600.0,1778 1810
fir_sr_asym,2,int16,int16,int16,22,0,0,0,6080,10,0,0,1,2,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cfloat,cfloat,cfloat,49,0,0,0,1120,1,1,0,2,7,1,1,1,1,1,0,0,1,1,1,2114.0,907.0,528.0,2113.6,908.46,1232.86,1572.0,893.99,49.0,49.0,49.0,378.0,233674.0,2724 2724 2724 2724 2798 3020 2724 2724 2724 2724 3020 2724 2798 3020 2724 2724 2724 2724 2724 2798 3020 2724 2724 2724 2724 2724 2724 2798 3020 2724 2724 2724 2724 2724 2724 2798 3020 2724 2724 2724 2724 2724 2798 2724 2724 2724 2798 3020 2724
fir_sr_asym,2,int32,int32,int16,24,0,0,0,5120,1,0,1,1,2,1,1,1,1,1,0,0,1,1,1,962.0,627.0,249.6,961.6,626.51,8174.17,10207.0,627.02,10.0,4.0,4.0,8.0,10278.0,2496 2288 2496 2288
fir_sr_asym,1,int16,int16,int32,1706,0,0,0,8000,5,0,0,1,2,0,1,1,1,1,0,0,1,1,1,119957.0,199.0,83580.8,119956.8,199.86,40026.4,50036.0,199.85,92.0,20.0,20.0,38.0,543740.0,4894 4598 4582 4558 4518 4878 4598 4582 4558 4800 4894 4598 4582 4558 4518 4878 4598 4598 4558 4800
fir_sr_asym,22,int32,int32,int32,64,0,0,0,29120,4,0,0,1,2,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cfloat,cfloat,cfloat,28,0,0,0,8,1,0,0,1,2,0,1,1,1,1,0,0,1,1,1,1299.0,94.0,180.8,1270.4,76.92,84.8,-1.0,-10000.0,16.0,4.0,4.0,8.0,20240.0,1634 1810 1634 1810
fir_sr_asym,22,float,float,float,1120,0,0,0,1200,3,0,1,1,5,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,float,float,float,5,0,0,0,17088,5,1,0,2,1,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,int16,int16,int16,11,0,0,0,32,1,0,0,2,1,0,1,1,1,1,0,0,1,1,1,822.0,426.0,140.8,822.4,433.54,74.0,-1.0,-40000.0,7.0,1.0,1.0,2.0,3183.0,916
fir_sr_asym,2,cint32,cint32,int32,680,0,0,0,256,10,0,0,1,8,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cfloat,cfloat,cfloat,28,0,0,0,384,3,1,0,2,2,1,1,1,1,1,0,0,1,1,1,1689.0,323.0,251.2,1689.6,323.16,1187.2,1484.0,324.98,12.0,12.0,12.0,24.0,55568.0,3308 2868 2166 2756 2868 2236 3308 2868 2166 2756 2868 2236
fir_sr_asym,1,int32,int32,int32,1204,0,0,0,14336,8,1,0,2,7,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,float,float,float,129,0,0,0,320,10,1,1,2,1,1,1,1,1,1,0,0,1,1,1,3189.0,186.0,500.8,3188.8,186.39,1716.8,2164.0,184.84,13.0,10.0,10.0,15.0,39032.0,5072 3892 4088 4392 3892 4248 3876 4088 4284 3470
fir_sr_asym,1,int16,int16,int32,1554,0,0,0,5952,10,1,0,2,3,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,cint32,cint32,cint32,18,0,0,0,65184,5,0,0,1,6,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int16,int16,int16,303,0,0,0,7888,4,0,0,2,1,0,1,1,1,1,0,0,1,1,1,48587.0,459.0,22697.6,48744.34,459.18,17178.39,21456.0,459.54,22.0,4.0,4.0,7.0,160259.0,3308 3092 3076 3308
fir_sr_asym,1,int16,int16,int16,306,0,0,0,18816,4,1,1,2,6,1,1,1,1,1,0,0,1,1,1,1108.0,10696.0,443.2,1108.8,10686.85,1758.4,2261.0,10471.95,162.0,144.0,144.0,274.0,453840.0,3080 2984 3080 3016 3080 2984 2914 3032 2914 3048 2914 3032 3080 2984 3080 3016 3080 2984 2914 3032 2914 3032 2914 3032 3080 2984 3080 2984 3080 2984 3256 2754 3256 2914 3032 2914 3032 2914 3032 3080 3016 3080 2984 3080 2984 2754 3256 2754 3256 2754 2754 3080 2984 3016 3016 3080 3080 2914 3032 3048 3048 2914 2914 3080 2984 3080 3080 2984 3016 3016 3080 3080 2914 3032 3048 3048 2914 2914 3080 2984 3016 3016 3080 3080 2914 3032 3048 3048 2914 2914 3080 3016 3016 3016 3080 3080 3016 3080 3016 2914 3048 3048 3048 2914 2914 3080 3016 3016 3016 3080 3080 2914 3048 3048 3032 2914 2914 3080 3016 3016 2984 3080 3080 2754 3256 3240 2914 3032 2914 3048 2914 3048 3080 2984 3080 3016 3080 3016 2914 3032 2914 3048 2914 3032
fir_sr_asym,1,float,float,float,946,0,0,0,3520,7,1,0,2,11,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint32,cint32,cint16,1664,0,0,0,304,2,0,0,1,4,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint32,cint32,cint16,320,0,0,0,16,10,0,1,1,4,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,int32,int32,int16,22,0,0,0,1024,10,0,0,1,2,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint32,cint32,int16,24,0,0,0,65184,1,0,0,1,3,1,1,1,1,1,0,0,1,1,1,1618.0,413.0,272.0,1617.6,413.77,157444.26,196953.0,413.81,9.0,9.0,9.0,31.0,23580.0,2176 2644 2232 2176 2606 2232 2176 2606 2182
fir_sr_asym,2,int32,int32,int32,830,0,0,0,80,1,0,1,1,10,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint16,cint16,cint16,1990,0,0,0,9920,10,0,0,1,10,1,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int16,int16,int32,168,0,0,0,9728,3,1,1,2,2,1,1,1,1,1,0,0,1,1,1,2697.0,946.0,668.8,2716.8,944.1,10308.68,12861.0,947.11,18.0,12.0,12.0,24.0,47566.0,5006 5850 4490 4954 5850 4872 5070 5850 4490 4922 5850 4872
fir_sr_asym,2,float,float,float,311,0,0,0,2392,4,0,0,1,1,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,2,cint32,cint32,cint16,143,0,0,0,5148,2,0,1,1,11,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,22,cint16,cint16,int32,443,0,0,0,4,4,0,0,2,1,0,1,1,1,1,0,0,default,default,default,,,,,,,,,,,,,,
fir_sr_asym,1,int16,int16,int16,57,0,0,0,4016,10,0,1,2,1,0,1,1,1,1,0,0,1,1,1,4236.0,2111.0,3680.0,4235.2,2111.01,1902.4,2514.0,1996.81,28.0,10.0,10.0,16.0,147888.0,2544 2134 2118 2118 2118 2118 2150 2086 2102 2238
