1024,2,526,1.05,1.03,52.53,36,12,22,14,1.9,513,U250,8.40
4096,2,526,1.05,0.26,63.13,44,25,27,34,1.9,2049,U250,8.42
1024,4,513,2.04,2.00,102.17,48,16,24,20,2.0,257,U250,16.35
4096,4,518,2.07,0.51,124.23,60,30,29,39,1.9,1025,U250,16.56
1024,8,455,3.61,3.52,180.41,99,32.4,52.7,34,2.2,129,U250,28.87
4096,8,417,3.33,0.81,199.61,104,42.6,45.5,45,2.4,513,U250,26.61
1024,16,370,5.83,5.70,291.74,172,66,85,62,2.7,65,U250,46.68
4096,16,298,4.74,1.16,284.60,200,80,74,62,3.4,257,U250,37.95
