32x32,4,4,366.3003663,1.652385793,1613.658001,82.61928967,96,78.8,118,0,112,2.73,227,875,U250,13.21908635
64x64,4,4,358.4229391,2.29390681,560.0358423,137.6344086,96,74,102,32,112,2.79,640,1634,U250,18.35125448
128x128,4,4,353.3568905,2.380509578,145.294774,166.6356704,144,87.6,136,32,112,2.83,2432,7880,U250,19.04407662
256x256,4,4,353.3568905,2.788727983,42.55261205,220.7580473,144,87,120,68,176,2.86,8304,26180,U250,22.30982387
